"inst_416" "inst_1009" "inst_1170" "inst_1229" "inst_1289" "inst_1654" "inst_2644" "inst_2689" "inst_4453" "inst_4670" "inst_5226" "inst_5265" "inst_5589" "inst_5630" "inst_6188" "inst_6947" "inst_6988"
"205650_s_at" 5155 13397 15079 7857 17807 11804 9947 13834 7187 1054 16249 13034 17016 7936 7026 11638 8898
"205651_x_at" 8279 9465 9717 7706 16013 6242 12100 17673 8475 10702 18069 13028 16920 9191 8989 14461 11999
"205652_s_at" 15026 21656 15312 8915 17823 17092 3432 20494 15959 8225 10802 21557 21843 14909 4069 7803 18814
"205653_at" 11495 4329 4038 9106 5304 5251 8275 19885 5979 12432 12611 15900 16813 8756 16313 1222 12891
"205654_at" 14758 12612 17739 13912 11271 5769 6135 12764 15482 14815 1120 20185 148 9671 9799 17873 9280
"205655_at" 9091 22267 528 10326 9265 7821 11271 22077 17267 13571 404 21573 1250 927 259 13480 15162
"205656_at" 15623 8481 14563 13899 15553 7222 11556 18031 530 912 18172 5112 10627 10455 286 15885 12847
"205657_at" 19845 14734 20525 8542 14647 10064 447 16842 21033 12798 1987 5604 4126 16968 4571 18229 15866
"205658_s_at" 1740 4062 21955 14466 2012 4323 18702 21022 20059 20196 21084 9948 11466 18422 16634 5574 4497
"205659_at" 7208 11571 5227 18380 1028 5212 6433 3533 2388 6399 13734 17659 10760 688 2954 13791 10679
"205660_at" 17955 1737 22019 4308 146 20674 21295 4033 21759 19773 494 3858 12841 21502 509 21422 8684
"205661_s_at" 18208 5077 5760 1839 9243 14827 15297 19521 16709 20613 7282 20985 12063 10638 3189 20648 20723
"205662_at" 21088 277 1516 528 17035 22239 15632 4298 3581 15679 8830 1532 1645 16132 19869 20036 20822
"205663_at" 13679 15044 9660 7051 15191 8952 8209 13547 13298 13869 10384 637 889 19016 1989 16710 14933
"205664_at" 6328 20295 5187 20535 6745 17728 19171 20669 18853 20712 6969 18671 7745 20937 19429 6101 7081
"205665_at" 13231 2625 12787 14417 18922 8845 2920 17096 16593 13572 18937 6680 9417 15971 2175 12259 15267
"205666_at" 13248 13672 10889 9153 15766 12442 6034 15423 1015 10214 14523 17484 18635 5891 7226 11006 15837
"205667_at" 20913 17238 1993 14873 8165 21193 20057 7747 19282 18171 21179 12218 4683 17295 16109 8204 19111
"205668_at" 7098 11930 863 8493 2055 6386 11197 8982 8940 15249 15469 15968 17984 6825 4429 13400 14522
"205669_at" 20693 20371 15375 7214 18288 22014 20035 15369 8996 951 19748 19690 19655 14247 925 22229 21949
"205670_at" 10311 10681 14134 9812 10772 4984 10314 14762 6698 10267 14045 16109 15831 5072 11636 16013 11095
"205671_s_at" 12820 13103 17922 13098 10454 6638 11385 17137 1955 14038 15779 15412 17842 4101 11804 11422 14630
"205672_at" 13869 3036 9450 762 3998 643 3541 12361 15733 19006 21467 19693 12009 20060 15081 2921 5095
"205673_s_at" 4410 15850 6418 18838 12043 1898 3163 13812 13219 16454 21749 5464 20221 17374 6051 19355 3388
"205674_x_at" 7821 13572 12600 7375 14632 13537 13706 7157 4434 15092 13127 18198 19005 5287 1687 15523 59
"205675_at" 13452 8785 12456 12880 13869 9186 9323 14080 5020 13404 14037 14285 16310 6129 9863 10971 11073
"205676_at" 981 21854 7058 19389 14833 416 21847 20894 18923 3496 2477 7611 4920 10087 21726 6858 3689
"205677_s_at" 16122 5050 3361 21278 3064 18384 19449 11081 13193 20040 10816 10795 10278 15713 19016 8605 18344
"205678_at" 9389 12817 10938 7977 17719 12806 1172 12504 5388 14159 17701 12174 14621 2221 11051 11248 10279
"205679_x_at" 2013 13343 456 665 15583 5215 12079 21663 1886 200 12056 15910 12735 696 11548 16223 2258
"205680_at" 13752 7270 17161 21882 11985 7046 6737 14622 16888 20146 12284 13127 16267 8781 4125 15887 10666
"205681_at" 12745 12149 4210 21967 8620 7071 2900 3797 16001 21047 3949 21481 21867 11519 4924 1316 9600
"205682_x_at" 17653 3480 22012 22136 20514 21763 21918 6888 1089 9602 22129 21820 10440 1620 13083 66 1503
"205683_x_at" 16145 8948 14345 13510 12216 10895 7448 8642 2110 13473 13834 13266 18791 6522 11384 18639 8681
"205684_s_at" 21126 21202 18696 15843 7184 15789 2812 21171 4108 17144 5252 3259 8134 10458 1208 3674 3782
"205685_at" 11924 14806 19148 4156 4276 10063 13373 19475 11867 11083 13375 15203 9979 6237 1967 17781 15275
"205686_s_at" 168 7162 21453 9921 10178 5937 11967 2822 6830 12654 13118 15912 13439 5737 5968 14296 13636
"205687_at" 17303 16718 5546 17954 9350 16663 15571 6871 16862 20191 5387 7791 9671 13272 15142 3759 6909
"205688_at" 21354 595 19569 17096 21907 20804 544 22140 20516 21975 6922 21863 902 1920 831 1200 14665
"205689_at" 13336 9100 14185 1299 3692 12805 12487 20764 20779 19316 18407 186 18837 6884 72 3847 3903
"205690_s_at" 6700 20970 6918 5516 7251 17566 15626 10064 3765 19327 7450 10599 2928 15217 6283 8499 17296
"205691_at" 1633 724 11009 19231 10825 16333 18384 1085 20575 1347 530 18690 19651 14488 654 20571 21663
"205692_s_at" 20307 12625 21805 13975 21946 12319 12527 21418 4949 15001 12010 17361 17129 8664 2665 14469 14164
"205693_at" 2270 7451 16930 11260 17908 11130 3369 6171 5144 12541 13903 15502 16641 6852 12033 2017 981
"205694_at" 11457 11917 10534 13716 18659 11968 10901 16208 4623 9912 21394 6792 146 13392 9471 16513 15186
"205695_at" 3684 1552 10050 10563 11964 13263 8336 3685 16257 10913 1411 21514 20620 21580 20097 12884 2608
"205696_s_at" 14481 18467 9371 8659 15869 18247 17004 16562 13557 12992 19155 5119 12938 17609 10832 1181 17948
"205697_at" 12109 8551 10031 13147 11666 6018 7583 14647 2978 13231 14983 13218 13244 7030 8356 15000 12005
"205698_s_at" 3756 3961 1755 16804 22254 2032 16683 10339 14111 18834 9222 19272 21351 20866 2887 1502 6133
"205699_at" 16449 7794 17862 7914 18847 6632 11217 21036 12606 15432 12285 18261 16516 8577 11940 17995 15256
"205700_at" 12121 2241 10884 19370 5648 19277 22061 9075 3421 21725 4162 8854 8494 12996 15014 5746 5481
"205701_at" 14861 21591 783 21904 6712 16921 17995 21638 16578 19549 11423 3250 4306 15500 265 18260 6575
"205702_at" 16726 3742 6141 16576 21152 19385 16833 20443 10180 6473 8149 4743 6229 11374 19625 20529 18589
"205703_at" 8917 7106 11236 6927 16811 8293 10342 16768 8152 10020 15590 12542 18534 7670 8148 14053 11636
"205704_s_at" 4898 21923 1293 18318 6617 2867 18243 2543 13249 21097 19776 4401 2414 11665 18971 8773 2404
"205705_at" 21269 1790 11190 17859 7991 20336 2156 2758 2083 3463 21582 11977 59 15969 22022 20497 4395
"205706_s_at" 2784 21727 21608 19877 9747 2139 15436 4994 3445 2533 9279 5556 10826 11635 21234 7453 18367
"205707_at" 1759 1071 7737 21810 8349 1988 3985 20972 11572 1764 1468 870 11262 13413 13186 3413 581
"205708_s_at" 3609 14625 3071 5443 10306 1312 11254 11862 20094 4907 16799 20376 16292 33 5700 10807 8691
"205709_s_at" 1819 21360 20089 4646 15503 20134 16641 912 19457 20044 2292 18899 707 9818 1981 1818 5381
"205710_at" 21130 11657 18135 15385 19824 7758 21705 1421 21119 670 21172 22266 8084 2136 20953 8310 15765
"205711_x_at" 3031 2883 6031 14884 20301 4252 4069 18328 4182 17923 18600 10805 11770 9919 17280 19300 17459
"205712_at" 17932 8778 16748 8451 12817 6928 11205 16428 5197 12637 18027 754 17786 9299 1052 18150 14974
"205713_s_at" 13226 12707 17096 11114 15793 6090 13285 224 4422 18743 12788 3695 14050 5086 9669 17491 15225
"205714_s_at" 6894 12713 12867 13672 13575 12008 8655 14471 461 13808 17037 17074 14735 4081 10891 16715 14599
"205715_at" 11726 9512 18909 4149 22066 13056 12483 18185 7554 10083 16478 15359 16001 6049 14695 2358 9142
"205716_at" 1623 20602 3612 21947 7465 1187 20696 5206 13727 22092 19113 21190 9172 3382 3483 768 20948
"205717_x_at" 6802 576 12801 21117 21 20152 16820 21302 1393 1122 20436 9418 6105 17508 517 3419 1300
"205718_at" 11982 8079 4556 10379 20894 5874 559 9032 1975 20545 6126 13986 20657 2866 16466 21777 13945
"205719_s_at" 11990 11605 11964 10779 16291 6398 6444 15814 7475 11588 16652 13489 13411 4153 6723 17582 14919
"205720_at" 9384 9863 10018 6845 16304 7683 7721 12883 5681 14356 13415 14295 15848 8050 9336 11458 11082
"205721_at" 10998 10659 14839 12306 10646 10134 6597 15706 4724 12290 12950 16108 15644 5336 7384 16900 10908
"205722_s_at" 10674 13623 15451 12833 17143 8373 7945 16179 6307 11991 970 12396 17591 6843 10153 13266 9204
"205723_at" 15086 14227 10689 11834 12701 7601 9399 15954 2425 12053 523 19982 20083 9916 364 17341 399
"205724_at" 16486 15201 14220 6504 13093 7098 7715 16615 20625 21499 18229 18789 2578 8988 8944 8565 15651
"205725_at" 18324 7416 11704 8615 12455 6862 689 19351 776 17649 1744 582 1197 15155 7378 12329 15077
"205726_at" 14461 1140 5937 3847 4599 19436 18801 9266 2807 1979 5006 8326 8811 2792 17878 22176 6961
"205727_at" 10281 15287 1012 717 21465 14061 5143 18710 14058 680 20300 667 12918 20027 20280 20500 21922
"205728_at" 7433 9044 10946 8663 11851 12028 11734 2026 12883 18172 12446 16068 19769 10108 1218 8018 12685
"205729_at" 2700 1598 10916 22021 16483 17826 2211 14727 22281 19511 21388 7039 9715 18383 7708 2442 1501
"205730_s_at" 9711 21604 4161 18674 15601 21994 2720 1710 16698 1385 3722 20903 22032 22193 11882 6929 17913
"205731_s_at" 19326 478 5096 3309 2072 1569 684 9869 3913 2995 20802 237 3649 21761 21975 21187 5731
"205732_s_at" 1201 1897 14790 20467 16701 14085 22030 9512 15008 6109 20938 21697 3603 3182 650 6563 17342
"205733_at" 18193 4959 9151 18143 5428 18780 4156 11933 3292 4472 10496 6332 21603 18105 18117 9728 7820
"205734_s_at" 7568 7514 254 10839 13534 11828 8636 21944 4655 13245 18267 2560 17036 8519 17333 13447 13235
"205735_s_at" 12136 7712 13356 7696 11273 5585 8586 13857 5294 13647 13940 14814 16970 5987 8449 11756 10751
"205736_at" 11854 8645 14411 10201 14595 12354 10157 18041 9097 13374 14773 16231 19372 2510 10403 4799 10439
"205737_at" 18955 728 10203 12126 15012 9770 10105 6526 6521 14650 17785 15101 20911 13951 8881 16849 15634
"205738_s_at" 11875 7812 18266 14043 16675 9458 9007 14207 812 780 18277 17592 15273 6733 3579 18623 14083
"205739_x_at" 20878 21579 3799 21873 9226 16645 16900 3588 20713 7907 2457 11709 5178 14846 17315 21078 1938
"205740_s_at" 14889 4479 5128 16066 20236 456 19138 6720 10908 1893 4114 3056 6459 21170 15407 21625 21480
"205741_s_at" 15385 15869 3234 22029 4432 16771 16199 11010 1375 19861 18560 4710 6334 16890 3162 7139 6921
"205742_at" 13994 15280 11739 2546 12813 13688 7161 406 16861 1971 17392 2388 15897 7136 14835 18182 9947
"205743_at" 2635 14312 9001 15075 16930 11708 9841 13739 16518 16701 14563 14807 392 47 394 14775 12283
"205744_at" 3767 20084 17892 788 15557 19553 20733 20489 1858 577 751 18448 21374 1342 2241 7706 5406
"205745_x_at" 17813 1051 913 18434 3776 15275 18231 11494 17178 7452 3027 649 5035 1284 1601 7730 6895
"205746_s_at" 2067 21571 5304 21595 2968 79 22240 1231 21551 21852 2747 6785 73 18268 1201 466 21451
"205747_at" 17803 14452 14941 9918 16997 8850 10744 13170 5780 14425 15822 13141 14516 6396 11089 11975 8923
"205748_s_at" 21598 17067 20538 1202 1249 19479 17795 18752 20961 20022 4443 19347 8469 15853 20285 9846 3982
"205749_at" 928 593 10015 4587 13210 18566 3502 6068 19 20893 264 1384 11568 14420 1323 1163 16953
"205750_at" 14453 1377 8496 18013 20204 4016 13895 3241 15538 20478 3676 4457 6464 10430 3370 1025 7429
"205751_at" 12316 9445 15818 2075 11168 11443 6803 13527 15146 19747 12935 13365 16273 2093 13989 11473 12437
"205752_s_at" 18478 13950 11211 6346 19570 11871 9709 16676 1969 10121 16510 408 21971 514 7719 17007 13940
"205753_at" 11574 9411 18339 11516 19735 6707 6962 160 6085 11051 16053 17874 355 9814 14806 10873 15975
"205754_at" 13096 11976 14113 11362 13871 9241 8716 14839 7065 13448 14898 14948 16793 7314 10856 14115 11698
"205755_at" 18276 4072 11381 14243 11089 9479 10832 16525 7069 10554 17065 17138 18728 8778 1206 15617 12988
"205756_s_at" 7002 430 20144 19499 5946 16371 5198 8637 2469 17179 7891 5216 8866 15390 14005 20461 1507
"205757_at" 20059 3521 14290 563 7171 15778 12806 11636 13812 960 20642 19517 8992 20775 334 4092 7830
"205758_at" 18786 533 13403 10929 13935 11069 9153 13564 6214 10381 18372 2489 10418 544 8955 9944 14515
"205759_s_at" 21139 20136 14998 4578 5273 19609 13171 14703 14121 20865 9849 6007 21597 10079 2705 19692 2689
"205760_s_at" 17556 2579 7019 6661 2524 1686 4406 20517 14272 7186 4534 2727 4578 19067 22003 10301 21772
"205761_s_at" 2874 1970 4879 17809 6795 19880 3347 21339 12335 20453 19239 12279 7033 19096 20392 1950 18762
"205762_s_at" 12814 20820 19806 5207 5045 18092 4217 2286 2543 18035 11187 19177 5225 2264 3747 2031 18679
"205763_s_at" 16350 18801 6401 19782 10236 2917 17848 18809 17171 19441 9533 8555 2206 12410 2194 8336 2664
"205764_at" 13721 15245 16920 7866 19434 7686 9943 575 6731 15293 1788 19382 13398 11356 11706 15400 9276
"205765_at" 11559 13988 11080 13437 18019 13099 7319 16023 9256 2753 18369 440 168 12596 9510 7090 7513
"205766_at" 4790 6848 13161 8010 15875 8622 8685 13719 7637 11935 14895 14216 13892 7713 8938 13210 10863
"205767_at" 9156 8934 10705 13844 18357 6352 7818 15170 10431 12463 17056 17780 15593 6671 12281 15677 8881
"205768_s_at" 19389 18033 20917 5256 7862 16518 17622 12058 19093 6485 6413 8175 4713 18708 20042 19126 19580
"205769_at" 17382 16589 3896 899 20962 15630 4639 4960 3291 20481 6610 10023 11131 14818 19754 7345 6318
"205770_at" 15320 18103 9389 18480 1471 3049 5416 8743 9790 19358 7049 19530 2146 3721 3829 7203 18583
"205771_s_at" 19543 4163 13974 2636 2366 21385 20578 10203 13274 19436 4138 12084 1424 21966 3678 8303 7920
"205772_s_at" 17312 10300 11712 8440 15710 9181 3346 13461 7468 3594 18281 15588 18804 15143 5482 18758 15906
"205773_at" 12772 8915 7665 14222 10210 11919 9567 14193 6463 15532 19912 2062 11 130 5539 15002 9959
"205774_at" 21078 4045 3835 2464 1415 19302 16754 7325 9743 2983 9280 19814 12316 21347 21953 10185 16848
"205775_at" 20909 4790 2994 21234 9325 4405 21678 21047 19012 2084 7310 2038 4915 15638 94 21053 5172
"205776_at" 1356 1942 3551 21780 9960 7772 18109 21398 13339 16969 21896 21906 151 17841 19718 153 16393
"205777_at" 2248 20156 16088 16863 19022 11482 10544 16702 10428 21293 343 15552 20253 19987 7541 12722 10102
"205778_at" 17134 8819 11168 1218 18823 7906 31 9394 19875 21139 574 21352 18795 5936 16126 18525 14381
"205779_at" 11798 11481 17504 7586 16640 12740 10058 12588 4867 9919 16307 12913 17582 9544 2043 18011 15016
"205780_at" 13075 18521 249 3200 15605 3897 20534 4556 19233 2663 7644 1379 10024 21226 3335 4359 19341
"205781_at" 17774 9493 17507 11027 13063 7122 21419 2030 8761 5742 10605 10143 22245 1609 1342 2359 1705
"205782_at" 5202 10562 14918 13970 19396 13411 12226 16279 6962 10250 18139 17469 18665 2167 7318 10717 12641
"205783_at" 21707 9006 10997 14005 19243 9958 12688 16538 6046 12579 18137 17239 13550 8249 20593 12429 9011
"205784_x_at" 50 8900 10753 3371 14664 17372 1804 6665 1824 20159 18120 13635 4073 8678 12288 20336 366
"205785_at" 15945 13552 15263 13740 14719 11169 11363 13362 12676 1031 18015 17991 14576 7257 2630 11462 12690
"205786_s_at" 11678 10247 8360 7843 10057 7141 10174 11291 8450 11879 12185 13368 15279 4717 3867 12407 9979
"205787_x_at" 10560 5952 2914 3734 8774 20901 19293 20317 13687 20848 2761 4073 1056 1323 12506 9817 19456
"205788_s_at" 3833 17321 4889 17868 8516 15959 15259 9016 2776 5697 8309 8594 6278 12029 13090 6333 6317
"205789_at" 10911 13828 22059 9624 1296 8140 9785 6007 8245 9994 16269 15861 17447 7247 4058 15419 9741
"205790_at" 3077 8294 3043 9868 11582 7130 13321 16931 2043 10411 10198 2441 14201 1331 17865 17202 15344
"205791_x_at" 11324 422 976 22102 7641 967 7087 20875 15480 1771 14848 697 21521 8505 20807 18407 248
"205792_at" 5161 3140 11971 7070 13900 1992 19707 17596 5984 11166 2262 7675 8441 15141 9490 5652 4780
"205793_x_at" 13867 16701 18449 6395 19060 19982 22201 21157 1231 7461 1199 9029 20379 21570 2631 21949 126
"205794_s_at" 17770 7495 10127 16446 14462 12011 8315 17668 3646 6203 18249 18247 15333 9021 11144 17113 9462
"205795_at" 9671 10305 13144 12981 13854 8765 7984 16699 21813 348 11753 14989 14945 4245 8035 13474 11088
"205796_at" 1204 21510 8066 3908 253 17931 21754 22236 17776 5253 20327 5587 4094 19201 19434 1783 19398
"205797_s_at" 22264 101 15717 20592 16952 9362 19165 3074 270 20958 701 19536 22089 315 2476 10749 13117
"205798_at" 758 7164 17671 17383 18499 7673 8444 247 10713 6474 13255 13528 18018 9259 8804 16607 14150
"205799_s_at" 8806 12310 21766 1959 520 20987 13377 21731 2442 1219 20503 21922 19300 14299 21995 7713 12773
"205800_at" 10325 9852 13479 10254 10604 8605 11944 17869 6261 14573 14376 13607 15410 7228 8797 11506 8928
"205801_s_at" 8977 9655 10304 10194 17498 8243 7179 12884 4564 10804 13941 14186 15622 5529 8293 15227 10755
"205802_at" 4942 688 16690 698 14387 2293 1211 12526 4082 21739 104 758 686 2590 11278 22241 428
"205803_s_at" 5644 1730 16968 2185 12154 4135 19751 805 20416 18883 9608 2142 19515 374 7144 1361 1872
"205804_s_at" 10714 13926 785 12603 6861 12683 6585 1660 6992 774 12007 16502 15469 9317 1481 10917 13015
"205805_s_at" 8526 13376 14652 1360 10897 11087 11694 16019 19479 18310 15909 15335 15102 6730 9639 14286 14050
"205806_at" 18647 138 18454 14398 11944 1816 21889 937 1187 22271 4483 20002 21926 21741 5421 10532 1614
"205807_s_at" 16046 18387 4373 14593 2087 2743 17910 21973 17180 8667 19042 4585 3679 18323 2692 2824 6406
"205808_at" 7773 1264 2636 20545 12053 11277 1381 21657 10936 21027 4417 19511 13059 1595 1237 18886 21017
"205809_s_at" 13839 4742 4699 3705 1223 1520 3535 4338 1846 9629 3887 4783 8051 10412 20729 19787 4129
"205810_s_at" 19561 19778 12592 12161 13609 10448 9368 13323 6476 12577 15798 14883 14327 6838 10001 18031 14489
"205811_at" 3272 6035 6876 18336 4233 16071 15963 9433 17295 16543 10127 3931 6633 15871 14792 3673 18339
"205812_s_at" 18815 16013 6741 18499 6216 3784 18673 3479 9979 7066 4012 20017 10010 14994 16554 6230 7625
"205813_s_at" 10383 10716 12880 9034 14034 8210 12208 12846 7819 12840 16466 14247 13464 6320 9752 13326 10955
"205814_at" 21582 14995 16924 14355 16717 13924 2413 17250 1934 11250 15977 18358 18904 8221 12174 11652 9187
"205815_at" 1813 9767 11787 9508 13583 8588 8035 16163 8400 13608 14124 14005 15000 6815 8888 13740 9895
"205816_at" 7831 14230 18217 8654 14087 7573 11994 14864 81 5890 18235 12775 17201 8717 11628 16922 12016
"205817_at" 17701 20436 12325 10 11688 1684 4301 18626 21268 4515 11142 22277 642 13553 623 16516 14192
"205818_at" 21111 7068 11084 12201 14912 10616 16627 9878 226 21258 13460 15654 2395 20828 745 18503 15472
"205819_at" 9379 13664 12100 12635 10832 5886 11399 16509 8157 15063 6782 15435 17451 6219 10885 17133 11352
"205820_s_at" 8923 10060 11914 11334 13730 9788 8421 13120 4565 13043 14878 14916 13700 6675 7805 13319 12780
"205821_at" 188 12421 10936 12187 10681 9056 10671 14590 4238 11953 11809 12696 17909 4043 7466 15023 10874
"205822_s_at" 1996 763 2869 20434 19932 739 17800 4731 20046 5924 1549 20452 2824 592 1102 1748 992
"205823_at" 21157 17900 16761 8589 11363 4371 1212 12097 1938 177 21288 20590 3506 3174 17040 19934 282
"205824_at" 8596 12519 15714 12495 18891 11766 6145 15212 5305 9855 14579 17186 14210 6683 12383 12786 9955
"205825_at" 10529 12588 14125 11101 10997 9819 8263 15532 1173 9898 16061 14851 8211 6531 6855 13728 9378
"205826_at" 14210 6585 16078 10943 10560 8177 10663 17306 5023 11356 11037 17781 17010 8670 12222 10881 12703
"205827_at" 12623 11693 14458 8949 18298 11595 9256 16602 7405 13949 16974 16785 14499 4754 10601 10994 2935
"205828_at" 5533 3492 15892 19536 12753 12230 3851 15524 18290 120 22115 20247 20801 15592 3355 17735 9685
"205829_at" 7336 616 10272 10377 19614 294 17813 5766 13470 16692 11293 20622 4226 18849 13653 21849 1553
"205830_at" 9068 10470 13825 19814 21763 6176 12363 22082 16854 15611 650 19839 23 17143 6933 20871 14753
"205831_at" 2919 14483 14535 9083 11812 249 12369 15771 12156 11314 11383 15748 16101 7536 11905 16598 14766
"205832_at" 17976 9257 8284 21364 14422 14027 11312 17821 3987 4947 19319 21083 21157 620 21538 15587 12473
