"inst_1" "inst_2" "inst_3" "inst_4" "inst_61" "inst_1694" "inst_1816" "inst_1858" "inst_5068" "inst_5487"
"207645_s_at" 3771 3619 939 7272 2635 2890 606 8745 20997 22064
"207646_s_at" 2000 17869 430 3927 1205 9438 13336 12765 20313 13797
"207647_at" 9085 7543 8714 11333 13295 12080 17226 18801 841 19970
"207648_at" 13131 7542 1631 15286 19960 12783 11838 18626 867 10356
"207649_at" 2107 2245 2997 17085 677 6545 19031 20811 14447 16564
"207650_x_at" 11539 7575 11208 11924 11686 8799 10718 14419 13201 10504
"207651_at" 11019 9012 11501 11838 11660 9674 13076 19261 13554 8864
"207652_s_at" 13964 10756 14501 15686 13039 7364 13027 15024 12065 12438
"207653_at" 6310 4517 13458 8686 6597 12538 18100 18420 21465 10911
"207654_x_at" 17730 20548 21922 19566 21182 16369 3556 9310 7972 7663
"207655_s_at" 13910 10882 4979 12844 11682 14438 11370 14536 14899 1100
"207656_s_at" 9620 7823 9881 14818 10046 9369 14890 13391 13606 10780
"207657_x_at" 18198 17710 17313 19655 6230 19910 8482 10001 5715 8580
"207658_s_at" 11477 7393 11275 12051 8189 12637 8436 9766 18810 16268
"207659_s_at" 6050 3924 1887 5473 4924 11187 16366 21921 405 1356
"207660_at" 3704 1069 4069 3030 19070 8396 16039 19424 4613 16706
"207661_s_at" 2950 5252 8659 11059 12397 13795 15790 15002 10859 13748
"207662_at" 16273 12516 17813 19132 7555 14662 11201 13712 11696 15492
"207663_x_at" 1076 194 11520 3462 19644 9008 15797 17448 14313 16240
"207664_at" 9852 5846 10142 13205 9878 11488 11664 14463 16631 2937
"207665_at" 1678 1437 304 552 16911 10738 13378 15559 7715 1524
"207666_x_at" 12318 1892 730 1705 7442 7394 18049 21184 14021 16599
"207667_s_at" 15435 13336 17758 19873 1670 16017 7540 11335 4313 8129
"207668_x_at" 18408 20246 18158 8838 21869 15319 2724 8116 6374 18564
"207669_at" 1018 900 12576 11514 21374 1914 12520 19293 7382 16333
"207670_at" 858 815 551 3156 85 13602 18537 12998 14093 10429
"207671_s_at" 6057 8876 14840 12382 6032 14494 14667 21552 11033 16288
"207672_at" 11955 8386 12233 13395 13270 7688 11301 14220 15402 15452
"207673_at" 13446 9162 10110 12093 7679 4014 13648 16848 11037 11344
"207674_at" 9247 6507 9311 9843 8541 11540 12785 1129 14670 9892
"207675_x_at" 16172 19543 8323 19718 17576 20932 9516 11272 1065 3731
"207676_at" 18348 14837 20577 5585 321 9206 14191 15548 14999 21726
"207677_s_at" 9799 6227 9606 10838 10072 9477 13013 2456 12585 10749
"207678_s_at" 8928 5408 11837 9785 9964 14943 15590 12394 17343 12387
"207679_at" 17489 13355 16857 18300 17851 12893 13965 13396 15742 15161
"207680_x_at" 1587 16327 2441 8246 14631 13085 18096 13715 15862 14319
"207681_at" 13944 10623 920 1854 7116 12572 15966 1046 14438 15431
"207682_s_at" 14130 10746 13958 15137 9371 13526 15447 12319 12074 14008
"207683_at" 9548 6496 10693 11936 8152 9590 13271 16189 12564 12068
"207684_at" 5583 2166 6462 6855 17501 8404 11897 11772 19797 10350
"207685_at" 11598 8101 11674 14051 9233 11890 13260 15206 13443 12126
"207686_s_at" 1824 8860 4244 3147 855 81 47 4198 18252 12883
"207687_at" 20820 4460 3323 3694 1659 4123 17211 15748 19808 18278
"207688_s_at" 20907 20649 16047 2660 2434 17164 21199 8843 10314 16848
"207689_at" 6757 15314 17136 19434 18224 10863 11210 20187 22239 20457
"207690_at" 1277 13531 19568 8650 494 6669 16339 12327 12996 14639
"207691_x_at" 5118 21802 19533 22207 21349 11403 10485 21566 16502 15006
"207692_s_at" 21550 15209 19398 21841 17581 7480 16708 15603 4841 13637
"207693_at" 12625 2518 3342 10562 18552 14324 11516 20123 11263 13129
"207694_at" 9929 6789 11364 6293 10773 7797 10302 18914 13538 142
"207695_s_at" 8200 20071 20367 20361 22139 21774 18204 19283 2324 3136
"207696_at" 11939 5361 12134 12884 9756 14518 9859 17711 12517 11135
"207697_x_at" 11159 7329 10292 15149 10712 8387 16935 21521 10779 11691
"207698_at" 20003 21902 20135 8479 1717 12275 18026 14573 14645 10263
"207699_at" 2053 18598 4199 6060 94 19556 16049 7716 9768 21958
"207700_s_at" 6558 17702 19706 9561 14438 3502 21856 7915 5112 4707
"207701_at" 1199 1615 2152 4971 17570 12787 14862 17549 8999 4756
"207702_s_at" 12238 8255 12527 13449 9619 12868 10654 16088 13997 13820
"207703_at" 14879 11367 13790 10696 6494 8956 13931 15991 13877 15236
"207704_s_at" 755 8836 11279 10740 9350 7916 18079 10018 15505 11145
"207705_s_at" 8030 19301 15604 17340 4208 20125 4724 15133 4834 20188
"207706_at" 11461 7948 8783 14142 7545 12726 16367 17038 15680 15495
"207707_s_at" 19391 4620 4154 17791 19017 18926 20593 9330 8590 8610
"207708_at" 5789 4771 6834 3941 4450 13492 16738 18582 12881 232
"207709_at" 18462 14203 6743 19130 7764 8293 13893 18469 5442 18527
"207710_at" 11274 5754 3204 10248 10629 6361 16523 12568 12858 2556
"207711_at" 4256 16712 20059 2324 16061 15292 6177 4194 10577 18700
"207712_at" 4107 9052 13092 1505 22034 18122 10806 18456 21221 19777
"207713_s_at" 19835 781 1728 1748 4509 21349 21651 9399 5792 629
"207714_s_at" 19619 3280 16293 7221 19865 3066 8730 17736 1483 2750
"207715_at" 13153 9571 14808 5023 12134 12025 17391 19955 11598 13488
"207716_at" 19025 16920 5474 18892 20038 9707 13374 11855 19088 11111
"207717_s_at" 7294 3053 16511 5062 9145 18941 1374 14816 9245 9494
"207718_x_at" 18367 15941 8284 8604 15723 13552 17115 17408 14103 13463
"207719_x_at" 2733 12278 2385 2193 15847 4003 19336 3830 18235 5116
"207720_at" 12536 10965 9653 10301 12073 11544 10120 12759 13025 13087
"207721_x_at" 16514 14688 4746 17168 14806 6221 5322 7153 8518 7956
"207722_s_at" 21111 22258 19310 6616 1559 3021 9484 647 2315 8570
"207723_s_at" 11109 6673 12130 13136 7658 10098 16269 12888 15686 15617
"207724_s_at" 3308 13790 16291 17282 17352 18919 9400 235 19814 18829
"207725_at" 19757 18480 21315 21850 14117 14550 12181 13380 16530 84
"207726_at" 9154 7433 10542 12064 10603 11254 13297 17760 16247 11976
"207727_s_at" 19315 17578 17846 17913 20029 21147 1007 10603 19444 21208
"207728_at" 2584 9999 11888 2867 7105 1538 11941 10983 499 19298
"207729_at" 15102 1748 14560 15326 19292 12331 10461 18916 14460 15141
"207730_x_at" 20649 19980 21161 19814 18496 3057 3583 22209 341 942
"207731_at" 16888 12920 16369 17832 11812 7777 13925 17932 11689 12795
"207732_s_at" 6561 8727 1522 6862 4636 2740 2639 13604 20634 21969
"207733_x_at" 1041 4565 19972 2017 18539 12470 11944 12755 2283 2754
"207734_at" 3272 4482 3364 4995 20853 18975 16943 3760 20238 21889
"207735_at" 7215 11573 14521 15753 12075 14984 206 21821 3155 17651
"207736_s_at" 12171 8776 11604 13171 8680 9907 12609 16475 13233 12446
"207737_at" 10915 11789 11748 15283 12384 2834 14944 15473 21228 741
"207738_s_at" 4396 20544 19753 20447 20519 1570 21408 18502 21061 1982
"207739_s_at" 11648 7199 10087 11481 8882 7749 9975 19786 10655 11011
"207740_s_at" 6095 19608 7242 6147 18221 1651 18783 11940 9408 1248
"207741_x_at" 409 551 897 5099 2737 8217 15696 16122 10912 12241
"207742_s_at" 21447 1248 2442 2902 21765 7568 15482 17476 10704 13320
"207743_at" 13561 9117 11453 14955 8443 9228 18429 12416 10671 14423
"207744_at" 14457 6802 14345 14418 8290 11035 9784 18270 16346 12033
"207745_at" 11084 5639 8943 14816 18876 13821 16558 21296 18893 16162
"207746_at" 2231 15250 8312 5485 1460 19163 6125 1962 20338 5689
"207747_s_at" 421 2116 1471 10084 6612 13094 17351 14154 2001 16466
"207748_at" 370 6106 2569 4622 8782 14888 14562 10950 11730 15114
"207749_s_at" 15373 12348 18058 5326 2790 238 6909 13828 19685 197
"207750_at" 14485 10907 14368 15613 12610 10104 16157 12720 562 10919
"207751_at" 17983 17854 8572 19912 18683 11138 17555 18865 765 6349
"207752_x_at" 10728 49 10660 12111 913 13489 17019 18946 8822 14027
"207753_at" 12066 8260 12183 10201 11340 11077 7344 10348 19375 3685
"207754_at" 4828 10978 8084 16206 21810 18616 14693 21040 20079 1689
"207755_at" 6798 16898 20249 19571 19910 16201 14326 15164 4947 19729
"207756_at" 6056 9686 13696 10520 6885 8061 12770 20449 13225 15905
"207757_at" 10954 5682 12300 9990 13512 6739 13641 20935 5604 16638
"207758_at" 13872 11710 11199 15002 1591 13259 11279 15456 1178 10564
"207759_s_at" 4278 14053 17322 2131 611 8314 16572 10949 17167 3177
"207760_s_at" 18128 17441 8450 6843 18535 16325 3848 8099 3836 7032
"207761_s_at" 5837 18490 15266 6046 13686 1666 6578 7312 16789 7384
"207762_at" 14690 10033 10702 11495 12243 11081 9846 20380 15599 10449
"207763_at" 9292 8496 9436 13644 21642 12907 10007 19182 15914 13155
"207764_s_at" 1767 14611 3132 7544 5814 8095 11268 11706 6787 8325
"207765_s_at" 3164 15865 2825 21438 2346 8962 21236 5683 21925 15179
"207766_at" 14440 11028 14519 15754 13706 8688 16866 20744 1083 14419
"207767_s_at" 19502 1609 20212 17809 209 7034 17814 21227 11832 13050
"207768_at" 12044 8237 12144 12961 9924 6717 16122 12908 14538 11808
"207769_s_at" 6256 12273 16844 5580 4358 4615 9035 9688 17116 5212
"207770_x_at" 20761 20055 21433 1972 14609 9724 13226 20507 14374 11003
"207771_at" 17073 3669 3878 2991 17594 13709 18276 36 162 704
"207772_s_at" 3341 14099 18690 19798 11027 10106 10092 20499 3945 13197
"207773_x_at" 13334 11144 11536 14394 8533 8717 15841 20774 13344 13428
"207774_at" 2707 14591 21982 18514 9963 14498 7801 20576 1224 3113
"207775_at" 10882 6471 12076 12838 13743 14361 13204 18923 10832 2800
"207776_s_at" 3456 15456 3169 5172 10944 217 10361 2489 1066 2234
"207777_s_at" 12624 9901 14700 16328 6401 12257 14415 17221 14748 12912
"207778_at" 13914 11571 7931 12731 9459 9926 13061 16029 12921 12792
"207779_at" 18862 15302 18828 19899 5222 7583 11280 14564 1501 12993
"207780_at" 4117 1988 2352 2944 19547 7581 11591 13575 10889 11192
"207781_s_at" 15139 11671 14960 15912 8641 10122 12382 14520 1285 12115
"207782_s_at" 3035 4183 7141 9376 2964 4184 2360 5669 19157 22082
"207783_x_at" 6010 4216 8504 9506 5641 16500 19796 21942 12434 11782
"207784_at" 11470 6707 10207 14719 7797 10891 16637 18418 16007 14307
"207785_s_at" 18793 18251 7006 2261 17354 5129 3045 1989 7263 887
"207786_at" 13962 11048 13856 14514 16584 1746 246 11865 8134 21525
"207787_at" 13691 10143 11434 11735 9094 10245 10700 16830 13626 12099
"207788_s_at" 21020 18350 3155 5476 2544 2521 18597 14527 6757 21650
"207789_s_at" 115 15541 19007 4966 14302 11535 17535 20372 13837 14620
"207790_at" 3669 18948 16894 20725 3068 3555 3636 15710 141 19314
"207791_s_at" 7763 20448 19295 9678 19565 3023 3794 2526 20869 7117
"207792_at" 13301 7383 7432 10547 12767 10755 15116 14676 3174 13962
"207793_s_at" 11510 8232 8813 10996 12827 7989 14250 14037 16201 16100
"207794_at" 8249 9672 14535 3333 10207 12722 15662 15362 2149 13642
"207795_s_at" 13328 98 14363 15723 7911 13876 16799 17857 12939 11792
"207796_x_at" 2207 2887 7750 7743 791 3266 9967 17229 14777 13307
"207797_s_at" 9270 7919 8906 10646 12803 9479 14605 14608 10726 12275
"207798_s_at" 4340 18632 6183 21375 2548 5696 14619 454 11882 10497
"207799_x_at" 14705 10689 13658 16247 9425 8422 18455 13618 21432 20017
"207800_at" 10295 9309 3466 15319 11048 14657 5872 13701 1334 10055
"207801_s_at" 7561 19877 8404 7556 14684 2984 2277 3666 1511 2529
"207802_at" 14540 9320 14421 15651 9650 13500 13164 18276 12183 10752
"207803_s_at" 11896 7926 14393 15264 12737 9078 10002 14646 15627 14515
"207804_s_at" 8825 5295 9359 13519 5122 9042 15334 15032 12328 5415
"207805_s_at" 5896 18371 19242 4462 16989 15424 1674 10415 17662 5490
"207808_s_at" 11849 10401 14109 14953 13290 21011 4034 2869 17011 1967
"207809_s_at" 5259 16316 17964 8037 19643 5291 6050 7741 5008 18094
"207810_at" 12828 9034 14374 13830 8202 13289 10598 14664 15458 7475
"207811_at" 12101 8572 12252 13021 9825 10568 14915 18209 13500 17860
"207812_s_at" 5167 16232 7482 4077 2973 17059 19011 4803 6730 4485
"207813_s_at" 3330 21172 19498 18655 15218 4277 8292 10589 19481 6512
"207814_at" 10731 7990 13918 10865 8207 11824 13988 19538 13758 12985
"207815_at" 9970 11085 12937 11667 7196 8671 10951 16776 14423 14909
"207816_at" 9389 10939 234 14243 13273 9601 13513 16280 12377 13800
"207817_at" 11684 9116 13534 14443 10768 7970 14936 15433 13022 10316
"207818_s_at" 11926 8758 10145 12877 9752 6506 14532 11736 20287 15098
"207819_s_at" 7504 7406 13064 12803 7290 7087 16285 15828 12179 16435
"207820_at" 5516 9425 12683 12576 8176 14830 16448 15583 16086 12637
"207821_s_at" 18265 19265 6521 7350 15899 2117 2480 4791 4051 18657
"207822_at" 13354 3029 1978 1231 21959 7736 10592 19406 15206 19380
"207823_s_at" 13685 660 1056 2062 18214 10669 18598 9226 13675 47
"207824_s_at" 4063 4998 1686 17362 4300 368 14811 40 1246 21660
"207825_s_at" 7221 10433 4157 6687 6702 6924 15496 12900 12842 10281
"207826_s_at" 17254 20904 22108 7944 19011 15088 1041 899 19320 2067
"207827_x_at" 15948 745 1418 16711 969 1083 5719 21659 3573 21946
"207828_s_at" 16372 15977 8333 9531 17482 4593 6229 7945 2697 18774
"207829_s_at" 1520 17653 2244 17566 19605 21617 2585 9453 2052 908
"207830_s_at" 3319 20541 18706 2783 1334 2192 6557 5918 8465 7077
"207831_x_at" 22002 14866 17445 1601 10858 17742 6957 8101 4486 5799
"207832_at" 14106 8416 14070 15602 11154 7153 14607 16544 10636 14194
"207833_s_at" 10390 6908 11616 11302 10226 763 3329 17286 19951 15615
"207834_at" 1436 10476 484 129 22098 6313 17361 14854 11014 14682
"207835_at" 7004 1930 18842 18681 19375 19718 3540 21560 20934 15282
"207836_s_at" 17931 18035 7265 6759 5178 21554 1894 20818 4264 1331
"207837_at" 17593 13447 16957 18392 12977 4957 12556 13920 20304 19775
"207838_x_at" 11183 9186 11184 15422 9153 7632 17300 13446 11358 15670
"207839_s_at" 5224 15023 1950 6696 16404 10393 21679 14126 19637 1028
"207840_at" 4349 4390 18258 21204 1047 9285 11263 15365 13059 15676
"207841_at" 1104 13521 16217 899 7487 13775 14511 19230 6296 11472
"207842_s_at" 19455 14268 21617 19657 5731 20394 4601 11090 4058 5637
"207843_x_at" 15431 14846 16882 6461 4682 15919 1087 3577 19206 18438
"207844_at" 198 11286 14069 436 21278 13203 14357 14585 15866 13505
"207845_s_at" 15349 17929 19928 5204 13336 17960 7347 1579 16889 7517
"207846_at" 9517 5593 9050 10172 12974 6840 18316 20359 21266 7619
"207847_s_at" 21067 17787 6274 16672 5715 18168 19803 11933 2273 6892
"207848_at" 14768 1388 14017 16052 553 6796 17333 17226 11330 13364
"207849_at" 10062 6012 9868 14302 12849 9231 11548 18656 21286 4944
"207850_at" 12995 10055 9160 10397 11643 13545 3024 15506 2731 9950
"207851_s_at" 6704 3048 15136 16452 2052 7330 10746 9755 16730 10715
"207852_at" 9936 10856 8948 14583 7283 6721 14670 14691 14344 9953
"207853_s_at" 3278 5985 12598 10437 21044 9949 10593 14688 11209 11615
"207854_at" 15178 11692 14924 14458 10604 9665 16396 18548 12601 15332
"207855_s_at" 19414 15312 4306 19896 10946 17387 4281 1152 21105 4334
"207856_s_at" 4079 14061 5104 5113 19302 3925 6097 10296 3023 2043
"207857_at" 11537 9529 14522 14971 7210 13395 16730 10394 13981 15320
"207858_s_at" 10164 9386 10519 11703 7536 10509 13361 18182 13109 13630
"207859_s_at" 20721 21110 21926 22224 16770 11533 11018 21303 13953 158
"207860_at" 6577 11402 11527 14795 12530 12969 16721 20092 14239 10123
"207861_at" 11073 9987 11449 11132 8762 7100 12517 21183 13805 14359
"207862_at" 15541 2642 1643 6478 3946 168 15488 18416 8820 15604
"207863_at" 13090 7998 13751 14766 10674 12214 16257 18644 15052 11647
"207864_at" 10592 5274 8952 10314 9832 11962 14719 13184 14024 15622
"207865_s_at" 12942 11544 1328 14124 20476 9140 13646 11253 1328 1154
"207866_at" 11306 5318 8999 9715 5927 7379 18243 12475 17187 17717
"207867_at" 13360 9379 7191 14342 6570 11177 15982 15667 10972 358
"207868_at" 17573 19480 1648 18375 21060 14224 15720 19254 271 524
"207869_s_at" 12195 7017 12240 13036 9629 9111 16610 20392 14426 14078
"207870_at" 3288 10944 5138 15623 13703 9657 9730 18679 2898 13072
"207871_s_at" 14890 11440 11049 11418 6504 2707 20552 7188 19854 21034
"207872_s_at" 21592 19641 21364 18526 18811 13932 15223 17036 161 16256
"207873_x_at" 592 450 20387 702 84 10605 16170 17961 14724 13631
"207874_s_at" 10738 7449 10644 10531 7964 14105 17045 12802 102 1698
"207875_at" 12347 6368 12324 12293 13162 7977 13080 16549 15197 15497
"207876_s_at" 2 113 69 310 2232 8828 18877 12455 6881 4021
"207877_s_at" 11873 6892 12632 13016 10742 18944 3174 10186 3965 19367
"207878_at" 11053 6790 9630 12762 10298 6527 17161 13998 13532 11150
"207879_at" 15140 8946 14922 16236 9797 7764 14673 15340 12240 13845
"207880_at" 9768 6593 9690 10973 8950 6787 12573 17201 8421 13414
"207881_at" 9137 6553 8998 14799 18615 6976 10870 16755 15332 14157
"207882_at" 6779 14333 2713 19698 21525 11534 14439 19614 14939 12072
"207883_s_at" 1778 12495 6581 17236 14927 11479 10512 16811 5357 11984
"207884_at" 649 16692 1715 977 21797 3670 16254 16906 16018 482
"207885_at" 11640 8981 11685 12919 12488 8210 12957 16519 14567 14276
"207886_s_at" 15143 10724 15002 15275 6409 13951 9901 12997 10603 11316
"207887_s_at" 21325 18571 1036 5935 2875 8057 16857 20857 12135 1317
"207888_at" 8784 6323 10976 10621 11572 6514 16630 16639 13035 13166
"207889_at" 14740 11299 13910 15683 11279 11554 10134 12821 13668 15349
"207890_s_at" 22110 1783 21870 21663 22233 140 11545 22254 11662 1067
"207891_s_at" 5664 4683 4246 9548 5302 2514 3204 287 17451 3901
"207892_at" 1137 10228 11771 12528 8066 7082 15727 12146 588 15857
"207893_at" 10974 1629 9383 10219 11526 10088 13196 14152 12511 10144
"207894_s_at" 203 10271 13472 1393 12295 13640 10355 18207 1206 15747
"207895_at" 12685 6711 9891 12708 8000 12326 12917 16401 16193 12179
"207896_s_at" 9907 8509 10012 12942 8017 9548 14569 16571 10918 11734
"207897_at" 8162 3050 6808 17761 1191 8253 1815 15241 3939 11417
"207899_at" 14404 9404 11466 11781 12912 9883 17305 13175 11884 10090
"207900_at" 9083 7058 9613 14218 13440 7768 17567 17963 11379 10608
"207901_at" 16754 12840 5960 17726 12203 8554 11768 14954 7561 18136
"207902_at" 16980 13998 559 3643 17654 7275 8915 12289 14227 12927
"207904_s_at" 1093 17164 19367 16598 20834 5236 21238 15562 5419 2047
"207906_at" 11506 8073 12177 12936 11170 9442 12793 18423 11772 12634
"207907_at" 12162 8916 9846 14357 8144 11561 12918 13406 11294 11433
"207908_at" 1984 1081 466 541 4707 6391 13746 20181 11147 14175
"207909_x_at" 13339 6499 9406 14863 12359 10909 11507 15976 14996 11065
"207910_at" 13478 10842 12565 3807 10743 13561 11817 13581 15337 15776
"207911_s_at" 13071 8840 532 13456 7691 8496 17791 14704 15945 14447
"207912_s_at" 12045 8234 9184 10840 10598 9808 12696 14287 13610 11761
"207913_at" 13528 6130 13122 15307 7397 11116 14208 14662 11115 15292
"207914_x_at" 9565 6000 9877 12043 8854 11666 14218 11723 14304 10218
"207915_at" 5003 980 330 803 19076 6650 12962 19760 12569 12395
"207916_at" 19556 15477 18945 20008 18755 14329 16947 17498 4721 13044
"207917_at" 846 4434 13081 1449 5667 16037 1696 4223 7569 164
"207918_s_at" 12501 8578 11977 13188 9868 11318 9928 15949 13780 12903
"207919_at" 21952 19776 18934 20333 6069 11503 18240 2057 20014 18226
"207920_x_at" 1310 3162 7387 7024 18267 20854 5132 11633 20381 9755
"207921_x_at" 1225 12313 15600 327 17672 8281 15771 12722 15891 15467
"207922_s_at" 6223 18250 5727 5608 16252 4562 3804 5602 9167 7392
"207923_x_at" 18727 17166 22026 21843 224 14002 17275 13654 10895 18689
"207924_x_at" 20553 17185 20082 20835 7400 11431 15827 20417 221 11596
"207925_at" 8636 5225 8679 9853 12657 12338 16154 14545 16166 15099
"207926_at" 4020 6900 9185 10527 12379 13566 14753 11537 18018 11538
"207927_at" 11292 8528 10011 11371 12780 7695 13667 20673 14611 1874
"207928_s_at" 12008 5742 11994 11364 7124 13245 11139 17511 11844 15667
"207929_at" 1956 2963 8012 2195 20607 1032 18674 15378 17506 1800
"207930_at" 10356 1368 796 12031 1038 14220 15995 20719 11896 13759
"207931_s_at" 1304 5887 9270 10285 11721 13917 15670 15703 15123 11430
"207932_at" 14142 10210 14045 15243 6989 12976 14750 20262 14663 16149
"207933_at" 12403 8070 11785 13218 10124 8227 13926 13032 10736 15561
