"inst_389" "inst_404" "inst_506" "inst_869" "inst_911" "inst_977" "inst_1023" "inst_1081" "inst_1184" "inst_1243" "inst_1668" "inst_2703" "inst_4467" "inst_5240" "inst_5603" "inst_6202" "inst_6959" "inst_7002"
"208574_at" 10224 12181 9017 10854 15213 10977 8663 13495 9264 13658 15876 3878 15411 12914 12611 10263 14666 12852
"208575_at" 8393 9338 10488 12148 9798 6396 4463 4757 10941 16975 13630 1188 18819 7870 4156 7727 15077 13039
"208576_s_at" 7505 9395 7045 9688 1663 6426 348 16354 624 1875 5534 1200 21007 4715 2701 2972 4105 137
"208577_at" 7873 8301 11014 17561 17069 11661 9076 8076 2337 20172 16623 10238 16371 12173 16194 12107 10057 11193
"208578_at" 14211 17326 379 15466 17972 7519 4756 16284 575 2305 19089 21996 5040 10826 1290 8 14461 17905
"208579_x_at" 18781 4263 4375 3583 2393 1463 3462 18852 6418 6389 4848 1888 7036 6253 4227 6819 2971 2900
"208580_x_at" 10388 9504 12159 5481 1327 16711 6299 4893 22186 3620 6665 20875 20249 8327 5318 17694 8113 2123
"208581_x_at" 409 14967 18185 6223 4001 4828 2176 2123 1355 202 4712 8732 1856 4841 4028 6208 1626 2656
"208582_s_at" 13930 7064 10832 14921 14033 8083 9019 8005 12940 11130 15018 14155 11071 14257 13668 12408 12708 15780
"208583_x_at" 423 5546 4041 1254 4547 84 209 21568 1328 178 20856 22277 21777 1883 21157 62 19790 19618
"208584_at" 12122 11152 7517 15727 16717 5391 13014 6755 10641 13490 16506 11902 2787 13526 12439 3609 16687 14644
"208585_at" 18920 97 3309 14835 10750 13135 14884 14224 12372 8392 17349 16726 15717 12728 6187 1216 13368 13282
"208586_s_at" 11884 7075 6952 13119 16368 13710 8337 13455 11708 13530 12619 635 14026 11827 13354 8014 16760 18633
"208587_s_at" 21977 16853 18618 18293 12041 12412 13367 11642 13870 13282 15655 676 2191 17118 13026 7645 10446 16036
"208588_at" 1432 15481 8287 4699 273 6971 11533 10031 1855 11981 698 307 16933 4998 119 1169 2032 125
"208589_at" 7956 9238 10151 12085 15856 8088 7455 10612 9359 13708 14175 17471 13455 16431 14669 11337 10584 14826
"208590_x_at" 12952 7757 9909 12713 9397 12629 7614 8314 9412 9065 14278 13327 14427 13870 13470 8791 14749 17042
"208591_s_at" 6052 4725 2514 6890 20343 20193 17636 20068 3289 12579 8264 8401 13549 1435 22280 19262 13618 21267
"208592_s_at" 5930 20638 8794 10833 10023 13257 14284 13512 21348 14394 13154 14570 2415 7971 264 2012 9419 17185
"208593_x_at" 21327 184 401 14113 15098 12165 8021 15973 14576 10850 15810 16678 11552 10620 293 18834 10520 11581
"208594_x_at" 5361 2247 3632 15308 8735 14357 15364 11383 14481 8390 8829 16270 4924 17596 16910 13990 11392 11080
"208595_s_at" 2839 22216 11915 5091 2558 15640 16988 21322 20211 18963 1272 7144 7786 166 2675 17264 1118 7573
"208596_s_at" 14430 1713 3721 5984 1482 1502 16627 17412 8503 14601 9704 922 1318 3056 6335 317 20936 8919
"208597_at" 22124 1043 13860 12489 13730 13428 15207 8684 11305 14646 16633 13652 12208 11712 16352 282 14299 11903
"208598_s_at" 15531 2692 18979 3784 8283 3437 4175 2888 19630 4546 4947 9282 6248 8329 9308 17964 6783 5525
"208599_at" 12185 7959 13101 11582 9713 10271 13303 16119 3751 15549 12106 21589 340 15921 21640 9524 7212 12699
"208600_s_at" 6878 3341 9345 16531 14472 3952 15614 9175 11047 18207 13112 11245 3006 8988 12016 3737 2896 11681
"208601_s_at" 9714 365 6763 17371 15674 13063 7223 14950 10220 13012 12705 6418 11436 12982 18702 13022 9777 12685
"208602_x_at" 8077 11050 11939 18133 10272 8832 12088 6388 14681 11883 14564 12368 13755 12787 16316 7937 15552 18030
"208603_s_at" 8304 10631 8365 14306 12140 8636 11232 12148 11911 12697 17889 12946 14315 15016 16509 11358 9070 13207
"208604_s_at" 13947 1822 20549 12382 16631 14118 7152 11536 11464 15174 13661 14305 13535 17216 16933 44 11666 18354
"208605_s_at" 9704 7605 9316 11826 11080 6245 11696 16274 12390 13308 18766 1918 2391 14512 3598 960 15964 11172
"208606_s_at" 20216 12305 10060 11136 11976 5171 10714 12021 12583 14922 14021 11439 12352 12195 14460 8963 14346 13652
"208607_s_at" 7849 7488 12486 10678 9212 6657 10193 7534 10335 9111 12003 12332 15671 16267 14509 11105 15482 17728
"208608_s_at" 3857 938 763 16119 14633 6789 7079 12531 3878 14175 10631 9576 16060 16068 17448 18216 11694 17488
"208609_s_at" 9093 10868 12153 14373 10396 5858 8162 16047 16053 2948 13241 15360 13976 19328 7741 7495 16976 18388
"208610_s_at" 16917 3977 13964 20144 21927 21866 16066 19333 7207 3013 20819 4873 21194 21499 19429 7178 20541 20874
"208611_s_at" 21374 16062 19359 2148 3639 3694 3811 1543 6602 2594 4839 17110 5167 19082 10978 15328 8376 3760
"208612_at" 15925 13602 17409 8343 20747 3905 19483 17445 19009 7173 5811 9924 7804 7849 9856 17292 5750 7279
"208613_s_at" 17079 2725 282 1233 1581 2044 5083 1827 1300 5606 3287 10816 4909 3214 917 14948 1457 19969
"208614_s_at" 2577 4044 2477 5522 5763 17046 1152 20176 7181 19033 3391 20971 16460 2215 12488 21462 21869 9328
"208615_s_at" 16670 16267 20698 19442 7883 15159 20483 18313 7646 6975 4529 3678 9379 9228 5813 15537 6468 6931
"208616_s_at" 16473 16398 16347 9471 6582 4657 16156 17232 6055 18959 19369 10788 17642 9985 11350 16839 7561 10412
"208617_s_at" 6441 17751 22072 7887 18984 18861 19146 20626 7397 18563 6411 3880 17743 20364 10225 6842 7288 6553
"208619_at" 4139 17671 16558 20884 2086 4411 3280 4100 21461 3696 1732 2964 4538 3398 8276 2623 3571 2197
"208620_at" 16281 5400 5913 9254 8240 16922 18022 19819 20254 17569 9054 9827 17831 5465 9104 7318 18453 10178
"208621_s_at" 14147 17127 15988 2099 279 2156 21101 18143 6727 16077 20687 20422 8431 6224 5204 16529 21459 9388
"208622_s_at" 1266 13872 20675 2268 7377 1448 17851 6208 7760 18540 9461 5235 7087 6113 8446 13931 20408 8460
"208623_s_at" 4500 21453 19527 2721 6477 2673 16834 3908 19621 21456 4826 8124 8457 8889 4440 18524 1795 1843
"208624_s_at" 4898 15192 14957 8426 3966 19335 19882 17960 21514 18348 8945 20570 7331 7015 9135 18876 17637 6866
"208625_s_at" 15542 15046 17935 7081 8238 19423 16481 21407 20996 18247 20220 19244 6779 8570 11743 21004 17726 21073
"208626_s_at" 15303 1752 2716 2714 6888 14795 7065 4990 21347 6720 2211 20927 7699 7925 8413 17329 6834 2692
"208627_s_at" 17004 16624 15924 8019 4114 4849 5590 5577 6746 17883 19636 10955 16077 11287 9606 14806 6386 9170
"208628_s_at" 5904 19595 19235 9783 7879 4480 6692 17868 8894 6407 19711 12634 8934 11115 11663 9004 6374 9284
"208629_s_at" 15820 5273 20412 5708 2487 17021 15760 17886 4722 3368 2402 6267 7637 11425 3754 15143 4498 3358
"208630_at" 15909 15065 2017 862 19344 19883 6721 4160 3460 6246 769 1643 8159 20118 5205 14464 5596 5462
"208631_s_at" 3094 5799 18675 5062 4294 2848 6279 1957 6690 3592 3981 7483 6521 5001 5424 15561 3095 6310
"208632_at" 20959 20131 19378 4089 4465 1911 17380 5468 19526 4045 804 4785 5133 2365 11983 19850 21855 19270
"208633_s_at" 389 13216 21923 4397 2154 2506 17900 17558 4787 2893 8384 19633 3287 19510 4860 18810 4790 2156
"208634_s_at" 14674 16482 18298 2315 6790 4883 3471 2296 3178 4298 5533 6657 9146 9497 9879 15564 20858 9177
"208635_x_at" 6476 15152 14811 13661 11949 4762 10549 19271 7672 17153 10499 12698 12452 18539 14594 9088 8865 19653
"208636_at" 16035 16876 17369 10215 18859 19023 19047 17524 19614 15958 9921 17562 17288 8690 19193 18280 18202 9254
"208637_x_at" 17855 5996 20666 19559 19456 18745 6234 18483 20013 17716 6745 20212 18712 19837 18574 18880 7195 20054
"208638_at" 6124 19073 17702 19318 18080 17235 17784 5829 20342 16822 9252 17526 16988 19522 10805 18938 8998 10598
"208639_x_at" 4690 941 18613 9082 7870 19320 15799 5810 19235 7664 7015 19253 9905 9107 7186 14133 18761 8861
"208640_at" 5091 16795 16327 9178 7348 4656 5761 17365 8329 16746 9344 7881 17843 11105 11741 13708 8062 10294
"208641_s_at" 16500 3580 15660 8478 8150 4640 7041 17758 7398 15919 6958 17266 10214 19784 10694 14368 4855 9877
"208642_s_at" 17139 2878 17007 19263 7196 15522 17491 17506 8862 16150 9227 6310 8838 8053 10868 18275 8345 8472
"208643_s_at" 5685 15421 5022 8746 7864 17723 6206 5452 18536 17731 7563 10500 16737 8765 11333 14450 8207 8065
"208644_at" 932 19496 18169 20489 6044 18955 18414 1701 21181 17901 5161 16872 16358 4782 2972 19483 8907 20626
"208645_s_at" 14942 2051 3196 20187 11776 3784 16498 4882 7676 7470 10412 12637 12393 18721 14515 9014 7845 19758
"208646_at" 5746 3996 5689 20051 2948 17318 16646 21835 2203 6329 20360 6333 3129 2458 6291 15686 4959 2516
"208647_at" 17702 17368 16005 10140 7479 18710 16125 3348 5291 19645 6247 10162 16312 11337 9204 13957 7672 8963
"208648_at" 17449 18038 16232 10334 21096 17750 15922 3462 21957 20379 6796 17374 8311 11393 11533 19583 18342 19967
"208649_s_at" 19480 17752 17643 7622 5875 3220 19217 18404 20709 16177 19212 18798 5510 7771 8443 19171 7494 19527
"208650_s_at" 16045 19099 10005 10082 3005 14684 6515 18327 14954 6805 10087 12856 8164 6452 7714 10540 18435 9616
"208651_x_at" 21588 4494 21665 6441 3256 15490 6209 5775 10412 15836 5629 21886 8597 3390 6575 280 4244 9185
"208652_at" 2823 15841 19048 9432 20198 16681 20459 19425 20485 18907 19423 18872 10247 8616 11372 18343 17416 9553
"208653_s_at" 4026 3585 17952 4186 276 1186 17755 5511 7261 4479 9440 5962 3932 19460 6408 15367 7789 9223
"208654_s_at" 4666 15865 19178 10356 4533 16974 5640 4516 2370 5553 9034 9272 4802 3812 5767 16274 6226 7550
"208655_at" 5197 21603 6594 3617 4949 15977 337 2209 5264 20214 2819 9018 7430 5064 4659 13979 3385 3058
"208656_s_at" 3445 13123 6091 4151 2090 2861 3069 2210 4057 3255 3931 9507 9330 19537 4393 6574 4160 5324
"208657_s_at" 1974 14338 15897 4643 19460 3828 4651 1235 860 2223 2161 6671 17296 4958 9351 22139 19891 3120
"208658_at" 15543 15456 6159 21006 18914 19923 22158 1643 20524 3323 21332 9749 6070 21762 18449 14127 2792 6075
"208659_at" 16945 15252 16867 6944 6275 14810 6008 18016 18368 5904 6265 18443 18321 19224 9458 15673 6681 6932
"208660_at" 15131 21636 15724 9847 19703 16218 6291 4382 18058 17440 10248 19546 16427 19325 11975 14096 17381 19847
"208661_s_at" 16194 15580 19318 5908 3881 15970 15834 5134 19270 3279 6026 9798 6023 10139 5264 17915 8668 5073
"208662_s_at" 18735 18979 15901 8087 7375 4355 16669 19394 17869 6930 5988 10475 8172 7038 5897 18886 6809 9434
"208663_s_at" 5080 17391 19553 6470 4382 3312 4871 3092 6721 4135 5712 21362 5611 10680 1982 19397 2537 3985
"208664_s_at" 1324 2368 1126 5318 2519 3897 17846 2477 20005 2469 21540 20276 6771 3107 9124 13815 18116 1344
"208666_s_at" 16770 14490 18957 1619 4671 16911 16622 17874 18850 18951 6419 5713 4217 1504 4106 18771 881 19287
"208667_s_at" 6734 18318 16174 5223 21070 18985 15798 17518 19292 18639 6479 9510 18464 8766 11271 7134 5477 19522
"208668_x_at" 3431 13148 14005 19818 18181 14849 6452 6010 8238 7870 19647 17687 10158 19187 11607 15394 7412 9182
"208669_s_at" 15263 21468 6565 8757 5466 4990 16368 20704 8703 5936 7082 6560 9556 6147 11534 16923 5792 8366
"208670_s_at" 3246 15700 21646 6371 1251 16187 16049 19043 8190 19679 5311 18865 8287 7833 5797 16842 7096 6248
"208671_at" 6715 5156 5679 508 182 767 1956 1122 5313 2236 693 4981 1597 1387 1599 3694 6782 4885
"208672_s_at" 15311 5518 18374 21213 18997 16152 17464 20674 17826 20578 20903 6784 17799 19244 19400 15316 18216 20144
"208673_s_at" 6248 18281 20509 21318 7350 21812 21786 18324 2862 20849 19424 2842 16622 9178 11852 17785 21890 10441
"208674_x_at" 18483 21863 20097 5388 8074 16222 16485 3802 2918 15723 2786 3093 6125 2042 2823 14248 883 2383
"208675_s_at" 3361 2518 5528 6891 4818 3441 17031 4341 9009 7688 6334 10604 8587 10671 11221 15277 5872 6869
"208676_s_at" 19143 15035 18420 20059 18304 18293 20349 21149 21001 17962 20708 6513 21012 21325 18658 6284 19960 21177
"208677_s_at" 5653 15286 16569 4209 4624 2038 1957 18518 8916 5885 4599 10340 9546 8387 1952 15308 4575 4902
"208678_at" 6558 2793 15435 6684 19695 4314 5927 5722 17934 17991 9121 10369 18209 10572 10550 15958 6533 8676
"208679_s_at" 16825 19283 17051 9923 4314 17101 5215 17910 9064 21538 21266 16878 9869 19221 9538 17509 5734 10016
"208680_at" 17018 16625 5302 20233 19154 15484 15862 5418 21361 16149 19558 19350 10588 18872 11242 17054 8486 19237
"208682_s_at" 21197 17628 16363 3690 1439 1708 4080 1438 21642 6976 3989 18123 10304 9814 6882 450 1298 3913
"208683_at" 5153 4118 17802 6385 6266 17963 3160 5129 18113 5452 5248 9164 16218 7279 6560 14094 4875 3328
"208684_at" 842 4993 16009 2906 6453 3500 3670 3135 18123 7131 5312 10504 6443 19220 7978 13671 20146 3368
"208685_x_at" 17845 14455 6448 2799 19527 2187 16082 19275 20104 4136 7639 8815 6421 20795 12352 14887 19068 19877
"208686_s_at" 5010 19624 14865 1503 19943 3469 17401 20541 19317 7443 20443 4836 1473 3683 19924 17782 4665 19162
"208687_x_at" 19191 16018 18555 20514 21047 18569 19636 21563 22150 22068 21811 20802 21333 20609 21134 18961 20924 21348
"208688_x_at" 15647 15996 16128 19640 20577 17075 6263 4446 21486 20038 8391 10539 19207 11433 19013 16280 19257 7916
"208689_s_at" 16681 14317 17909 7120 5333 4829 6927 5780 19457 4552 8847 18891 8257 10428 7493 17712 6120 5747
"208690_s_at" 4830 17502 17348 6566 6647 15870 5503 4412 6840 5658 3671 7338 10392 9578 4463 2022 4939 7751
"208691_at" 17720 15646 17922 20644 20479 18144 20792 4920 18451 19741 19935 4896 10833 21467 19955 14234 21305 21146
"208692_at" 2641 12399 14822 13522 11834 4071 16980 17863 8718 3148 20076 12709 12463 10685 14607 9103 7646 20451
"208693_s_at" 18572 12421 18659 6064 19097 4631 20898 20862 21797 20643 21014 21758 18940 19365 12559 21911 19116 20528
"208694_at" 14385 20657 18668 6068 18490 15591 17778 901 8229 17124 4957 17769 5709 3871 18667 18560 2290 4366
"208695_s_at" 5818 4268 5349 13810 12107 14905 10293 3962 8203 6283 19598 12588 12339 13958 14450 8955 18393 20058
"208696_at" 17308 14877 14154 10006 17969 17646 19000 20285 19629 18795 20713 17624 20558 19731 19304 17602 20182 20405
"208697_s_at" 5811 12422 16049 10301 8102 16575 18342 6063 7711 8012 9710 8328 16177 10697 12134 13918 8540 19101
"208698_s_at" 4249 13638 16482 7325 2395 3713 6879 18109 4076 5753 9515 4438 6129 5562 9354 13911 6115 5298
"208699_x_at" 16264 16133 13712 5857 5594 3947 5797 4744 3234 5674 5049 6568 8370 7491 11089 5844 8078 7085
"208700_s_at" 19727 21780 18762 5250 5226 14789 3900 3718 6512 4000 5648 19377 18072 18961 18330 13675 19662 4977
"208701_at" 1126 13238 1105 8348 5879 574 19381 13124 20533 818 467 4112 17332 19313 11049 15716 16440 2920
"208702_x_at" 2865 16105 17325 3774 5926 1255 1630 3035 5180 2817 2325 17094 4667 1325 7220 17834 2850 6604
"208703_s_at" 5303 13643 19804 7283 5617 15764 4788 3633 8750 3918 6445 16897 3849 7638 4998 14278 5182 3659
"208704_x_at" 16212 17942 15214 6856 5600 2364 3742 2037 6634 5029 2281 21407 6294 5056 7097 15338 7885 8870
"208705_s_at" 18065 12205 16217 3428 21415 1666 21771 21559 9092 20194 21796 7112 20416 21470 20802 6123 21498 21188
"208706_s_at" 4678 19963 20315 3989 21450 17155 20128 21607 19539 20540 21812 5970 19962 20553 21128 16512 20862 21545
"208707_at" 14487 5912 3230 4021 21666 2401 21988 20508 3428 20784 6819 1396 18565 21711 3295 20259 5907 9751
"208708_x_at" 4676 15455 19785 3713 20889 908 21764 22159 18301 18658 22003 2874 19116 19462 20678 2200 21755 21587
"208709_s_at" 1614 6585 2118 2810 8375 15393 5694 3599 7228 16099 9621 6707 17800 11514 8596 17369 17941 3830
"208710_s_at" 10780 22123 13723 4323 20187 3079 19784 5666 8626 20232 6854 8653 19212 20111 9928 6162 20750 20037
"208711_s_at" 21284 18592 21145 20988 19284 21389 5241 18137 10513 20339 3770 9945 19536 7477 9265 21746 21438 6086
"208712_at" 17877 19276 5409 21713 19202 20578 19249 20194 16475 21019 5918 6387 16911 5988 19060 1416 6913 6537
"208713_at" 2384 16994 20255 3021 8426 5091 7006 6012 5408 328 7763 2431 18105 3403 7471 18649 8826 5080
"208714_at" 3355 6181 16744 4582 5135 4265 4469 5232 6623 16331 5793 18686 17188 7928 6107 14933 2847 5994
"208715_at" 15251 20699 18915 19150 17849 21428 5981 3024 3918 15996 8576 17212 17954 4543 9655 15445 3156 4627
"208716_s_at" 3371 13646 16151 20887 17865 17911 16373 19904 17854 17590 5796 16824 10671 11251 9480 6677 4578 8940
"208717_at" 4714 12201 17388 5582 5362 14728 3030 3801 4078 15855 6792 8479 7800 10852 7301 13387 3075 4798
"208718_at" 14323 6314 17252 21526 20595 20815 17245 6037 8074 17022 7494 9095 16755 10477 12033 7222 8453 9817
"208719_s_at" 17742 21445 15716 8165 1355 368 22220 13582 8624 2023 20666 19051 4787 6492 3720 18682 21010 671
"208720_s_at" 6643 14921 19329 5240 7250 3882 18726 19299 8138 18161 20121 17419 8929 8618 12141 16679 19916 19636
"208721_s_at" 4818 14787 4509 21986 187 20011 22216 22198 19901 4948 22004 6235 6298 10048 5019 20128 5092 4986
"208722_s_at" 15829 17054 21125 19607 8043 20123 6694 2750 8860 17618 8988 18403 10023 4577 10556 7002 19027 8462
"208723_at" 15600 12940 5915 4980 8125 15321 15683 5394 7803 7998 4721 16819 7239 8232 8555 13724 7177 3887
"208724_s_at" 2491 16576 15849 20128 18502 18193 19823 19312 20923 5964 10107 4504 7359 9745 11969 17636 19193 10713
"208725_at" 10887 10167 8577 5518 920 3482 4201 20188 21776 1971 10034 20248 21731 22271 9647 22252 17359 19035
"208726_s_at" 18130 6292 16905 8720 18815 15698 19878 20064 19037 18868 22120 19436 21444 20619 19117 20770 20732 19950
"208727_s_at" 2332 6346 15594 7651 4421 3472 6071 19849 7934 4372 8996 19614 9031 20433 20108 14538 6937 10009
"208728_s_at" 17117 3453 2277 21058 5568 2267 5444 3537 7656 1223 5907 8552 7025 9617 21321 20641 7323 10462
"208729_x_at" 2157 20838 16169 4062 403 4561 5152 18440 5143 3206 9606 18290 2468 6829 2626 14188 3530 338
"208730_x_at" 2325 13922 5456 1609 1588 75 2075 19741 2646 196 83 949 10641 20649 4597 16490 90 3173
"208731_at" 3513 20580 5006 8766 6729 18133 5641 3245 6053 6817 7635 6335 10467 8587 7324 17854 5502 8252
"208732_at" 3115 13288 14722 7123 18692 19414 5952 3402 1089 3151 6007 2380 8381 7552 11173 4034 2083 9547
"208733_at" 12227 5896 8923 15528 17683 14493 11005 9965 4551 10857 11966 234 374 7694 582 11862 15992 17768
"208734_x_at" 4990 6168 5150 8842 3859 3308 3596 4284 7750 7000 10489 7959 10773 5975 9206 17050 5584 7872
"208735_s_at" 6287 3535 5661 257 777 532 1260 1574 7358 112 777 3278 297 2256 2300 21292 3304 2679
"208736_at" 3384 17448 15021 5629 6520 18535 5604 3236 9034 15999 20100 8543 17182 8904 11918 16061 8131 9088
"208737_at" 18565 6383 5922 3473 2726 1381 17384 17821 7843 5734 9815 9540 7627 9625 8432 16432 19030 9260
"208738_x_at" 4668 17197 19291 20937 18684 16522 6882 6033 18721 6319 6744 6607 9858 8131 18439 16882 7857 19306
"208739_x_at" 19310 15122 3901 9788 6384 14936 17579 19882 8208 17564 19624 5901 9534 9571 10042 17791 8147 10440
"208740_at" 964 12653 14364 6125 3424 4302 16464 21012 2722 16540 5639 5993 17319 6071 10166 3155 5736 8072
"208741_at" 21316 15947 514 7904 4279 15746 3726 3526 1552 7230 7911 6396 20878 10360 8747 4947 7362 4874
"208742_s_at" 6524 13029 17965 6946 5413 3844 17092 19435 7738 16481 19244 8560 8787 10492 10019 6467 8871 9393
"208743_s_at" 3950 21768 19929 9332 6847 16217 17312 19361 19173 18194 7478 6688 8436 8965 9485 17547 17476 19303
"208744_x_at" 15439 13062 15020 21382 8119 17098 22070 21909 22009 22066 22178 21428 21495 21609 21851 20477 21689 21795
"208745_at" 2881 18816 22210 10181 4128 18616 18012 19011 20759 16050 3814 9943 18682 4223 8198 19825 7401 4061
"208746_x_at" 3448 17403 16051 9320 8594 17715 6261 5472 18044 7645 9307 18543 17259 19432 9673 15196 19548 10615
"208747_s_at" 10169 7408 6149 12870 12930 11669 12976 14773 13422 34 17565 15245 16434 17636 13466 12719 15401 12501
"208748_s_at" 10958 8882 11146 2933 620 2504 20961 20931 1985 16001 21839 105 2596 21967 904 22148 19246 2158
"208749_x_at" 2398 2815 6632 4548 17917 2264 16880 18963 3177 6454 6274 3459 8067 8879 6738 2505 3650 5372
"208750_s_at" 17238 18898 5398 8080 1726 16328 19037 20572 7509 16449 21386 10074 8092 19335 5938 16115 17434 9384
"208751_at" 17041 12259 21261 5167 7537 3120 16419 5464 18659 6425 7120 8700 4942 4588 10122 5266 4118 2960
"208752_x_at" 3279 16132 16158 8540 7837 15154 6933 3360 6373 6926 6490 9144 7184 6042 8625 16927 6198 6335
"208753_s_at" 2205 20150 20242 9623 6242 18502 16055 2380 5232 7442 6471 18089 16965 8362 8223 15756 5116 3633
"208754_s_at" 14270 5462 18553 6347 6260 16624 5435 17607 4480 3267 9027 5251 9165 6912 8417 15898 2252 8461
"208755_x_at" 14284 5120 3336 9549 8409 4166 4120 5749 7786 6211 7362 18477 7887 19930 7134 8925 4977 6557
"208756_at" 16397 4879 4813 9594 5514 15539 6564 5689 3456 16154 9584 20824 10472 11199 10463 16479 6849 9843
"208757_at" 16857 18100 20283 8496 20507 21761 6915 18541 2558 18562 4990 21255 5020 20852 12365 14922 7909 21329
"208758_at" 4697 6311 6421 9160 7284 16343 7043 5067 6472 18084 20036 8138 19947 10984 18425 14858 18891 20275
"208759_at" 15953 5398 1323 3321 8388 2840 17991 6120 1703 16468 5067 2372 8870 5831 4556 4127 792 1874
"208760_at" 15393 19440 17826 4153 20006 4380 17730 5879 8145 7906 569 8533 19291 6966 4514 15320 19298 7623
"208761_s_at" 15000 19573 17644 10114 4160 18330 5094 4148 7864 16020 8193 9371 8817 5400 8097 18391 4412 5422
"208762_at" 21683 13888 11920 2004 6059 16287 5443 14002 5174 16106 3837 2003 2881 8565 11230 20761 19703 8798
"208763_s_at" 2594 18732 16864 71 4460 40 2123 1144 1320 1927 1496 4639 921 6517 3113 3699 1995 4569
"208764_s_at" 16679 12936 18314 9141 5522 3903 5024 17646 6397 6336 9353 9781 10267 10996 8745 15233 4609 6655
"208765_s_at" 5708 21136 21321 20250 2341 2605 18502 6277 19115 6556 19709 20477 6473 18813 9396 17715 19112 7374
"208766_s_at" 16581 18395 18160 19332 19329 18671 18370 5398 18315 7791 7528 17507 16994 7911 8727 19711 8208 8594
"208767_s_at" 15509 12830 15565 10020 4184 4679 5864 5897 4062 6495 9955 9368 10316 10029 9056 14447 8468 9292
"208768_x_at" 14881 4395 2961 9540 7241 3570 5240 17313 18709 7393 9174 17795 12390 9364 11412 9010 4347 10168
"208769_at" 20424 4038 12362 12978 14014 20043 18184 14692 87 20891 17718 9890 18353 22167 11615 2544 14895 15762
"208770_s_at" 15980 12727 20333 20449 6818 21109 17858 19232 6225 4627 4624 10422 6188 9805 11980 19824 7686 6347
"208771_s_at" 14779 12434 19705 5642 3934 4367 3298 2811 4882 6243 6254 8178 9255 7163 7129 5859 2851 7967
"208772_at" 14680 18783 2108 6998 981 20372 5750 1666 4015 3111 1674 17688 16227 1517 7976 6660 3511 5111
"208773_s_at" 18122 18368 17537 2831 3557 2708 4765 1859 7360 5164 2214 17910 4123 9236 8400 5095 8450 5793
"208774_at" 1782 18491 19055 7058 8678 17011 6400 18181 2860 2266 6455 10764 8201 19418 6976 2523 8843 3550
"208775_at" 17606 20258 795 19393 18874 19967 17063 19260 6913 18086 7923 18783 17636 18979 9878 19037 6769 21371
"208776_at" 19773 275 22230 21498 22254 21138 21422 5560 20230 22191 22183 20247 16193 4720 20915 19292 8431 4190
"208777_s_at" 19216 14906 5156 10077 6870 17548 19019 20047 20990 16613 21573 17205 16811 19684 11326 18102 20193 9913
"208778_s_at" 18729 19025 20036 19551 19135 19026 19860 20850 20466 19582 19956 17210 17960 18524 18816 17723 18441 20109
"208779_x_at" 21156 17104 17554 2542 4537 1243 1974 17882 1340 2515 4270 9760 1966 5524 6318 10643 7303 6451
"208780_x_at" 6043 13020 6240 19625 19724 18626 16933 17617 9037 18136 19699 8359 16742 19502 12464 16993 17800 9633
"208781_x_at" 3733 17383 14092 7574 6655 3602 16853 5318 21851 17795 9875 8049 18887 11079 11019 7344 8921 6859
"208782_at" 16263 4854 4086 12711 11391 6164 15305 13051 13681 15733 8179 14332 9701 18310 2396 2515 15044 2228
"208783_s_at" 6642 12381 20756 4627 4710 18259 16315 3551 4209 7311 4411 5638 9879 4382 7052 15989 17445 4598
"208784_s_at" 14938 5228 17590 290 670 14990 734 1919 1584 3156 4241 5344 1011 897 1923 16297 688 964
"208785_s_at" 3625 12690 5977 1190 2241 831 4257 3820 17917 6157 4910 18082 6124 5430 4457 3654 3525 5296
"208786_s_at" 357 5235 18192 713 1798 407 883 749 20241 3284 1937 1366 7350 2894 3797 6119 5342 1285
"208787_at" 17223 16662 20083 20243 19075 17089 19709 19916 19507 18890 20788 10354 18406 19111 18591 17219 18608 19904
"208788_at" 2928 13064 20111 6499 7063 15736 16551 5718 7793 17651 8805 9410 17801 10079 10850 17131 7781 9379
"208789_at" 12683 10858 2788 1955 22187 2531 21931 15857 11213 13438 2817 19269 11279 144 12383 9329 2129 12834
"208790_s_at" 9877 7789 3142 16157 15546 11095 9775 14478 2817 7875 18941 2113 10973 12764 19389 9775 15453 531
"208791_at" 9853 15768 9239 7681 1303 2101 1814 3837 13488 5144 5094 16163 4973 6088 3578 8179 6435 4984
"208792_s_at" 13129 17536 3643 1816 2952 16075 2813 5359 14687 641 5025 12493 2977 3783 3870 7809 2344 2258
"208793_x_at" 16773 6604 4887 7993 4432 20555 16497 19911 5173 3406 3867 20104 7877 19509 3641 21345 17933 21378
"208794_s_at" 15459 21526 20339 7391 6930 17366 6484 2492 19972 18594 4915 5920 16195 4106 10689 15318 3900 8396
"208795_s_at" 16924 13503 18326 10062 8491 19391 6640 17404 19150 7999 8152 8794 17444 6365 9709 6557 8675 9079
"208796_s_at" 3046 5348 3664 7288 3478 17111 3815 3162 3224 2481 4319 4885 7881 5675 5468 6392 2307 4064
"208797_s_at" 19895 6271 8512 11469 9667 7055 13332 15671 19353 21951 11131 21459 3800 21490 20320 22254 14765 6411
"208798_x_at" 14348 18735 13672 5361 2926 20300 19734 18521 17939 16284 2941 18419 4339 10877 4901 13432 18940 6947
"208799_at" 16207 12452 19018 7726 18544 17016 19467 17471 19372 18771 19487 10735 19069 10472 19258 17764 8600 10572
"208800_at" 1537 14143 22016 6557 5886 19043 17254 4428 7442 18810 9050 9298 19563 6951 12556 16113 19736 7478
