"inst_1000" "inst_1058" "inst_1161" "inst_1220" "inst_1645" "inst_2680" "inst_4444" "inst_5217" "inst_5580" "inst_6179" "inst_6939" "inst_6980"
"202187_s_at" 20599 21202 21121 15926 21419 20493 8324 19556 17984 20418 18165 21851
"202188_at" 2668 2449 941 4857 2385 1925 3842 3505 3774 2185 2633 2747
"202189_x_at" 18095 19727 20174 20538 19646 20221 20037 18097 19063 19932 18786 19206
"202190_at" 18313 20915 19804 21198 19293 17919 19698 18888 18370 19174 20040 20360
"202191_s_at" 11069 6716 18179 593 12769 18931 19231 17499 18498 18812 14811 14483
"202192_s_at" 14028 15712 16504 12703 11115 19388 5815 14097 15174 17360 11611 9200
"202193_at" 1866 591 6154 3440 3309 3233 7163 2039 3679 4459 18586 2260
"202194_at" 5909 5626 17388 21069 4082 5972 18418 5137 12920 7411 4495 5549
"202195_s_at" 17111 699 7407 17627 5351 5676 8362 6677 14161 5301 5752 3514
"202196_s_at" 13206 11735 13159 9037 10016 13044 14457 10628 11615 8615 13337 9384
"202197_at" 15891 20450 4384 20886 4332 19110 5406 7351 16361 6829 17172 1974
"202198_s_at" 1666 14271 16647 7503 9775 20801 5200 3728 13547 6604 8799 4640
"202199_s_at" 17833 5262 17072 2770 4091 17677 9218 16955 6893 6824 17827 15620
"202200_s_at" 3193 4057 6694 13983 16133 8221 8110 4617 5644 14316 3799 4498
"202201_at" 3263 3624 444 4141 3960 1064 6708 3877 4779 1248 4539 4791
"202202_s_at" 11637 14478 15417 1441 11408 2049 8891 14616 7945 11168 2676 8020
"202203_s_at" 4831 20818 4443 5001 5491 8442 18838 20030 19387 7915 5369 19723
"202204_s_at" 18855 18301 7183 1534 4550 1898 7932 17382 18836 5823 21522 20184
"202205_at" 3122 1274 17479 2550 16536 8889 1169 3044 4288 17269 2320 1181
"202206_at" 164 977 917 823 289 161 1167 266 923 1578 174 83
"202207_at" 293 231 263 379 401 258 953 285 616 4183 582 260
"202208_s_at" 880 631 998 1102 1674 486 1920 1076 1747 3473 540 264
"202209_at" 5771 3265 5598 13625 5584 6137 16105 15713 14233 14288 5273 15115
"202210_x_at" 10608 16172 2135 780 13995 11321 19973 6671 1296 12559 1503 4119
"202211_at" 1349 756 7633 19562 1232 2282 3798 822 1903 3245 885 1436
"202212_at" 18505 20665 17159 4258 20189 19779 19063 19695 20520 19455 20357 21449
"202213_s_at" 16806 4592 2696 15065 3184 6603 2806 6916 2693 17190 20350 17466
"202214_s_at" 3041 17887 4638 14924 14969 5768 6042 3747 5548 6155 2989 4121
"202215_s_at" 21827 22047 21693 19480 22013 21267 21542 21904 21771 20971 20692 21678
"202216_x_at" 21442 21265 20508 21276 20312 21099 21942 21776 21802 21173 20940 20020
"202217_at" 17923 3322 21663 19828 17936 21073 19623 19386 19507 19001 16907 18197
"202218_s_at" 17734 8782 20317 14749 14824 21484 15893 7550 18159 21671 17320 15729
"202219_at" 1595 1891 17800 17437 2423 18741 7895 2160 2378 20193 918 619
"202220_at" 17718 20068 5296 5344 20306 3435 16166 20106 19190 5213 18687 20303
"202221_s_at" 22246 21893 21435 18944 21834 21461 22075 21654 21798 20897 18598 21318
"202222_s_at" 7243 6792 9779 8762 12366 9879 18863 2257 14021 16060 14996 7905
"202223_at" 18943 3398 18619 20736 16805 16915 18389 18657 15497 16618 21252 19129
"202224_at" 4672 4561 3411 15027 17179 3030 6811 4257 13544 3907 17062 18497
"202225_at" 16446 18099 6117 13710 14566 2094 5033 14885 15739 7062 15669 15501
"202226_s_at" 15570 5401 676 4259 16126 1427 6174 5116 14316 1766 20921 15727
"202227_s_at" 19082 20206 7647 21602 15640 6210 21069 19239 18356 14639 20433 20042
"202228_s_at" 3136 5670 5026 2158 2117 2314 4304 2507 3110 4521 2560 1994
"202229_s_at" 4286 13481 14834 6800 8687 13515 10943 9950 11627 9373 7101 6760
"202230_s_at" 18777 19228 7325 19966 20027 8290 16369 19624 20277 17248 18805 18531
"202231_at" 17040 4702 17050 15374 17434 7917 10000 7844 16844 16461 16590 18354
"202232_s_at" 17629 18766 7567 16888 18231 8974 9914 16856 15317 15706 17560 16761
"202233_s_at" 15176 4395 6687 5167 14690 7870 8862 15098 13790 13832 15725 15307
"202234_s_at" 2678 1284 19474 3718 902 18860 3082 1309 1225 18060 576 653
"202235_at" 3537 1072 19221 2069 1219 21517 4657 528 2133 20074 2229 5322
"202236_s_at" 1036 1599 17877 4265 901 20238 2512 1290 921 14546 1428 757
"202237_at" 10266 15932 9042 22204 8337 19353 22200 12664 11041 9460 7525 14192
"202238_s_at" 9451 10611 11730 20313 9100 14316 22185 9167 4340 10203 12035 9388
"202239_at" 16226 16961 22068 21835 17297 21739 21487 15957 15994 21730 6470 19409
"202240_at" 21908 22174 21811 21823 22145 20534 22126 22066 21885 21391 22057 22102
"202241_at" 22022 21998 20886 1146 21180 19520 3984 21627 21586 20698 22124 22197
"202242_at" 6696 8918 13845 10212 11213 1224 12021 9260 9581 12120 8171 9397
"202243_s_at" 6066 4577 5280 15661 15362 5804 9383 6971 13247 6877 6172 14967
"202244_at" 16359 16540 6613 15144 15221 5530 15826 6230 13662 13498 5507 6694
"202245_at" 1340 994 2847 937 1293 855 867 1486 1945 4406 1184 999
"202246_s_at" 17538 19299 20898 18709 17862 19739 19348 17931 18340 20129 18707 19323
"202247_s_at" 18960 21143 12396 13805 15148 6019 18211 20791 19576 3740 19916 10987
"202248_at" 18679 9361 2538 17916 15025 1988 18344 21961 21045 4704 21063 6499
"202249_s_at" 18664 21628 20131 19019 19292 19259 18978 20776 20569 21457 17013 17049
"202250_s_at" 20789 20412 20509 21954 21082 21064 20742 19387 20583 20554 17018 20741
"202251_at" 19042 19340 1736 14856 19502 3732 16368 18145 19330 5309 19104 19927
"202252_at" 5196 17267 3760 14892 14917 7648 15698 7773 17125 5455 5289 5145
"202253_s_at" 18871 21363 5476 18952 16991 4159 8510 15970 19497 6312 4136 2201
"202254_at" 20580 12479 15771 18814 19198 16731 21944 17971 16571 4968 16894 2845
"202255_s_at" 20463 21962 17496 16993 20138 6910 21575 19589 20751 2854 21604 21594
"202256_at" 21180 21232 5524 18465 17718 16179 10229 20317 20535 4856 19138 20296
"202257_s_at" 17201 17224 18053 2787 21462 6292 7856 17281 18916 7391 17098 18903
"202258_s_at" 20238 18959 20600 21390 20770 21128 20928 20736 20470 21251 20673 21079
"202259_s_at" 21444 21375 20545 21922 19988 20890 21074 21227 17197 19948 19436 22077
"202260_s_at" 72 101 44 1586 80 54 835 100 136 27 115 60
"202261_at" 20858 21328 19599 21742 20665 19427 21755 21222 20955 19592 21368 21005
"202262_x_at" 2114 2194 133 18661 2705 17 8290 4334 2886 669 4829 3795
"202263_at" 1512 215 139 365 74 203 619 424 700 55 65 94
"202264_s_at" 16429 17788 6343 13097 20519 17636 19643 19138 18561 18778 16220 18920
"202265_at" 20874 20353 22060 21818 19929 21139 20902 18458 20311 20527 20095 19381
"202266_at" 21342 21006 16895 21734 21583 7901 18724 19625 20587 16046 21312 20634
"202267_at" 8775 6427 15370 13298 14451 10803 8092 2653 16542 8899 12949 2617
"202268_s_at" 20085 18872 19814 19891 19992 19328 19107 20366 19595 19470 20589 20357
"202269_x_at" 11965 16123 4757 4543 13332 9029 16278 15711 17118 15888 18138 1801
"202270_at" 11809 10947 11508 8427 6388 9543 12968 10713 7847 12507 10003 6809
"202271_at" 2810 4188 5873 18337 5775 6893 16351 4298 13215 15042 4160 2953
"202272_s_at" 19686 19745 18579 16529 18185 9502 19367 19132 17654 17520 18369 5430
"202273_at" 9099 12676 7018 9908 14256 15699 6926 11535 10628 11945 13945 12171
"202274_at" 2851 7088 10418 1364 10581 2906 16784 1372 2067 15934 11853 18090
"202275_at" 3947 1487 627 1012 14590 165 445 3638 14117 999 4130 5017
"202276_at" 18171 19199 16810 14712 16089 4518 7471 7294 16438 5631 4700 16620
"202277_at" 5766 3960 2884 17964 15176 3101 8392 6427 13555 4303 5692 15966
"202278_s_at" 5076 1644 5023 18413 2584 2977 7223 4128 14032 5750 19346 15726
"202279_at" 15122 4518 2926 16556 5482 4218 7541 8132 13722 4849 5402 5586
"202280_at" 10160 11521 11141 8979 12669 10721 11383 11006 7237 10356 7595 10662
"202281_at" 3346 4040 3057 16572 5490 3805 10240 3325 18192 5639 3869 6160
"202282_at" 4027 3971 2579 5252 3741 3457 6642 6766 6858 3470 5062 15255
"202283_at" 8105 9784 6964 8350 1782 13901 12508 10241 13093 11616 14482 12658
"202284_s_at" 488 901 1685 57 584 1271 36 1377 1047 4006 368 919
"202285_s_at" 13056 10042 9766 9918 12232 9563 14197 14093 11656 8397 12301 12918
"202286_s_at" 21126 21460 7992 1994 20547 13369 10013 21240 20667 12555 21017 21289
"202287_s_at" 7756 11820 8965 12547 7826 15856 2904 14415 2372 12887 11959 8915
"202288_at" 4319 4817 3279 16614 5247 8505 7718 16507 17429 4394 2214 18425
"202289_s_at" 21636 21704 12873 21741 21825 11778 20598 21047 21005 11817 21649 21559
"202290_at" 4212 1728 5323 17339 15138 5352 6044 5826 13428 17732 18373 15370
"202291_s_at" 5283 17011 10835 6275 16785 3428 3701 15730 15896 14727 17744 17067
"202292_x_at" 15202 18567 4169 4939 15331 8546 7968 6911 15142 7823 6887 16271
"202293_at" 21740 22179 22097 22209 22154 21830 21945 21831 21906 21860 21774 21626
"202294_at" 21768 21807 21477 21444 21972 21751 21958 21956 22174 20960 21555 20358
"202295_s_at" 3407 2472 1319 13126 3353 3468 6351 2241 2361 4868 2397 3339
"202296_s_at" 6143 5482 4500 14660 16241 5451 9090 15063 15456 3981 6068 6182
"202297_s_at" 16367 5630 6542 16807 14699 3955 9261 7710 15548 5180 4899 15826
"202298_at" 21564 18259 4446 14772 3226 9410 15441 15342 14650 5021 17458 4293
"202299_s_at" 16450 16598 5361 14558 15720 5642 17119 6303 13427 7663 6915 15769
"202300_at" 15222 16671 5613 18981 2786 5390 10210 7854 6339 7928 16173 15282
"202301_s_at" 20628 21491 19316 21031 20672 18845 21399 20543 18925 19158 20470 21171
"202302_s_at" 20543 21520 20135 20387 20930 16832 18573 19727 20599 18188 20875 20677
"202303_x_at" 15845 18026 5899 4172 4712 5904 3438 7668 16037 5505 4441 15103
"202304_at" 15797 19281 19836 20003 17764 9484 9774 16604 18640 18807 18415 16068
"202305_s_at" 19714 17763 18578 18422 19003 16334 17402 18619 18686 18348 20237 19575
"202306_at" 16138 5275 2309 14735 3840 3205 8029 5044 6438 2552 4329 4764
"202307_s_at" 1181 1683 17839 2933 613 4497 5834 930 15958 6951 1289 975
"202308_at" 109 162 1668 519 262 3337 380 626 1097 18727 549 530
"202309_at" 16776 18057 19287 16891 16507 17312 10035 17175 16676 18685 17130 17091
"202310_s_at" 801 1016 10893 14726 3173 3252 7299 4470 9512 2076 16693 5642
"202311_s_at" 7104 6687 12764 8909 7329 10462 10879 9093 8710 879 11007 10645
"202312_s_at" 8522 9197 15733 9240 10778 13920 8482 13386 3876 8821 14145 7815
"202313_at" 16631 18550 17094 15077 19283 16798 9312 15194 15624 13990 17795 16267
"202314_at" 17687 3727 20522 17189 18535 18724 16443 6976 15286 20165 16908 18255
"202315_s_at" 15147 18885 3974 1620 18381 7528 5594 8133 18073 7303 6152 16472
"202316_x_at" 16543 19541 16406 17087 19106 5117 6196 16367 17239 7042 15610 15716
"202317_s_at" 6023 20613 5838 15446 17254 3781 8587 16047 19538 6886 18045 5032
"202318_s_at" 22084 22064 22109 22094 22022 21995 22256 22087 22081 21989 22104 22005
"202319_at" 21947 16447 21467 17902 21937 19466 21088 22231 22213 21556 6145 21334
"202320_at" 2379 5696 366 2878 3197 400 2597 2850 14438 846 2967 15149
"202321_at" 4045 1937 976 21010 5092 3918 17141 4256 5823 3949 5606 16435
"202322_s_at" 15298 16886 3985 20234 17683 4918 18375 16542 15122 5315 17598 6439
"202323_s_at" 16440 4282 1814 14028 14832 2628 6653 6360 5215 3478 16987 5309
"202324_s_at" 15647 18232 3490 17978 17815 1775 15342 7624 6711 2350 4123 16038
"202325_s_at" 4455 2715 6276 4468 15037 5297 7638 7584 6887 7677 6838 5864
"202326_at" 21228 21669 5143 18638 20822 17249 20461 22059 21346 15993 21120 21037
"202327_s_at" 10141 7364 10068 10596 13706 13911 10809 13453 10890 9238 12864 13047
"202328_s_at" 1720 4848 1192 16158 273 1634 664 1006 3438 7193 376 3569
"202329_at" 20330 21139 22101 21357 20867 21286 19882 21078 21064 21445 19804 20158
"202330_s_at" 19818 20705 20672 20144 21142 20660 20827 20577 20694 20852 20853 20399
"202331_at" 2457 2099 2509 14523 15234 3565 16023 8101 7119 5675 17901 19928
"202332_at" 6097 21397 4930 14709 19809 8555 15505 17786 21249 14742 15443 19952
"202333_s_at" 1370 1423 4305 1991 1280 2080 3512 1305 1981 14728 2637 2058
"202334_s_at" 3671 1208 3588 1372 2400 2956 907 1674 2025 3322 3255 1023
"202335_s_at" 3558 7037 9120 8812 9966 17115 5003 2541 1817 1447 2350 8017
"202336_s_at" 16551 5213 21520 13341 4890 18498 3975 6208 6814 19728 4513 5447
"202337_at" 19554 20516 21717 20002 21002 22139 20561 19707 19144 21904 19304 19556
"202338_at" 1380 2075 1458 2036 2549 1366 15349 1960 5593 3881 6685 1894
"202339_at" 1499 13249 20166 12040 15390 19176 6597 18212 13554 21183 3005 1718
"202340_x_at" 1432 4849 2140 19144 1829 9356 111 2883 494 1482 1163 449
"202341_s_at" 220 44 679 455 57 176 3181 222 347 33 247 177
"202342_s_at" 172 366 2648 1915 225 4094 3670 146 337 1475 359 85
"202343_x_at" 15522 4763 5319 13170 14790 7446 7405 14962 6859 6940 4070 5199
"202344_at" 16061 18950 19345 18841 21920 19594 20448 21958 21621 20949 20109 16527
"202345_s_at" 17283 18128 18210 14398 16129 8968 5986 17705 17486 17353 18634 15800
"202346_at" 15981 17053 17177 15320 17932 7332 8550 16525 15093 14963 16959 16677
"202347_s_at" 4117 21249 5850 18825 15465 5701 15556 6006 15084 6189 17714 16561
"202348_s_at" 21770 21242 21872 21319 21105 21147 20985 19481 19138 21459 20790 19803
"202349_at" 21472 21982 21782 21108 21687 22020 20695 21203 21754 21105 20137 21272
"202350_s_at" 21120 19236 8156 16593 19369 9974 10027 19794 18411 12873 20916 18896
"202351_at" 17256 3410 7190 16366 14869 5835 5756 5981 14692 7804 5135 15254
"202352_s_at" 17134 17413 19978 15358 18928 17396 17263 18468 18125 16441 19371 18171
"202353_s_at" 6172 17761 3535 18239 16351 3958 9791 15458 14947 6448 5142 6178
"202354_s_at" 18228 18077 4934 19115 20007 5084 18393 16972 17190 15725 20301 18003
"202355_s_at" 16254 17695 7425 18780 17923 5819 19049 16255 14879 14892 18727 18974
"202356_s_at" 18465 21090 7618 16757 18951 5667 16357 17996 17292 15104 6257 17669
"202357_s_at" 13614 13798 13617 7409 13115 14498 14468 13752 11796 13130 4867 10921
"202358_s_at" 16559 17616 18682 16359 18382 15849 6521 6833 15020 17160 18081 20846
"202359_s_at" 17655 5224 3624 16013 19472 9135 15765 16067 16918 17964 18569 17687
"202360_at" 21048 20749 7009 21203 20097 4840 17432 20081 20415 16723 19889 20628
"202361_at" 15671 18215 5020 16337 16745 5739 16404 15693 17424 6823 6379 15449
"202362_at" 15886 3060 6349 13400 3447 3679 8181 3615 3372 6881 5265 4506
"202363_at" 8305 8066 12524 5351 7732 18211 9657 8350 9774 1997 3286 13668
"202364_at" 268 122 20332 1749 131 16743 845 230 371 17682 141 195
"202365_at" 19435 19244 7472 16687 18625 4656 18266 16819 18735 5296 18463 6202
"202366_at" 2295 6066 18688 14711 15637 17141 20333 768 3137 3637 13892 2271
"202367_at" 4921 18385 12892 4063 3384 4986 5020 7431 16715 15155 16675 16820
"202368_s_at" 1402 575 1745 386 786 2075 1132 1097 2274 1587 2650 2194
"202369_s_at" 623 972 2010 263 1454 1442 1190 1087 2725 2504 1947 3080
"202370_s_at" 19069 21570 20303 19302 19041 19832 19789 19017 18652 19285 18302 20241
"202371_at" 16148 5273 9727 18978 17824 13619 15530 16576 16876 11912 16416 16990
"202372_at" 19849 18038 7639 16239 20242 6456 15749 7013 16063 14539 6581 19693
"202373_s_at" 16873 19172 6795 18222 15822 7677 18070 18813 16346 14776 6853 16982
"202374_s_at" 18846 19584 4739 21483 15885 8832 18307 7255 15342 13554 3808 6348
"202375_at" 4558 4204 17908 16727 4039 16113 6807 5386 16836 14280 5065 5778
"202376_at" 17253 3572 13497 11471 4629 13365 12077 18228 16865 11840 18826 16072
"202377_at" 16887 4478 16695 17059 15618 5397 10242 15827 13030 13529 5379 15606
"202378_s_at" 16265 18473 16182 18821 14870 5203 18180 2014 14339 3656 17165 3556
"202379_s_at" 2660 2542 3834 5074 2018 4620 5963 3907 4926 5955 4637 15274
"202380_s_at" 1241 19992 4585 14592 18065 3929 5065 16963 6047 5563 20598 18532
"202381_at" 17812 4720 6113 13555 17369 3295 17344 5320 16198 14578 16294 16427
"202382_s_at" 18907 20343 17852 18489 20996 17947 19247 15276 20312 18910 21026 20689
"202383_at" 4588 3993 19056 16525 3435 17529 9534 21919 7123 7643 16120 16040
"202384_s_at" 18784 20926 5727 19715 21051 18796 20377 21682 21353 18231 21587 20365
"202385_s_at" 18000 20998 18584 21240 19254 16048 19839 19541 20274 16761 20555 18992
"202386_s_at" 16615 20647 6135 21061 16319 5629 18453 16106 12907 13792 20335 6506
"202387_at" 15861 18974 6718 18101 18633 8606 8088 19054 20631 15891 18375 20818
"202388_at" 6 136 6763 4545 46 919 9079 32 26 2453 5 10
"202389_s_at" 15009 16700 977 19105 15605 1650 5004 19544 16763 2744 3807 3057
"202390_s_at" 18207 18068 1516 19517 3548 991 20286 17701 4799 5092 6135 20870
"202391_at" 3588 3892 7154 1160 4076 8489 1985 5612 13055 6585 2559 4685
"202392_s_at" 4583 19020 7186 21837 15073 9426 18726 19448 17222 6421 18692 19852
"202393_s_at" 16443 1139 20699 17609 15424 6811 6992 5164 4125 17241 3486 4704
"202394_s_at" 3759 4696 1280 3272 5187 2384 7967 15160 16136 1846 5551 3083
"202395_at" 18856 5651 16409 17201 14652 7635 9368 7370 14727 14580 15179 15348
"202396_at" 21745 22159 21266 21805 21869 20354 21763 21854 21913 21387 21802 21669
"202397_at" 16204 16432 17540 13637 16800 9155 9081 15411 13219 15091 6520 15849
"202398_at" 4206 19646 11981 13452 14885 8578 15364 16338 12949 3546 2779 17848
"202399_s_at" 5723 17008 7316 20290 16040 4621 18152 17435 17232 13601 16351 16232
"202400_s_at" 8615 12588 11998 10988 9969 18493 20669 13083 17769 17417 5469 14183
"202401_s_at" 19443 17578 18896 4478 5348 18930 16979 7620 7076 19403 21687 4409
"202402_s_at" 3990 3046 18174 4267 5444 16032 6745 19488 18006 20102 16343 18846
"202403_s_at" 10301 14036 12055 8681 13929 15188 14665 13873 8410 11490 7927 13511
"202404_s_at" 14823 15427 8791 3474 7194 5065 19310 9958 13643 13685 14446 3263
"202405_at" 20762 21960 20891 13160 19746 19255 21373 21471 20373 21564 21140 21175
"202406_s_at" 20392 21582 20775 19141 21466 18351 21062 20489 21284 20173 20734 21112
"202407_s_at" 6200 3389 2124 18299 16669 2910 9642 6566 6495 5182 16102 6302
"202408_s_at" 15823 17225 2233 15771 17307 1097 16072 15330 13840 6997 5970 15871
"202409_at" 6378 6450 11502 19825 10446 12474 17868 2877 11000 12114 10353 13872
"202410_x_at" 13515 8139 9371 7666 10539 8187 10362 1501 8191 11332 5584 12508
"202411_at" 7299 12671 12490 17582 6691 10302 14350 4027 4614 12158 7996 13864
"202412_s_at" 21357 21136 20806 20923 20712 19503 19425 21291 20692 19796 21654 21265
"202413_s_at" 20950 21478 19972 20265 20569 18745 19704 20840 20594 18769 21100 20957
"202414_at" 16935 5412 20908 20753 18510 19404 21916 19140 18558 19423 17666 21832
"202415_s_at" 18645 17023 3275 19382 16656 5279 16911 17772 17080 18035 15782 18471
"202416_at" 20698 21425 21033 19600 21700 19811 21414 21719 21466 21079 22064 21511
"202417_at" 22216 22245 22165 22280 22265 22207 22277 22252 22243 22088 22276 22122
"202418_at" 5433 16453 6116 16862 16769 4531 17700 16872 16705 4799 15674 17160
"202419_at" 2200 818 2618 1648 1169 5659 1081 2838 4552 3300 3058 3226
"202420_s_at" 16418 17077 17257 15406 16541 16369 8138 15355 14491 17004 15423 15523
"202421_at" 15289 18675 4823 1880 17995 1386 273 16535 15709 449 16506 6538
"202422_s_at" 1182 7792 6663 17436 789 5775 4981 383 459 14554 3668 1669
"202423_at" 4893 3514 6615 14216 5433 8396 7154 5496 15137 5575 6159 6281
"202424_at" 3940 2996 3661 2563 15514 4290 8485 5988 13487 13677 3878 17146
"202425_x_at" 4702 18317 4522 13475 20241 5892 1970 16260 18398 6159 16985 19679
"202426_s_at" 16149 19336 20316 13418 18338 21493 21684 17295 18475 21997 17123 21154
"202427_s_at" 4312 1878 2608 2172 2438 1255 2374 2530 3058 1662 1908 5168
"202428_x_at" 5464 4099 3329 4946 3479 3925 7825 5674 5628 5980 5409 4944
"202429_s_at" 20642 18349 16784 1526 17391 9010 4804 19506 18103 14178 16918 18743
"202430_s_at" 19023 20057 18811 4837 18872 5565 3133 7788 18358 20874 18678 18460
"202431_s_at" 22194 22228 21893 2412 21531 22219 9832 22248 22220 22207 22224 22192
"202432_at" 16299 17140 7067 16309 19812 7765 6514 7553 14673 4269 5290 15751
"202433_at" 16525 19670 17798 17213 15271 8621 16256 17348 16762 17095 16882 17861
"202434_s_at" 12153 15728 16164 6165 10471 19705 16975 14098 1813 21814 8358 11488
"202435_s_at" 22043 21912 22075 20267 22178 22119 20814 21239 22056 22016 22163 21701
"202436_s_at" 22197 22202 22242 21815 22214 22243 21322 22228 22245 22252 22111 22150
"202437_s_at" 22256 22222 22256 21816 22207 22220 21294 21896 22188 22156 22076 21936
"202438_x_at" 19232 3150 15854 2666 1825 16133 2559 6258 2965 3069 16198 6072
