"inst_419" "inst_426" "inst_997" "inst_1055" "inst_1158" "inst_1217" "inst_1642" "inst_1700" "inst_1822" "inst_1864" "inst_2677" "inst_4441" "inst_5074" "inst_5214" "inst_5493" "inst_5577" "inst_6176" "inst_6936" "inst_6977"
"214104_at" 4027 14499 9671 10014 6742 3462 687 7401 4429 20207 2709 18886 15696 6966 178 15252 6497 6256 9232
"214105_at" 6101 3531 8918 12759 5146 6643 5430 7851 12908 15129 8772 7559 9246 13546 11248 4944 1637 7499 4838
"214106_s_at" 21441 18608 20757 19168 3584 3245 21505 5174 3906 10477 20696 18438 21542 20050 16111 19654 3229 3316 15927
"214107_x_at" 19629 21620 13061 18056 18668 16431 16374 3534 3506 7660 12503 4114 15212 13237 15999 11919 16461 6987 18230
"214108_at" 11931 1323 1071 11255 18257 14257 20150 3973 143 7529 14857 18314 16238 20194 19752 250 16380 4744 1914
"214109_at" 14144 1953 11917 17499 2063 3576 13588 15961 3365 4456 13048 17434 5042 4891 17736 18641 16223 20482 15541
"214110_s_at" 1526 7428 22201 612 12483 2231 13546 17897 19644 16646 7301 16559 19313 20482 2791 13005 9503 20764 19754
"214111_at" 4037 10710 4010 6665 4511 6144 11818 12869 12806 17838 1791 6952 9905 10271 4182 8600 5181 12616 6452
"214112_s_at" 16588 15695 18258 17469 14925 13430 16337 16398 2476 6632 4465 15984 3977 20463 15950 15352 18566 18832 15796
"214113_s_at" 21422 17654 16741 17021 14698 15974 17075 18911 20310 6280 20336 14041 19985 12477 18282 16391 18414 6714 14809
"214114_x_at" 17552 6319 21470 22043 1824 17878 1162 5362 19143 3225 3684 15504 7229 16632 15225 19957 18873 20385 21732
"214115_at" 7284 11932 7484 10374 8031 6116 6470 9634 11976 15416 5905 6834 11593 7723 12705 6893 498 10654 7920
"214116_at" 14821 20416 18052 16546 926 1852 16439 2060 1188 21749 20071 12731 22092 18456 21924 21794 3310 18674 21820
"214117_s_at" 260 21640 17327 21885 20424 1675 18804 2657 1936 21640 4777 19605 20064 20963 663 16630 21170 10 619
"214118_x_at" 11502 21180 15097 18282 18276 20414 14322 2996 18874 972 15672 4860 5898 15753 19945 11573 11047 3281 15321
"214119_s_at" 13572 21 20583 2156 15292 13761 16602 3791 2158 10809 10876 16335 18562 14904 17910 3303 15245 3252 21163
"214120_at" 3891 10934 6628 5978 21636 9018 10827 7829 14003 20949 17895 17635 18873 14035 11188 14761 10931 7826 4613
"214121_x_at" 12139 19178 1591 275 19164 170 1612 1934 21363 933 14787 21831 19791 21842 21622 11841 18436 21781 20951
"214122_at" 8733 12954 5906 7325 7940 7678 7551 6346 8408 17971 9471 8574 11083 9576 8285 6788 1332 9170 7188
"214123_s_at" 8721 12663 19324 21318 21013 19212 2643 17824 6148 21758 19437 15437 20874 1741 5622 11765 2188 22021 20922
"214124_x_at" 14044 6255 357 19206 2220 20010 20310 548 2081 1210 20146 3512 20360 16312 6812 10356 14734 22066 19534
"214125_s_at" 5685 7593 6389 12211 11137 6496 10579 12129 12085 11948 2341 7701 13508 9397 10614 6573 5903 9760 10877
"214126_at" 11687 1760 21181 1825 20284 20287 1715 5842 21167 3973 11052 2321 15658 19797 17762 18633 1962 1521 18170
"214127_s_at" 7991 10518 4141 5338 6218 6172 7311 9287 12156 15707 5679 6725 12611 7848 11018 5916 6654 11103 8348
"214128_at" 19324 7155 7095 5434 8621 4180 8989 8797 1542 17654 2429 18290 17861 1859 56 14046 18631 21101 2218
"214129_at" 18633 2632 18712 17393 2076 4900 15791 5708 3062 1662 20036 13033 2386 20950 7851 18030 3619 6228 19045
"214130_s_at" 14073 6320 18762 14451 6561 17324 21743 2350 1638 5 12299 15612 387 19217 3180 12504 797 3933 2371
"214131_at" 4841 14949 10720 5828 10713 8003 10980 12041 9767 15534 5421 6857 8335 7780 11887 7946 8415 5212 8123
"214132_at" 15817 5786 17753 19904 16046 21716 13483 18726 7773 21440 15630 3687 15635 21096 16457 18901 21106 840 18941
"214133_at" 11955 7931 7775 6078 9609 9224 6197 7369 15582 19155 45 7788 15382 495 14508 4845 1106 12372 2249
"214134_at" 8162 12576 9991 6205 11422 10395 7229 11284 8415 19958 7568 8315 10411 5241 11899 8161 1924 7535 4736
"214135_at" 16421 18936 3376 11547 12042 9532 7973 8759 15566 18593 1562 9096 12272 9802 13539 1061 8052 1049 5218
"214136_at" 14756 15205 21586 19879 16795 21493 20047 16353 20603 5159 3686 12628 4843 13020 20179 11296 20817 20016 19641
"214137_at" 10844 10656 9906 10654 13534 11354 6699 8311 14695 13791 10501 9443 11420 632 16907 783 20589 14975 10148
"214138_at" 45 11780 21514 10117 987 1768 2627 16893 18048 270 21623 19972 7091 19915 22057 1868 12199 20524 201
"214139_at" 2470 21080 11521 4038 9607 10197 12709 8083 16388 20590 6480 9362 18680 412 2756 289 12038 13335 12981
"214140_at" 19117 4369 18647 20806 20247 15442 18252 16307 18815 4459 4871 16583 5894 2349 19791 10223 3755 17273 4517
"214141_x_at" 15355 2916 12762 2435 4179 5162 14133 19904 21274 9306 12274 4633 21019 14379 20899 19345 13852 5107 15410
"214142_at" 6368 13887 5189 5203 11408 9112 9746 13583 15323 11942 9868 11048 11544 6596 10568 7852 5025 9062 8616
"214143_x_at" 13006 2648 5797 14395 3773 3575 2544 5676 6970 11542 6653 8040 15566 12403 15908 3620 6232 5739 14129
"214144_at" 16997 15287 1394 1685 2582 1655 18129 16438 22137 9777 21340 2520 18454 20053 19947 13412 10966 1825 21466
"214145_s_at" 3669 11739 2581 6955 8541 11401 4415 6621 15412 14878 9251 8624 9465 956 9599 4388 7002 8641 9373
"214146_s_at" 5721 7317 10003 5486 10092 910 4622 9143 21799 15329 8224 10480 8382 5336 13201 7483 5697 14570 9118
"214147_at" 5684 9143 8412 10926 6546 10412 6354 6783 12015 17729 8719 9354 12269 5272 11863 9251 9799 7971 5241
"214148_at" 20347 3683 605 6285 2259 20024 1225 5 21354 3107 17612 2176 20912 921 22219 7 19423 16976 11720
"214149_s_at" 13179 17448 1717 16339 21265 1061 16918 1273 21566 2981 16230 15767 19693 16003 16608 10811 15631 16185 1065
"214150_x_at" 16708 3193 11604 16340 16915 13990 13021 3735 18163 8239 20963 12911 16491 17428 17237 11572 10970 6278 14841
"214151_s_at" 22126 10650 13223 19865 3994 21564 20347 4543 19847 10924 18157 14420 4256 17324 3624 11805 19749 902 18844
"214152_at" 18329 1695 20615 13048 21174 13030 20837 407 5012 7612 16116 1020 17209 2150 21211 800 18291 380 2831
"214153_at" 10308 12068 840 3757 21101 2092 20090 868 17764 34 4457 16087 21370 15094 3223 21194 2581 12819 8815
"214154_s_at" 14801 18935 2466 4645 11903 5692 4306 11483 9185 15961 8274 11066 3902 8173 13003 6742 6072 12438 12569
"214155_s_at" 21310 18618 13212 20750 19215 4293 21011 5412 20669 5384 18719 15897 16144 17842 4740 13338 14803 20584 20136
"214156_at" 4727 7288 4184 11852 7231 7074 12118 8943 16317 18015 10424 693 11573 4927 14533 1270 8372 8030 10859
"214157_at" 17716 18989 15949 17132 20620 3167 18405 18882 4679 5484 22099 16536 20610 18748 17181 18177 13331 2051 17573
"214158_s_at" 7956 14252 4629 9183 6270 10003 3833 8119 14474 9834 12802 850 7548 1911 12117 10333 11304 12566 4563
"214159_at" 7418 14129 11119 9545 10301 873 4710 7607 14016 16231 8409 7532 13844 10734 1695 5549 3741 15030 9755
"214160_at" 9556 12008 7592 11718 6595 6763 7740 8791 15391 19841 5708 1935 10787 9923 14346 9554 2670 8732 11154
"214161_at" 9591 15050 21883 10874 6776 2803 6203 11838 16466 12933 13504 17351 19541 1124 17644 2753 474 13392 246
"214162_at" 4804 14487 10249 14026 12198 12376 4309 13629 16463 19934 482 9681 11086 10105 10562 8887 10148 15088 12363
"214163_at" 5878 13785 12562 6495 16383 17105 13221 21608 7736 22081 21108 5132 21408 14096 22192 14304 21074 2462 3309
"214164_x_at" 1604 4575 15868 18699 5353 17858 12908 19010 21155 12107 5989 13026 21332 5162 18000 11670 6721 4388 4209
"214165_s_at" 6192 10782 7158 8744 8052 7895 4914 8373 10820 15425 8307 6843 11250 5277 12710 6973 7632 9802 8832
"214166_at" 22120 1362 4869 4923 8494 10641 2028 11040 10296 16938 11273 2704 13619 6821 3134 149 812 14259 10537
"214167_s_at" 13925 5511 1574 1997 14395 2356 3430 15107 5275 20709 11425 6341 15793 13283 4913 10699 12134 18329 4132
"214168_s_at" 20549 17684 12725 16177 11456 1772 17122 1750 2874 16309 9292 19998 861 21637 2232 12273 7312 4647 21048
"214169_at" 12327 10612 1624 1757 10890 4336 17574 945 1419 6165 8124 19204 16321 15923 6008 3520 1942 19896 3520
"214170_x_at" 12277 3134 15201 15325 4358 13695 14156 15681 17768 4782 17303 3421 18692 18000 20261 19975 19844 3621 19954
"214171_s_at" 4974 10258 3627 4112 9908 12198 11074 7579 15843 18167 7892 11281 11446 10442 6576 4510 5748 13022 7009
"214172_x_at" 18953 16134 17119 16690 18737 17642 13304 14936 2935 8546 2677 5093 8029 14503 17613 16348 20278 5786 3649
"214173_x_at" 14891 18426 14539 2284 15642 15700 13676 15927 5115 9041 12657 4732 15955 19387 17102 19724 11431 17247 19717
"214174_s_at" 4257 13166 10319 6633 10294 6442 12218 6393 15303 13063 1386 5594 12211 9601 14475 4745 9971 8407 9252
"214175_x_at" 7750 13383 4510 12329 8856 19702 12260 14530 19676 20559 8712 21739 18379 10850 11615 6044 1154 14003 12317
"214176_s_at" 12351 17051 3786 5984 872 1047 3720 1590 4983 2257 17099 2519 21295 122 2636 21806 16537 15759 642
"214177_s_at" 1660 2752 21117 5946 1311 2843 19831 1282 2303 3588 11368 21153 2477 16753 3609 16763 18742 6105 844
"214178_s_at" 14580 20735 7886 3833 13253 8681 9300 7696 15420 10181 4971 9864 12539 5752 10896 457 9730 9177 10192
"214179_s_at" 18422 16514 12206 19980 3821 19928 1176 21505 3845 9020 11650 15179 3583 17976 4290 12530 20586 19344 4477
"214180_at" 3353 4636 4426 3059 1588 12050 4907 6398 15936 21844 10828 1404 1684 8350 16924 17068 20275 7360 11073
"214181_x_at" 7850 11594 4031 8385 19074 12363 5164 12381 8804 5655 11907 7728 13926 10233 13644 8365 13672 9113 9442
"214182_at" 21350 2137 1716 19577 18767 2391 14479 20165 1965 5333 15149 17192 15584 14021 15576 15658 14858 19132 18032
"214183_s_at" 7557 7953 5466 8458 8519 5194 10467 9682 11139 19920 5068 7394 8612 8606 13827 9523 7176 10138 7416
"214184_at" 4228 13642 10792 4896 12037 6916 10008 7537 12940 20496 6076 12145 4334 7147 12394 2755 11683 14996 12854
"214185_at" 11081 20677 9721 11234 1820 21043 4470 9902 21876 3073 22100 1466 21846 5363 11729 9268 479 7112 4579
"214186_s_at" 9304 8761 8148 8020 6233 5354 8153 12784 12457 15761 6459 7621 9424 10272 12674 4332 7075 10996 9041
"214187_x_at" 761 2007 10564 7610 9598 9815 7380 11646 11989 17755 5385 6770 12585 8821 11288 6761 5983 10794 8071
"214188_at" 7323 11956 9338 5679 8670 12858 5197 13084 9977 8442 19188 15686 9794 8832 17874 4953 19353 8975 4190
"214189_s_at" 8786 17323 3764 9544 12647 5808 8193 13686 10747 18029 4897 11311 13237 11663 8722 5160 431 14919 11027
"214190_x_at" 951 8852 15076 19304 18070 11289 120 941 15468 1567 832 696 22024 16432 1953 21577 16279 41 14381
"214191_at" 10446 10386 2424 11752 7233 9541 5709 14514 14174 20025 8484 2840 13663 7103 13064 6540 3895 8687 5326
"214192_at" 6463 11515 4058 4728 120 12660 10134 712 15608 12924 12646 10938 1016 11893 10726 4994 747 15454 6437
"214193_s_at" 19890 384 15620 1695 21105 4893 21030 18574 5291 10885 20630 14925 4127 17574 21473 12152 11895 22003 4244
"214194_at" 16595 3973 445 19463 14347 2593 13554 4871 21535 800 17471 13012 3244 20635 6368 13919 15990 21321 20837
"214195_at" 5980 10296 10238 3286 15600 7368 5394 6341 16282 3499 13738 9699 1742 10694 9023 8833 15366 12774 10621
"214196_s_at" 17199 20883 1495 14283 2105 14516 1168 451 17220 8424 17236 20630 19320 2807 9166 19264 18867 19399 755
"214197_s_at" 602 15885 12157 19477 1361 16379 18073 18319 19187 2679 1249 15482 7931 19088 4209 21251 2964 21348 1742
"214198_s_at" 17426 2311 16734 21879 19402 4365 21670 19664 19088 9037 13343 4536 14480 17915 17897 10184 11714 3906 1940
"214199_at" 4309 14004 9313 3946 3630 12163 11290 7313 8421 18737 9797 6863 11677 5346 10080 4381 4904 223 2864
"214200_s_at" 7077 10229 9403 12399 6669 10402 5989 11981 13488 16467 394 1426 11021 9920 2782 5439 1109 12538 13321
"214201_x_at" 16446 5143 19569 1124 21598 22166 21305 18774 22277 22123 14406 1106 7742 12473 3762 19868 21538 16882 16899
"214202_at" 21265 2474 975 118 84 21122 19538 2531 3822 6315 1538 16876 16174 21240 5718 16658 14176 3668 13972
"214203_s_at" 21644 5872 21017 5664 9458 10193 18563 21452 9076 18837 8533 10067 10471 20388 22041 19510 8705 22085 316
"214204_at" 7610 12841 5668 3130 10017 9352 4043 13924 13269 16413 6867 10124 10065 9610 10724 9587 5112 9332 7097
"214205_x_at" 18760 18909 11703 20228 21088 21376 22028 3673 18740 11549 21458 17827 18754 4546 20302 1281 15030 18907 19357
"214206_at" 4886 13871 5196 8483 8106 7937 7242 9671 13314 15822 6815 7996 8962 7541 10325 5719 6176 9968 7267
"214207_s_at" 4417 11582 11387 9343 8704 8171 11931 8315 12311 13066 227 9688 355 1472 13331 1280 9467 15246 328
"214208_at" 9068 13168 11153 5732 12607 8462 12327 10620 14672 16741 1130 507 11797 11888 1168 4923 4830 8012 4609
"214209_s_at" 960 7083 18619 10155 11385 6830 18 289 16639 14306 8991 15276 21934 1643 2055 1215 6092 1624 19272
"214210_at" 16552 5949 20262 17878 2255 21269 14213 16767 1259 5958 12041 4364 22063 1822 16346 20205 755 18166 14232
"214211_at" 15263 6675 14645 15890 4204 19100 1083 19190 17836 638 19922 11825 6251 2122 14781 17538 19087 18936 13881
"214212_x_at" 3411 20514 18424 16465 12499 2248 19712 1876 5868 18049 6206 2910 690 19482 17197 344 4429 19987 19947
"214213_x_at" 1403 17336 14084 4803 18215 21481 20962 21242 4100 5907 11070 18583 419 20809 20931 20931 22085 240 19067
"214214_s_at" 20059 4497 13395 14793 18459 5157 14531 5545 19302 10134 20573 19389 8121 14477 15801 10982 16991 6305 3844
"214215_s_at" 8342 16962 3133 11952 7215 12794 10882 11758 8806 18787 2229 9620 4026 11103 8809 2032 9488 8748 9087
"214216_s_at" 3232 17802 1359 1376 275 16853 114 16712 9104 21114 2045 1385 7010 19677 4922 14745 15955 18384 14754
"214217_at" 10595 11953 8812 7036 11002 7834 6633 9965 8888 16988 9672 9941 11618 10116 10949 7886 2447 12790 8628
"214218_s_at" 13477 11833 5212 7414 8506 6708 6369 11814 12922 12780 1644 11955 14026 9471 971 13439 19116 8968 9046
"214219_x_at" 7881 11879 8156 7169 7812 7768 7697 9360 11617 13812 10075 8920 9970 7420 9793 5642 8847 9590 6912
"214220_s_at" 17760 5188 20967 21588 2763 18793 20232 16624 20418 4979 11981 16403 14489 5207 17909 12534 2626 4379 14309
"214221_at" 15061 4005 16753 21506 18505 16224 18571 2326 21421 1919 17308 3509 19508 19205 18524 21275 18934 18839 15218
"214222_at" 3427 10682 6949 4101 8579 2828 7854 9741 9413 20010 1916 5959 15715 10897 887 267 94 8204 11474
"214223_at" 5281 12234 4198 13430 5153 10949 4086 10629 16288 18823 8257 10194 10887 11643 9149 6747 2483 2100 11844
"214224_s_at" 16851 19510 15815 519 17892 20576 13973 15049 2937 4431 12379 4066 19671 13722 19441 18475 12349 3508 14698
"214225_at" 17263 16006 6122 6305 10910 5085 16443 2178 675 16210 22198 2057 16643 152 16619 21385 2338 8553 15804
"214226_at" 3815 17671 4297 4674 375 7407 6576 19389 9909 15 20419 17663 21670 223 2420 20862 13616 20412 207
"214227_at" 5571 14148 6310 7274 7917 7675 7783 11884 11972 16266 6966 7312 10671 8236 9471 7647 5324 9490 6554
"214228_x_at" 7882 13279 5456 3268 7540 8317 8066 6479 12663 18244 8799 6692 8264 10729 12362 7635 937 7673 7865
"214229_at" 100 572 5096 13830 7337 20441 6942 4480 11343 16358 1269 17747 21640 9089 22052 442 21238 1330 762
"214230_at" 13491 1572 6339 10695 16954 21159 8283 12031 13592 6960 3422 18446 22171 4240 9734 20337 12620 12950 2144
"214231_s_at" 11988 19487 13688 96 857 16062 20819 17912 4768 5175 3388 2209 17148 21130 22211 12305 2429 22131 19656
"214232_at" 12846 1056 7922 13286 13429 20746 16547 11507 12241 18230 21829 5685 4379 20890 21442 1053 18455 15858 9009
"214233_at" 273 16961 11093 3922 5830 10658 11315 10449 15707 19924 8595 2179 10518 2600 4439 13983 607 12204 12841
"214234_s_at" 4367 15034 8701 10293 13447 10031 10824 7405 2619 19383 7556 8735 9484 7048 11151 8393 10742 11173 11793
"214235_at" 16423 2221 901 5094 808 8359 12367 6608 11442 12189 20638 3929 19014 10939 18469 20241 19852 14368 9244
"214236_at" 11774 21278 6354 10883 9566 18043 5909 11152 11089 19914 14403 775 19738 21104 14875 13027 2642 17225 9277
"214237_x_at" 1953 21756 8091 568 4863 144 21427 2324 16358 18589 2489 21038 2471 1848 19913 11177 6651 8405 18216
"214238_at" 13054 6768 10072 7706 5627 8162 5120 6932 13439 3562 283 270 11307 12222 9168 128 5430 12251 12886
"214239_x_at" 2906 7137 20027 20642 7213 21535 16892 21656 21509 291 21980 19747 17883 13312 15811 17197 19524 1104 19645
"214240_at" 21961 3045 18343 600 16530 1517 15932 15625 6671 9425 18256 19392 4928 17607 6621 14428 12406 18042 3017
"214241_at" 18698 2122 402 5072 17285 19729 1229 2634 19696 22149 4131 1355 22248 13474 20517 10335 3598 2354 829
"214242_at" 4117 14442 8558 11964 13176 7036 8248 14268 15036 19295 10727 10703 10605 7107 8900 9228 9132 9061 5940
"214243_s_at" 13331 12664 7489 5065 5711 2631 6786 8517 11098 20004 7125 22241 290 5670 10598 6895 4937 9434 5513
"214244_s_at" 14459 1816 14309 20292 21175 14794 16358 1332 22001 2005 22275 13263 4719 13776 16626 15656 21987 21811 2214
"214245_at" 16920 16231 17392 5748 21722 16684 17588 2200 14233 985 11593 14259 1322 17242 21808 13191 20379 15243 483
"214246_x_at" 1007 1755 21458 15785 578 22147 1809 18840 7990 21369 13994 19064 19635 15585 4892 10612 19740 1190 3511
"214247_s_at" 10011 13830 4994 10082 4715 10250 8195 11255 10455 18790 5173 11596 9025 5358 14385 8405 4668 13846 7393
"214248_s_at" 7404 11793 8998 13544 8013 9847 7527 9556 10685 15380 5684 311 1968 9473 13997 6614 7240 7623 4760
"214249_at" 6157 11312 10737 7926 9085 12691 9056 10472 8636 15539 7314 174 14267 5702 8628 4520 7202 11640 4576
"214250_at" 6916 13657 9335 14148 22218 19380 894 915 14727 14047 22249 21772 16839 21222 517 22078 20905 678 295
"214251_s_at" 13412 2460 15130 14466 3495 21340 2807 1846 10974 4446 17307 19706 8206 13497 9095 10374 4182 15313 20823
"214252_s_at" 18596 12146 12180 19079 21374 837 18483 17891 1094 1401 14579 17171 15826 2858 16168 2079 15668 22223 21459
"214253_s_at" 8120 11102 9738 13932 12283 12134 10855 8938 16214 13256 3055 4200 1864 12180 1258 9783 9951 8995 5571
"214254_at" 7080 9486 10636 8272 10384 9984 3838 9532 8730 19913 7901 7718 12047 6883 13077 9407 7361 9661 6985
"214255_at" 4879 13415 6097 10532 20649 13608 9360 10523 13605 6903 10891 757 2113 12033 10588 8146 16429 8948 9267
"214256_at" 14485 17280 7197 10913 187 11469 12010 12523 3308 20576 301 19190 12482 12197 7891 5562 19586 15527 12955
"214257_s_at" 21799 988 813 15564 16219 345 2694 1663 1825 6628 20725 14884 14514 1306 7876 2975 4204 19692 18825
"214258_x_at" 12283 4229 18798 16633 15072 2293 2349 15606 4967 3041 3923 13740 19067 4609 4212 17657 16925 16217 14076
"214259_s_at" 17161 4664 17092 17552 17763 20671 17411 15115 16794 4043 17744 18639 17152 4582 7302 19639 16787 4148 15356
"214260_at" 1292 18813 31 12020 21059 3118 563 1589 20957 3070 1894 19208 18465 13017 2486 17376 21856 21511 440
"214261_s_at" 22189 16642 2604 7852 9214 9486 5095 12848 15289 16196 9836 10141 12404 10738 14382 7641 8594 10906 6072
"214262_at" 5324 13521 10201 13187 11368 10101 5295 6789 9892 17593 10130 7069 9221 8603 10488 720 8041 5555 3572
"214263_x_at" 19965 4491 14803 17086 15283 3764 15958 18280 16841 6719 16751 19671 17374 13850 7778 16476 15071 18280 3621
"214264_s_at" 20087 2193 12963 2464 18245 16626 14847 16348 17740 7163 17521 18228 18510 13074 17935 17666 13659 2342 15032
"214265_at" 5652 1097 11075 13783 4990 11759 2320 7307 12116 17063 14102 19595 1777 1501 10947 15796 1944 15803 9475
"214266_s_at" 19448 21518 18770 18040 6618 4003 598 21918 16709 7664 3718 14750 4377 12709 5742 2124 12626 14932 16544
"214267_s_at" 5868 13133 4985 11815 13039 11968 10517 6231 13786 18452 10618 7107 13988 5365 14259 8799 8593 15065 5865
"214268_s_at" 11793 6197 14294 18988 1413 20301 16719 18642 522 3604 10824 5015 2105 3089 18795 15165 16764 1971 19943
"214269_at" 5794 13385 6128 8149 10287 12344 11283 10426 11184 15986 8007 8282 12537 9733 8347 9094 9031 13788 10950
"214270_s_at" 13613 14821 5215 9933 10855 6705 5269 6967 12625 15586 6181 22062 19865 674 11843 2146 9183 12308 6233
"214271_x_at" 1944 6134 5406 1085 3270 3956 2534 15650 6469 20734 6640 11958 15451 13950 5212 5756 6208 6498 13695
