"inst_5925" "inst_5930" "inst_5972" "inst_5977" "inst_6893" "inst_6898" "inst_7083" "inst_7088" "inst_7506" "inst_7523" "inst_7528"
"213901_x_at" 411 22179 16069 20860 21711 20697 21088 20432 12705 16753 21892
"213902_at" 3738 2776 17727 7024 3385 2176 1690 8603 15622 2982 16736
"213903_s_at" 6894 19714 20565 2132 746 5147 12066 9903 9864 21867 9011
"213904_at" 9817 13994 14115 8928 12317 14480 11553 11318 7388 21430 11066
"213905_x_at" 15601 3253 21473 2256 460 3387 4967 13725 13759 7764 8301
"213906_at" 19009 20769 4261 20566 18745 4416 19036 20334 5143 18012 20936
"213907_at" 8240 7953 18635 14577 1926 795 7528 6787 4145 14942 1643
"213908_at" 1193 18785 20892 531 16726 16537 1016 18961 12013 3489 1179
"213909_at" 14416 1194 18246 1050 250 11264 7279 15284 7498 2341 5254
"213910_at" 10463 9994 16865 13395 5544 15059 10553 10119 12825 11024 7060
"213911_s_at" 16723 7255 19233 15953 2483 4639 13915 8159 15011 4923 17078
"213912_at" 4705 3135 1936 1805 620 7932 20621 7671 2629 18728 45
"213913_s_at" 15840 2386 580 961 13392 3060 1698 509 19752 6517 213
"213914_s_at" 9012 15454 15790 13380 19849 16036 12627 17362 12406 7115 17375
"213915_at" 12717 9990 17211 622 7466 13567 8647 9981 10010 8308 10212
"213916_at" 3740 7343 19306 19978 16196 21269 18732 21737 2534 2514 5142
"213917_at" 10418 13309 13867 9979 6183 16659 8952 13112 18581 18518 13808
"213918_s_at" 2891 2685 537 21363 20472 18534 3635 18072 3911 2153 14232
"213919_at" 21452 873 19669 4244 195 18590 6383 14311 17018 4527 12206
"213920_at" 12153 9352 19065 11725 15207 16885 13597 9718 7505 11994 8004
"213921_at" 13655 10354 17344 11418 7675 10150 1989 16335 10251 12440 13924
"213922_at" 8769 7557 10435 14070 15504 763 17820 20380 1618 21599 840
"213923_at" 8603 18886 4020 21726 16001 4447 14688 17889 13943 17041 20848
"213924_at" 12664 19975 13044 18400 8989 8418 9449 8823 8157 8326 13126
"213925_at" 3881 10040 12937 10561 10208 15739 5793 15522 12475 20991 1214
"213926_s_at" 2488 8523 11529 19900 20365 1783 15587 1806 19735 21524 1685
"213927_at" 4626 19855 17856 15043 21671 3130 2868 19597 14990 13634 1765
"213928_s_at" 5523 9317 12234 8942 19195 12021 19302 9026 5729 11021 8665
"213929_at" 20260 5653 19698 7417 16265 5212 16739 4536 10072 19852 5067
"213930_at" 7622 3363 19036 15304 4672 6754 2911 1752 18253 18677 1917
"213931_at" 18083 21912 1897 22039 21935 10 19386 22005 501 20757 16727
"213932_x_at" 20096 7676 6227 7580 17526 7269 746 4840 14798 2456 15270
"213933_at" 21823 19980 16461 12440 6297 12356 7261 9798 8066 8497 8968
"213934_s_at" 6172 3560 18917 3335 3121 1067 20546 2640 19183 19242 3079
"213935_at" 8263 7007 20122 3938 10773 8662 20413 8629 591 1942 6401
"213936_x_at" 21915 15673 18398 2057 21492 21589 21406 7402 22279 6407 15813
"213937_s_at" 20165 4010 21765 3762 11539 2209 21792 2772 19129 16832 4342
"213938_at" 10249 15461 14817 19596 17616 10250 9351 11176 13275 12693 11984
"213939_s_at" 2545 18444 18912 7609 11819 546 1021 7962 3314 519 2772
"213940_s_at" 2160 21838 1047 6839 20496 3401 1516 2274 14509 18015 14422
"213941_x_at" 15369 8168 14710 14791 3849 9775 4330 7520 14035 13738 5028
"213942_at" 1845 345 5104 220 1117 11162 11200 10145 1152 8094 14053
"213943_at" 5955 21433 11869 7267 21402 10310 4937 18658 12498 8023 19862
"213944_x_at" 8596 6254 4308 4380 12849 19973 4533 2562 17530 14995 16113
"213945_s_at" 16576 15658 4324 1926 4513 744 16666 17860 21740 2848 5794
"213946_s_at" 794 1186 15709 22116 6152 17697 3888 15294 8212 20373 21193
"213947_s_at" 6743 5339 8861 4545 19177 1093 14119 531 2519 1819 612
"213948_x_at" 21259 21447 11006 1464 20072 16670 16275 16979 7090 1948 13561
"213949_s_at" 19305 5433 15325 193 19421 10276 9639 16868 7829 5176 7196
"213950_s_at" 10838 3432 12721 11339 7394 12298 6313 16709 6975 12346 17880
"213951_s_at" 19504 4282 10202 16340 13147 6741 1095 18536 6677 16953 15401
"213952_s_at" 21620 10470 13954 390 20351 16117 13621 10404 7206 9249 8694
"213953_at" 11168 14208 12636 2589 20191 16028 6412 10080 8195 12879 15325
"213954_at" 17972 16740 18415 6850 548 5076 7295 3707 385 2243 15513
"213955_at" 1481 16273 4513 12266 150 16161 12086 5657 1029 1106 20861
"213956_at" 2984 21892 19761 6549 17412 8012 16816 21885 3826 6484 19132
"213957_s_at" 8152 3735 1066 20304 17885 5190 19112 8390 4390 13908 15492
"213958_at" 13310 9744 18760 11046 15233 17701 5572 15836 21421 11081 14056
"213959_s_at" 18625 92 14069 21226 14959 5141 3779 9629 19923 12608 21284
"213960_at" 12444 9092 15664 11831 6917 12739 7651 10903 9335 9363 9413
"213961_s_at" 9476 12660 13560 11188 9619 9979 7740 11880 13595 11539 8711
"213962_s_at" 13566 13076 1013 14736 4043 15459 12229 14743 12690 11053 8159
"213963_s_at" 21334 4000 18486 3848 16121 3028 20293 16876 434 3243 21348
"213964_x_at" 13901 9726 15163 9078 9910 17488 11100 15052 11554 12437 8869
"213965_s_at" 12368 4320 15548 8034 10002 11279 12732 14296 7366 11419 11263
"213966_at" 744 8784 15577 9632 21513 9972 5989 15943 3345 3234 21528
"213967_at" 14017 20225 20377 10151 6255 12608 6200 11600 7794 8257 8621
"213968_at" 14950 3996 17139 1309 4039 17412 11068 17437 10893 601 8372
"213969_x_at" 3838 15436 14422 11163 11866 18529 15287 4856 14229 15770 14489
"213970_at" 8635 17737 18028 3919 1474 1699 16155 482 1190 20533 5652
"213971_s_at" 8359 18510 7067 7836 15578 9003 4205 21342 6351 14132 17597
"213972_at" 8289 15318 16799 11732 7423 10437 13412 15938 9950 13086 10147
"213973_at" 17111 2493 16443 17198 14452 5143 6561 3120 21388 22187 14349
"213974_at" 20051 1741 275 3309 1051 9714 12456 1480 10150 15128 1261
"213975_s_at" 13079 11649 21119 13238 9877 16267 5846 12853 7870 8034 12230
"213976_at" 18534 18462 1076 11005 10349 5729 17822 16801 14306 22226 6070
"213977_s_at" 3523 16691 17652 5039 21246 6827 21622 18223 16742 5143 3151
"213978_at" 19872 7888 21676 3955 9747 2745 13135 9231 1845 1218 16651
"213979_s_at" 15014 20473 18852 1944 16583 7683 3100 19815 16608 14111 3444
"213980_s_at" 8853 6573 10187 15023 16495 5883 17943 3204 15997 13400 14245
"213981_at" 22265 10920 21964 17997 10356 18023 11091 11723 1140 22255 6696
"213982_s_at" 18321 19503 18802 3420 20105 117 20324 5216 18656 19968 21303
"213983_s_at" 5032 8051 1245 18866 1940 424 14400 3641 3012 4291 6657
"213984_at" 17364 18139 1937 17825 14726 4293 19327 7475 3678 20462 15873
"213985_s_at" 13999 13978 13759 9734 8291 14800 10215 11400 9057 7356 7753
"213986_s_at" 13011 21283 21589 5938 16219 22176 12659 9613 13186 117 19661
"213987_s_at" 12928 11339 17049 12494 9347 16928 12664 15391 12670 9039 9419
"213988_s_at" 19854 21697 4952 19372 18830 8121 260 20083 12435 4288 22028
"213989_x_at" 21902 1560 18421 553 11790 18426 19216 4463 14261 2746 3966
"213990_s_at" 16812 11061 12110 13436 10369 15894 11060 17308 11080 11983 14138
"213991_s_at" 13061 12266 12680 1096 10393 10607 13020 12191 9579 9080 8915
"213992_at" 3052 19954 21437 19585 20304 10404 11538 20140 19576 2145 5252
"213993_at" 4892 18870 12355 3306 6684 10175 8085 11265 9630 9643 9785
"213994_s_at" 1989 20774 13016 10082 8933 13536 8617 12770 7841 7980 10184
"213995_at" 8275 16267 6285 19102 14616 4589 2405 4644 3258 4645 18098
"213996_at" 19456 1352 16213 2504 21702 12363 11003 15156 19231 82 2713
"213997_at" 12620 10194 12982 10058 8803 14935 10390 9751 11189 12874 12001
"213998_s_at" 2685 21752 4325 19611 19576 20058 19079 22224 15655 19693 16997
"213999_at" 19259 19390 10842 12680 20713 18585 16261 9127 7517 20806 8297
"214000_s_at" 18006 21802 19050 4579 22177 15845 6183 17278 8144 22069 14350
"214001_x_at" 18795 15511 18067 19940 1385 18572 738 1846 2363 19022 1468
"214002_at" 5061 465 2114 15515 17802 20141 15672 5876 5467 18328 20784
"214003_x_at" 11750 18203 14766 11429 3087 8546 1375 19701 2139 15150 3985
"214004_s_at" 4224 6866 18550 2751 19887 9080 3725 20026 5036 14746 16705
"214005_at" 19804 8331 5749 14641 20734 3805 14168 4589 19748 5162 14740
"214006_s_at" 17262 1532 9375 7070 18976 6885 3536 18232 18957 5953 16934
"214007_s_at" 1351 19162 12005 3781 18414 3677 1263 21900 18495 16293 19393
"214008_at" 7447 17187 6720 20868 13681 20739 16296 20758 16668 20249 18035
"214009_at" 2215 20557 11125 18772 243 6625 362 7270 22144 3102 3187
"214010_s_at" 9043 208 16428 22184 5145 6474 13263 16814 12253 20432 13417
"214011_s_at" 19536 1024 4289 4171 2688 17790 2185 217 18004 17415 1327
"214012_at" 11081 4426 17296 20635 13035 13298 8315 4591 9769 9762 14861
"214013_s_at" 13344 6089 771 14085 9068 12045 12837 10989 7798 7831 11959
"214014_at" 7759 7485 18203 7052 17422 2299 21716 18899 1024 2344 15774
"214015_at" 10500 13332 22180 18791 21670 16050 6242 14785 21471 13240 3639
"214016_s_at" 3598 7691 8304 5226 19291 3869 1382 6887 2998 5544 4664
"214017_s_at" 3080 2632 21645 79 21790 2409 115 4249 1827 1980 1073
"214018_at" 11735 11723 14751 12832 5408 13868 7060 13206 10263 10160 10513
"214019_at" 22043 12521 11920 21194 12687 12343 12080 15816 3757 12042 2608
"214020_x_at" 6257 4216 21024 934 2510 22250 1777 1615 19194 17154 4939
"214021_x_at" 20303 36 6931 6356 1121 113 489 2470 15291 14366 5273
"214022_s_at" 16484 6624 9386 20728 21453 5031 1947 19596 154 20001 1271
"214023_x_at" 1523 308 5477 15357 1099 21629 5497 3932 7866 19796 17514
"214024_s_at" 19480 13046 9334 12645 4722 16352 11779 11883 6971 12299 9487
"214025_at" 3436 13157 14534 12612 7116 13049 19911 12171 9566 7398 9712
"214026_s_at" 21872 14147 11647 21213 7318 13334 5605 12517 7996 12915 9986
"214027_x_at" 22182 16926 21687 18271 351 10571 13937 17256 2963 20838 7763
"214028_x_at" 3137 21950 22228 7230 21348 4123 20670 499 18167 16773 671
"214029_at" 13913 6771 13561 10961 9488 13449 8497 9977 1952 7864 7919
"214030_at" 20251 5185 20192 13910 14238 350 869 3463 549 204 4684
"214031_s_at" 4889 3194 12203 2197 1056 12737 7648 11788 13559 9362 4404
"214032_at" 6302 13730 14307 13140 2281 11307 16013 16265 22062 12831 5541
"214033_at" 17579 14397 8075 20775 18772 19709 18213 19023 5996 18693 12430
"214034_at" 21343 8927 12262 2577 5462 10569 12223 17481 17612 8662 11416
"214035_x_at" 6046 18049 7138 5956 16208 18617 13738 18279 6130 1381 15391
"214036_at" 2763 6402 4158 15712 301 18016 1040 4354 3785 15801 5521
"214037_s_at" 711 3920 19129 15161 22186 7654 647 21042 6868 18211 400
"214038_at" 13234 13849 21660 11079 11518 11043 12891 15021 21582 19067 11829
"214039_s_at" 12061 4932 15098 13905 4707 8603 15340 19041 16275 14909 16519
"214040_s_at" 4785 11340 16963 11890 10490 12756 4996 11806 9345 9376 13462
"214041_x_at" 2627 2663 21278 822 11296 7751 1282 3545 2469 16266 1205
"214042_s_at" 2691 5579 7170 7111 11933 2471 2776 3110 2562 4216 4843
"214043_at" 9131 12558 20946 4451 10487 15564 10896 15030 12916 7263 7832
"214044_at" 2839 16647 22279 14669 20054 2049 2604 10340 16224 94 12905
"214045_at" 5499 16303 909 3271 2906 7226 16033 20187 6835 18974 19107
"214046_at" 17384 11641 2179 10689 9418 18445 19262 15192 3865 4439 10231
"214047_s_at" 7708 4971 7285 8810 16515 5235 3730 2117 5738 4178 14922
"214048_at" 18624 18277 11618 15138 1054 5581 2190 7929 21374 2729 16056
"214049_x_at" 10052 13483 12322 6412 9838 11554 7737 10984 9389 11627 13193
"214050_at" 13883 11899 16544 3742 6231 14394 4913 16340 1747 12564 8789
"214051_at" 15928 19208 2827 20515 20114 19804 4108 19984 3378 20362 18926
"214052_x_at" 7410 20079 11413 19567 14777 9661 18484 21282 19553 3846 2733
"214053_at" 14224 11309 18616 292 1162 16583 12330 11667 8054 7755 9331
"214054_at" 9469 21483 10599 19556 8617 11866 1722 17003 11913 16619 8314
"214055_x_at" 8129 4894 18622 7881 16579 4700 4204 5552 5551 14175 3623
"214056_at" 18447 2755 9447 3450 14443 9616 15112 2127 3632 739 1842
"214057_at" 3082 7223 18193 7516 21584 2585 17927 21866 6166 1698 1956
"214058_at" 19932 3766 2938 1402 15297 542 22173 4670 10227 21865 1405
"214059_at" 9257 5235 4534 4526 2837 15125 11104 16104 13553 8242 14010
"214060_at" 16600 18089 6268 2321 10815 20051 20258 21216 20780 15481 18434
"214061_at" 17396 15761 2862 17693 14340 7987 4157 4184 5681 13913 18167
"214062_x_at" 22130 21270 18139 15184 97 710 21928 10699 3550 743 16835
"214063_s_at" 13431 14537 15360 11451 7772 11706 9208 13403 7564 10261 10643
"214064_at" 11445 13733 15856 1516 6926 17157 12589 11799 19720 9051 4910
"214065_s_at" 1295 14173 17207 2576 18670 14801 10217 15675 8897 10845 3267
"214066_x_at" 484 21579 17937 18256 1906 17964 20867 20484 16842 15586 21206
"214067_at" 12331 10535 16600 12872 8723 12684 7566 11704 9275 9316 9352
"214068_at" 10608 9303 12743 3635 5902 12826 12149 11882 9393 2321 11920
"214069_at" 10846 11735 13304 4178 21227 17323 6273 17090 11763 12367 7014
"214070_s_at" 19616 15592 18191 16454 6875 21582 7560 11695 9272 12860 9347
"214071_at" 9105 9630 14740 11413 7661 13837 9007 13166 7826 8311 9119
"214072_x_at" 16534 20757 49 460 21480 13836 13681 3455 18118 12482 73
"214073_at" 18221 7785 9819 18638 20378 18638 3498 19844 2229 17328 6897
"214074_s_at" 5632 17890 4214 18168 15342 20215 19102 21873 19837 1972 20437
"214075_at" 16215 17243 9091 15728 15838 20858 17623 7948 2772 3011 6274
"214076_at" 2240 65 9214 20308 12436 7293 562 21061 21894 5899 15224
"214077_x_at" 18911 7064 5086 2318 15161 5665 1506 2521 4294 1967 2836
"214078_at" 12155 18927 6616 20500 14789 6868 7079 5227 13435 9146 20430
"214079_at" 8598 2886 18321 17687 4885 3911 1367 5983 16183 1885 21106
"214080_x_at" 19316 7232 20733 5632 16571 6644 14801 5350 6624 15716 14891
"214081_at" 12242 13596 8250 9068 13263 17208 6847 12650 7554 4939 12661
"214082_at" 306 5348 164 1775 1406 10602 7025 1278 777 9170 391
"214083_at" 21215 1565 21390 14938 19833 6991 38 6339 20073 21448 21864
"214084_x_at" 12521 9538 19333 9097 8031 16815 9752 9856 12214 18664 7904
"214085_x_at" 1237 18129 126 6715 11260 19170 91 17966 19978 2303 19725
"214086_s_at" 15931 18560 3704 19602 13041 9527 14468 19599 6746 16169 19226
"214087_s_at" 9345 16933 16513 13259 20982 16883 19292 9362 8426 21647 20939
"214088_s_at" 915 17093 21195 550 17159 14683 19828 21959 20180 10768 20236
"214089_at" 2207 10052 9694 8454 6401 12533 13380 9300 12892 13304 13190
"214090_at" 21649 18633 468 18076 20545 12339 5632 12415 9730 12333 12151
"214091_s_at" 16923 13214 11915 4871 7588 18622 21692 17320 2356 3390 10378
"214092_x_at" 6218 8062 9637 4141 20005 4698 15402 20012 2289 15093 6683
"214093_s_at" 16249 16146 6990 20185 10756 1483 1257 21022 550 17486 21037
"214094_at" 18078 12831 15028 11825 21730 11486 13235 17394 11207 11429 13946
"214095_at" 14575 6153 8600 19685 14886 8041 1249 5585 2949 4045 14230
"214096_s_at" 16014 16707 17662 8145 15785 18321 776 19393 16785 13991 5579
"214097_at" 16706 7389 9033 7150 16444 8515 2947 17599 16149 4700 4687
"214098_at" 3143 1891 21644 17880 234 6873 10836 18784 17984 8551 21703
"214099_s_at" 3756 22136 2479 5234 14069 1401 1462 4968 22096 6868 13741
"214100_x_at" 19214 15633 17718 5541 15590 7782 15154 6610 15460 3067 16076
"214101_s_at" 20382 18552 10509 2430 11608 20311 3865 1877 20705 1682 3211
"214102_at" 8723 15833 4753 4502 4156 1894 19781 1092 2661 21659 18968
"214103_s_at" 1207 11817 15188 12105 7864 12068 5484 13583 10498 11425 10776
"214104_at" 3685 6080 20890 13723 15171 16211 5859 6779 6045 8378 3166
"214105_at" 18072 11666 19070 20317 19189 15395 12631 10669 7973 11758 8557
"214106_s_at" 4499 3150 10958 3572 18537 777 14166 4213 14592 17803 1918
"214107_x_at" 4659 18486 10216 3523 15369 18756 21434 20942 3240 1953 21680
"214108_at" 14599 5809 11846 6870 17046 4755 17191 2846 20403 19922 16721
"214109_at" 15045 6352 4319 19389 16466 3916 3531 3722 14706 13645 4793
"214110_s_at" 1186 5391 19436 7732 17669 20923 14282 7007 13902 16122 1684
"214111_at" 14344 501 7657 6457 9660 10275 9573 15773 19944 7212 8371
"214112_s_at" 7198 6614 8280 8858 11525 19040 16738 19552 4516 17203 16566
"214113_s_at" 17187 2997 6840 4890 12585 3697 14231 4735 14053 15247 6684
"214114_x_at" 16590 6694 11093 20054 18641 20441 19620 4425 16188 5658 5362
"214115_at" 12354 12917 12470 10411 10435 14145 9360 13559 10482 10358 10751
"214116_at" 1917 18674 3841 8467 21098 3502 20615 6922 900 5951 621
"214117_s_at" 21730 15619 11707 602 19328 219 20626 19514 4537 2021 22212
"214118_x_at" 4283 16427 7243 13819 20521 18254 18688 2009 1707 3546 17483
"214119_s_at" 4214 19278 2712 20401 17926 5559 22152 20766 15762 15435 17692
"214120_at" 398 13062 1563 1660 2344 15990 13369 12459 9756 12610 9941
"214121_x_at" 21291 993 18768 17821 18873 21932 3703 6127 5401 19672 4656
"214122_at" 13222 9836 14540 12756 12502 13070 5773 15499 9585 4315 9728
"214123_s_at" 20481 15092 8849 4704 14932 20300 175 21349 20869 17571 15948
"214124_x_at" 18156 2931 378 4154 16465 20082 8579 21076 20796 6028 383
"214125_s_at" 9219 1537 10028 1145 21365 12877 6587 17062 9431 8438 13584
"214126_at" 636 4891 7809 15179 20538 5941 14550 18347 353 20174 19645
"214127_s_at" 11959 13969 14299 11595 8288 11036 10210 14383 11074 10844 11333
"214128_at" 7062 817 20499 2914 15044 1957 896 1170 22125 21800 18420
"214129_at" 6339 16124 8427 19383 19929 5752 14301 7200 3616 6377 19847
"214130_s_at" 4237 21639 7192 18705 14733 9913 20163 8415 20921 13466 18730
"214131_at" 10250 11910 13087 9492 8046 16479 11154 13957 10733 10569 11019
"214132_at" 16503 6179 10094 3569 16066 855 19935 3638 1385 4805 19066
"214133_at" 18272 21938 3401 13217 17483 12393 5732 12540 21816 7298 21462
"214134_at" 9230 9491 14149 10364 7362 13399 5886 12596 12534 21124 10050
"214135_at" 13836 2585 13012 9405 14877 17368 11495 14944 7886 13311 8167
"214136_at" 17991 5048 20479 5447 20428 1696 2910 21755 6279 587 20402
"214137_at" 3211 8924 6253 9228 6651 11342 470 8660 11722 20263 8865
"214138_at" 1939 1776 2393 19893 14139 305 19574 15959 1661 17857 293
"214139_at" 9605 13645 21794 11723 8601 16296 12763 9524 22078 8611 11761
"214140_at" 19809 74 5156 1620 1017 3065 3368 858 4497 280 1736
"214141_x_at" 14602 2219 7942 4263 4980 3318 4073 550 18143 19504 2967
"214142_at" 13405 13234 13657 12762 8573 15187 10750 14887 11425 7724 11716
"214143_x_at" 11681 15610 14681 11373 4847 18918 3365 18379 15205 6178 4820
"214144_at" 4193 4438 972 7120 1681 3190 18961 6269 16373 6137 17062
"214145_s_at" 9835 10226 17501 17799 8958 14952 10408 16038 11205 9021 12254
"214146_s_at" 14328 13636 17281 12383 5637 11003 8607 9283 13631 8289 10179
"214147_at" 10280 15879 15932 9027 7103 13025 7973 16532 9549 13141 9691
"214148_at" 1251 6518 11776 763 16155 4511 15030 1070 21911 12785 12420
"214149_s_at" 17281 8586 18741 7224 2356 3136 829 2399 3326 6874 3434
"214150_x_at" 15406 7656 11983 15604 13594 6713 3594 6416 4687 6367 3899
"214151_s_at" 19699 4533 9887 17502 11619 360 758 8027 1410 22265 500
"214152_at" 19284 7052 2020 5846 17454 19587 1400 216 2502 2550 62
"214153_at" 720 21948 7232 3965 382 9528 13570 6481 19945 22126 2764
"214154_s_at" 12618 11786 12040 12994 7816 11453 12600 13485 12316 10311 10703
"214155_s_at" 15829 1635 9453 16546 2663 904 15887 506 5284 19897 15409
"214156_at" 10837 10011 19117 15252 10456 3954 10949 15092 2759 9064 7725
"214157_at" 4275 4841 11803 15466 19641 8638 1239 5868 4360 20674 16927
"214158_s_at" 16669 13176 4109 1998 8558 15176 12916 15892 12142 12990 11703
"214159_at" 10038 9493 10487 10172 5465 11666 6016 8991 12659 12541 2206
"214160_at" 14231 14578 17006 10485 6192 16665 9992 11184 10910 11572 11182
"214161_at" 13418 20516 20764 6241 686 10534 6189 13238 10281 17519 8343
"214162_at" 12467 14287 3408 10762 7767 14016 9194 13395 13447 9098 10638
"214163_at" 4970 20264 2126 20846 2116 2158 15773 21556 21061 12176 15768
"214164_x_at" 8742 2304 7549 4852 5082 7960 4705 830 6689 3538 2487
"214165_s_at" 11507 9732 15590 8957 8829 10128 6265 12033 9491 9518 12303
"214166_at" 11042 10405 22075 6741 1411 20647 6368 10731 6918 19387 7859
"214167_s_at" 5477 7461 19144 8524 12541 8949 15452 17758 5252 6264 4830
"214168_s_at" 3207 20441 7750 18128 15877 2551 17890 21606 3313 17284 19998
"214169_at" 6782 6846 18721 8107 18462 19163 4398 5575 2130 3066 3610
