"inst_369" "inst_430" "inst_1013" "inst_1071" "inst_1174" "inst_1233" "inst_1658" "inst_2693" "inst_4457" "inst_5230" "inst_5593" "inst_6192" "inst_6950" "inst_6992"
"208766_s_at" 15973 6373 14057 7316 5252 5943 18211 3547 5174 2255 13154 18050 4828 18190
"208767_s_at" 2891 5190 14245 6919 2381 8872 3295 7532 17644 17883 13112 14689 6419 17701
"208768_x_at" 4492 8426 12594 21277 8165 18327 2969 18453 7985 8203 5170 5911 19590 3638
"208769_at" 3408 20187 16569 17810 2530 1608 12547 17495 22160 22131 21902 20965 11339 7851
"208770_s_at" 5506 9456 17820 542 6496 19748 15849 20103 5675 6280 17034 17612 5816 16246
"208771_s_at" 14651 5603 14892 3965 5056 8389 19274 10348 15773 9039 14179 18218 5837 16992
"208772_at" 13847 10650 15720 3890 6725 21015 17730 7954 4396 7286 18043 15370 8482 16262
"208773_s_at" 13897 3481 19254 4060 17735 7747 3039 6503 15015 8149 17281 17097 9260 6420
"208774_at" 17916 19852 14595 4646 6219 17264 21628 18020 14165 837 21584 3987 21258 16034
"208775_at" 15827 1766 19802 5214 3852 8137 14169 6681 5029 16965 15955 13252 3048 17589
"208776_at" 17042 20085 820 8566 20937 19132 21882 7501 14501 21158 22162 10987 1582 651
"208777_s_at" 13861 2020 16448 5034 4363 6054 20074 2163 13030 6893 14098 12204 7218 6322
"208778_s_at" 5642 6418 12970 3390 4891 5843 19390 5532 4635 8235 15871 11615 6674 17196
"208779_x_at" 558 6837 13500 1067 9436 18160 19479 22195 19306 8440 2642 6251 4370 3879
"208780_x_at" 17161 2817 14867 21138 8217 17843 13777 7747 5827 5578 14039 14303 7006 15895
"208781_x_at" 5754 9858 13806 20419 2579 19759 16037 4302 19794 17024 3767 18553 1688 4676
"208782_at" 4668 18595 7164 10206 9578 18674 9153 10148 14881 11470 9914 560 17111 11903
"208783_s_at" 13722 2792 18223 6602 5947 1736 16348 2017 2958 5947 17503 16720 4670 18326
"208784_s_at" 17401 3217 506 4863 4965 19090 17961 4132 5593 1403 19284 11080 10524 22192
"208785_s_at" 15491 8136 16286 7920 8115 7939 3487 5726 16901 4967 15552 16658 5424 18747
"208786_s_at" 18755 10437 12104 1912 17367 3404 13682 5112 15989 2121 4557 16262 9997 3667
"208787_at" 15237 8098 12599 20540 5819 6717 16840 5296 12852 17856 13838 12840 8597 3151
"208788_at" 14229 3671 12069 5429 17624 5438 16142 6667 6062 16933 13957 14672 3945 5100
"208789_at" 11021 11632 19674 17370 9172 10609 422 5900 8929 121 2786 7044 8057 12155
"208790_s_at" 12536 11254 3700 10306 16390 13645 5665 13529 10144 14668 1125 9522 4964 12380
"208791_at" 10463 18272 17219 2942 12590 8744 16234 16081 20480 7102 5493 6977 6185 2646
"208792_s_at" 12279 6288 12896 398 10047 4097 20611 11903 20270 6302 16105 1179 20259 15837
"208793_x_at" 17886 9389 21666 831 20766 6018 19019 20488 18947 21741 19754 15659 21205 2906
"208794_s_at" 3361 4739 2579 3499 7388 8234 14586 3977 12881 495 19300 18326 11032 20045
"208795_s_at" 16627 18914 17810 3137 18247 8349 13926 9782 16732 6703 16239 15005 10610 18574
"208796_s_at" 17638 3915 2164 4159 5925 7988 14840 5633 15782 8655 14548 14485 9823 18389
"208797_s_at" 6685 17255 11000 10249 20503 20969 4988 1067 12742 247 20070 22103 17623 1603
"208798_x_at" 19314 19329 13862 4019 20168 17569 2541 7827 13740 4853 17751 18060 19926 17290
"208799_at" 14198 10438 12117 6886 3282 5866 4221 5504 16094 9278 13899 12067 5843 16295
"208800_at" 3602 2428 19204 6826 4146 4641 2520 6052 13176 2595 12066 16544 5825 5856
"208801_at" 16751 8785 14034 4629 4825 6812 17806 5314 12363 17891 5660 12226 4868 17725
"208802_at" 9380 4765 19612 20480 18899 4425 17384 1923 5495 5146 17347 19563 7706 18330
"208803_s_at" 13838 17173 15548 8897 5440 3462 16518 7161 12415 17032 5645 15814 6455 17438
"208804_s_at" 18509 9054 17321 3049 7685 5403 1899 18166 2982 8617 5079 13539 4540 5350
"208805_at" 17810 6422 14017 5518 6210 8445 3883 8013 5933 20646 4165 11967 6659 3635
"208806_at" 5402 8381 1018 3673 20657 8366 15942 4077 6064 4856 20471 20807 6737 467
"208807_s_at" 2532 4836 1132 21786 19542 19754 1355 17166 13063 8802 21887 4203 8819 15888
"208808_s_at" 4386 19343 16975 9045 5468 19495 3717 3155 19921 4080 5957 15829 8893 3252
"208809_s_at" 1356 1020 14884 6808 4520 16924 19399 3804 4842 2937 2049 17182 3768 16549
"208810_at" 15590 1743 1652 6912 20495 2340 20343 8240 15852 992 20361 14654 4201 16892
"208811_s_at" 16628 5347 21567 551 19562 1367 13694 10853 5314 1842 15368 17930 8241 4996
"208812_x_at" 3349 4946 20225 9014 4526 5523 15787 9969 18861 3136 3301 10149 2223 19420
"208813_at" 5340 9560 15676 7560 3027 1325 19156 17917 3818 9427 16138 16478 8744 4878
"208814_at" 22259 712 1473 863 2240 4890 21950 10486 14811 952 12030 14275 1803 6843
"208815_x_at" 3973 7758 12333 6178 17360 4698 2665 5330 12352 8086 6095 14683 7047 17796
"208816_x_at" 1902 20040 1551 7139 1217 4607 17023 8914 19097 1871 3452 13025 9667 19508
"208817_at" 3497 16860 16556 4492 417 6469 14838 4331 19176 3717 13572 16083 20416 2846
"208818_s_at" 4974 8941 15084 3711 2560 7080 19745 10734 18571 8783 12451 16722 19418 6846
"208819_at" 20738 20987 1230 6211 6898 4325 15595 17049 15487 17553 5037 15283 7491 6031
"208820_at" 9473 9279 12394 2598 17768 18963 21203 9822 19322 8714 12431 14340 3678 17552
"208821_at" 2012 5762 18203 21808 6621 7496 3586 3136 14046 4540 15375 16439 20916 4652
"208822_s_at" 1720 18315 14256 2022 20546 5510 15915 4314 12316 7145 15438 12141 6412 15863
"208823_s_at" 3127 21784 13132 42 21707 18108 21573 17690 3670 2540 19916 2448 5936 20955
"208824_x_at" 2259 5946 14569 334 2001 20810 16440 19488 17280 18304 19992 21348 1426 20787
"208825_x_at" 14774 19066 5901 20900 12174 18600 13711 12473 8028 12038 7986 5957 20230 15932
"208826_x_at" 4297 8183 17763 6149 7801 7050 17254 8919 15081 8612 4075 11048 8646 5734
"208827_at" 412 7212 1865 2070 18548 18122 15607 8051 17540 17352 17558 10839 11035 18694
"208828_at" 4162 6653 17946 8693 4004 4009 13975 2866 13215 3041 5681 17455 4134 3175
"208829_at" 14692 5199 17018 2030 19937 19482 19958 19291 4029 8038 19818 11336 19714 18925
"208830_s_at" 16529 19686 15811 994 2186 20039 20113 6006 13803 4933 15122 20639 3649 4362
"208831_x_at" 20983 21204 14563 3348 19325 5808 1034 18377 17867 22027 20646 3065 597 18743
"208832_at" 20099 16956 2066 21288 5528 3703 14373 10849 5424 5354 2168 12362 10093 19602
"208833_s_at" 14102 17163 15612 20857 4744 6255 3941 9436 4159 20130 13975 10715 4590 4787
"208834_x_at" 15263 18625 6070 21324 11698 19115 13655 12458 8006 11998 7961 5936 20375 6181
"208835_s_at" 16262 4566 13443 7042 19130 4998 19975 9499 4529 9315 5346 17199 7533 16761
"208836_at" 5456 18616 14080 7418 6910 6561 19212 3542 3894 9382 12710 12644 6310 4033
"208837_at" 2892 10188 14261 3470 6465 17712 16283 3887 13897 4809 16102 12024 8490 17717
"208838_at" 13988 3243 19996 4194 4175 3619 4178 2672 13404 7507 2937 4059 3025 3589
"208839_s_at" 3776 5362 18482 8254 1904 6305 18946 8574 16025 4322 12803 15127 1877 19094
"208840_s_at" 2059 5262 14994 7502 17921 16875 2357 3221 17810 8755 3953 13408 2032 4073
"208841_s_at" 18153 5551 18095 20267 17781 8999 18219 2188 14904 4172 17625 17191 2863 6207
"208842_s_at" 18267 7676 19134 20968 2620 4905 17743 6706 15352 19352 3470 12042 1403 19240
"208843_s_at" 19637 5388 15872 7536 5695 4051 15719 3959 14022 7072 13444 12895 8283 15884
"208844_at" 14834 18257 16143 706 6411 1247 14707 3906 1137 4716 15611 3080 18052 1278
"208845_at" 17777 7347 15368 8661 17915 19159 17652 5438 12692 18816 15117 13975 9843 5642
"208846_s_at" 16638 18736 17129 6514 5898 7884 14492 4614 16223 4780 17550 14350 19652 7057
"208847_s_at" 17820 9212 12786 4533 19340 20388 21575 5769 17934 7488 18274 18180 5373 3516
"208848_at" 17701 3150 18476 4864 3299 17766 2873 5500 19197 4389 15020 15996 1858 3858
"208849_at" 11893 2631 6652 15678 13700 9106 12039 11495 7034 9915 11873 8144 11842 14537
"208850_s_at" 17648 9002 7098 11803 10092 14764 4717 11804 16669 2065 510 6890 18382 9392
"208851_s_at" 21418 17090 10291 14863 13884 15394 11411 12764 10029 15636 8428 4672 13083 13408
"208852_s_at" 19933 9743 2047 6547 6735 2596 1567 18187 16760 6692 12936 15483 4363 16903
"208853_s_at" 4117 5913 12887 3688 2595 4208 4087 21354 19323 16870 2452 11014 2510 2581
"208854_s_at" 19609 9874 2119 1297 4066 8557 15225 17099 17257 7092 16686 12279 9862 18167
"208855_s_at" 18610 10121 16238 8146 6803 4963 13893 7603 13846 5791 14368 15910 9246 4967
"208856_x_at" 3376 18777 5832 20489 6696 18295 3061 12464 8013 17754 7967 5946 20685 3784
"208857_s_at" 14947 4928 12817 20575 18273 8662 20337 5547 18189 17973 14337 17972 3438 18115
"208858_s_at" 15957 10071 16560 2157 20353 19081 15119 18818 18118 17769 12299 14901 9819 19328
"208859_s_at" 21345 19745 19457 2498 18693 8346 19948 19086 11907 4739 17884 17409 8720 6580
"208860_s_at" 19490 20980 15614 2673 1383 17342 2146 6218 17995 2772 18370 10406 6744 1687
"208861_s_at" 4832 5942 19350 3354 3821 8418 4398 3374 17212 18466 3289 16855 2046 6363
"208862_s_at" 6349 8958 2604 1445 16248 18915 20145 20834 18927 18708 13619 20035 2236 2212
"208863_s_at" 19301 6367 13714 5004 7768 8880 19250 6161 14331 9251 14406 17343 10135 3423
"208864_s_at" 18390 4600 15101 21126 18359 7542 3652 4833 5956 4874 15136 19368 5769 5535
"208865_at" 18986 9453 14660 3889 18350 7243 3098 18872 5482 6037 17838 17822 4336 18446
"208866_at" 3513 9837 16373 4422 19441 18266 16519 2354 15187 4056 20277 18741 965 16797
"208867_s_at" 2699 4040 12419 4519 2132 4248 14354 8810 15165 3262 17186 20756 6488 3764
"208868_s_at" 6765 16121 2598 9564 12551 22172 10656 2719 21641 11560 10720 17215 17383 12297
"208869_s_at" 8382 11615 5278 13295 20132 21856 6052 12893 22278 12916 10118 20792 18142 8786
"208870_x_at" 14566 6623 2588 20137 3539 8570 14673 8666 13301 8879 5406 10836 10320 6429
"208871_at" 13229 21557 5169 12839 16007 5445 12387 8360 8407 15547 3870 9431 19071 7879
"208872_s_at" 3874 10649 17139 6268 4655 5353 18463 5766 16467 7403 15019 14197 5581 18575
"208873_s_at" 21354 9071 15014 4558 3944 5478 13946 17940 6295 17440 14634 15247 7643 17775
"208874_x_at" 692 7960 19432 3313 4240 21005 2775 20371 18733 7278 16896 17767 4460 19683
"208875_s_at" 3535 3012 17001 7451 4866 496 3599 9313 3591 5214 12293 4177 8148 3435
"208876_s_at" 15464 2893 15863 1836 20441 1028 3245 17246 1064 1695 15920 16789 8129 16341
"208877_at" 17552 2351 15376 5416 7871 2155 3590 9253 1629 2059 15174 19352 3127 5950
"208878_s_at" 2372 2358 16916 20504 8230 3452 18874 5803 1141 3476 15278 19222 8372 19447
"208879_x_at" 20546 9307 15723 4315 21564 2153 1331 21428 12168 18124 3706 11011 6969 19737
"208880_s_at" 3029 245 15195 20238 5058 17795 3971 6683 13954 3558 17017 13552 9813 5425
"208881_x_at" 17689 9240 13567 4682 4630 1859 1635 2598 2528 7589 2182 15971 1857 17253
"208882_s_at" 17902 2920 18178 7958 19215 2724 21049 5375 3412 4138 5646 20600 10488 20523
"208883_at" 18977 272 1369 20646 19717 2966 17601 9177 18529 21253 20034 21777 10554 19169
"208884_s_at" 14006 5209 16748 3038 7534 2863 14809 17487 13746 17716 12124 12981 5207 16562
"208885_at" 4833 8610 199 654 5145 5723 20745 9797 17198 20063 17680 15158 74 3884
"208886_at" 19443 5779 2567 2096 10379 7572 3967 19552 20685 3648 17175 6377 8172 17982
"208887_at" 4903 18454 14284 20274 3714 3767 16285 9170 13642 8000 5828 15360 10625 16194
"208888_s_at" 12148 13759 7005 14472 14674 13851 7473 14212 6527 9572 9082 6343 11934 7121
"208889_s_at" 20243 19935 3436 19762 10513 11321 5434 7422 1187 12898 7273 2534 17937 117
"208890_s_at" 16868 21348 13622 20486 20018 7273 16484 10366 18740 2582 14284 21130 7980 16679
"208891_at" 5115 2056 8567 15893 3438 21593 6311 5380 16080 7242 9115 20585 11542 12766
"208892_s_at" 14691 5629 12306 10951 6885 20234 11744 19682 18160 3217 312 17136 15723 15587
"208893_s_at" 10795 289 9445 18948 3448 20367 10297 20884 18785 12984 9911 3666 14476 10468
"208894_at" 572 11280 9798 18912 13325 11427 9804 11650 567 10073 11334 17630 15753 13524
"208895_s_at" 19079 17465 1496 3782 7447 2230 21020 7254 5600 17064 16146 12124 8677 5797
"208896_at" 15416 304 16680 3324 3765 1952 854 7517 4705 5844 14765 19736 21091 19162
"208897_s_at" 5725 7621 15760 5712 3302 3790 21355 8125 5661 17135 12343 13323 8639 2925
"208898_at" 15099 5604 16186 6221 18184 8755 13869 4650 13558 4364 13073 18832 7255 16301
"208899_x_at" 14048 16827 13005 6271 21039 5616 19273 19347 14162 19659 13680 4132 492 3173
"208900_s_at" 19496 20546 13172 6009 20164 18445 21259 17320 18011 19878 12930 15621 6634 17678
"208901_s_at" 4173 19111 14982 7361 7354 18881 13921 10240 18911 8381 13428 16267 6999 5060
"208902_s_at" 7616 15847 11897 11364 10386 1406 12715 3568 5843 10474 12232 2893 11880 3690
"208903_at" 3621 8780 22095 3069 3315 1186 16094 17948 4931 3051 1263 19939 22263 2903
"208904_s_at" 13699 17493 12611 20257 6212 7605 2584 18098 5193 4271 13660 3918 11086 16580
"208905_at" 3784 6787 13424 7410 7499 6562 14608 6385 4096 6642 12429 12522 6251 6690
"208906_at" 7176 22251 19319 3740 20066 17002 15389 17329 13915 7645 14429 10304 9506 1181
"208907_s_at" 18914 2491 19760 6977 6866 18182 19464 17711 17403 17765 16930 10249 9585 3433
"208908_s_at" 8102 17635 12816 4437 20671 17132 16240 21419 17107 18323 18383 3904 10139 17877
"208909_at" 16660 8175 15393 8964 5051 17415 14091 6611 15180 18820 12300 16198 7259 17910
"208910_s_at" 3698 6344 13026 5201 6902 6364 16223 5682 13377 4106 12261 17644 9236 18056
"208911_s_at" 1979 3470 18188 729 3880 16905 1558 2880 15171 17009 20230 11559 6942 3295
"208912_s_at" 2454 9400 469 8526 854 7037 3629 19784 19050 1597 17377 12026 7677 22204
"208913_at" 3105 7391 14379 5165 7519 7937 16700 2655 4069 533 12864 19299 8266 16229
"208914_at" 3570 20909 12993 2053 21428 2537 21815 6107 15873 1671 5189 1588 21316 4145
"208915_s_at" 5431 7665 19375 5209 8015 2711 21167 10263 3713 4342 2694 3278 22027 2148
"208916_at" 3319 1999 16322 165 19611 1317 18949 19317 18452 16917 17300 19225 4454 21094
"208917_x_at" 15968 5557 20526 5345 21572 941 21089 1343 21472 18937 4936 2942 5787 19086
"208918_s_at" 2038 9360 19763 2877 6260 2780 1786 947 6298 4633 19421 14892 19644 4188
"208919_s_at" 4094 7503 20744 20760 5263 991 18947 7388 3940 4329 5201 13375 20013 1931
"208920_at" 10881 480 21786 4050 4975 3164 2815 5292 5062 6306 21793 19660 430 17539
"208921_s_at" 16766 7343 17265 6546 4192 6401 15393 2441 4722 5836 14976 12983 7872 16006
"208922_s_at" 21322 3171 19440 20763 18068 8004 16582 10759 15809 20056 5903 15185 4800 4079
"208923_at" 16196 7781 17090 6365 7654 6755 3896 890 12044 4225 3887 11724 4683 3294
"208924_at" 14553 7920 16618 8699 6360 6709 16914 1007 15605 4610 17832 19862 6205 4398
"208925_at" 14023 18350 16936 443 1380 3407 17855 2729 6505 9210 21236 16559 2607 17951
"208926_at" 14519 10280 2393 1919 2578 7498 17947 3585 21286 6049 15968 16784 7295 17359
"208927_at" 14418 9413 17964 21327 18659 8477 14954 10404 13144 5841 17338 17313 6041 6990
"208928_at" 928 4620 17118 6210 4759 7322 17034 2596 4417 21463 15544 2903 2640 16958
"208929_x_at" 5647 9194 2305 21201 8033 8609 3776 17130 13694 17006 5675 11331 9804 6418
"208930_s_at" 17178 19684 13663 3182 18376 5468 15875 6673 2064 19802 16728 12017 9402 21397
"208931_s_at" 3425 10615 16056 2285 2268 20497 14102 889 13456 1264 13543 19545 8555 3302
"208932_at" 16054 22279 1982 3726 3477 6617 17820 3792 4866 7393 12138 16810 9508 16627
"208933_s_at" 2849 11153 1711 1386 18160 20601 14327 6669 20917 1477 16453 17332 20293 20509
"208934_s_at" 17669 16961 15888 6266 17456 5822 14635 6732 19739 9494 20002 13845 5365 20454
"208935_s_at" 2939 11844 15714 6469 18940 18335 15162 9701 21875 7683 1834 21211 9886 17669
"208936_x_at" 18648 18469 17551 20924 7865 6725 3673 5529 19827 19527 12904 10549 20132 4501
"208937_s_at" 13919 7656 16875 2738 9273 2784 17281 16884 15430 4296 1625 21486 4544 6986
"208938_at" 5288 4114 13998 5767 4910 6976 16885 17106 13840 8257 19842 18683 19468 18652
"208939_at" 14746 19459 20248 8391 4900 7491 19461 9089 12477 17752 3872 19365 2828 15969
"208940_at" 3111 7804 18133 1512 21044 8230 3703 19254 17941 7184 5927 19554 20564 15990
"208941_s_at" 14966 19206 13930 9008 3690 16752 15883 10746 12808 5650 14351 17003 6966 16035
"208942_s_at" 14500 3758 1870 1949 18553 6534 15733 7361 12494 4751 15567 19976 7749 6149
"208943_s_at" 19269 1150 14896 20440 4782 6285 16131 7860 12288 9435 16267 12686 6303 4989
"208944_at" 18711 21642 18322 1322 18113 20407 16723 16988 21976 3912 4981 20724 21605 2575
"208945_s_at" 4118 16913 12402 6131 17474 5472 17973 17058 15996 6562 6054 19918 9644 3337
"208946_s_at" 15611 10637 17253 8634 4276 19378 18180 6468 13340 8995 2792 18544 3139 6146
"208947_s_at" 5160 10060 18408 2377 2589 21441 15006 2027 4662 18641 5306 17001 4925 15912
"208948_s_at" 14086 3506 14334 2320 18903 8224 3328 10125 4875 6746 12324 15339 8780 7039
"208949_s_at" 20661 18402 16739 2049 6592 8001 17280 5997 14347 7179 14668 14933 2724 4569
"208950_s_at" 12757 6778 21366 20868 8553 21199 3371 673 20776 4495 16089 4937 1239 2566
"208951_at" 18449 9664 16797 659 15206 18925 20166 15452 20464 6038 20786 9723 4203 17524
"208952_s_at" 15910 6179 17338 21042 3068 1903 19996 3672 4243 6530 13298 3673 5243 4502
"208953_at" 14261 4968 2548 806 2204 110 20000 2083 1139 18659 4874 16746 5930 3798
"208954_s_at" 2116 21284 14274 505 591 735 16570 7018 907 2514 19260 13983 8019 6028
"208955_at" 5301 5094 19544 8949 4281 18754 17864 5509 14053 18383 12604 11804 9039 4642
"208956_x_at" 15331 3839 16815 5562 7931 8655 4325 5192 5209 7384 13891 14745 5698 6084
"208957_at" 17236 4198 685 16381 1043 1584 20896 4348 16274 1310 20394 21450 10760 20674
"208958_at" 12934 10878 7359 16291 18150 9213 10867 22262 7521 18098 19423 21730 18574 8741
"208959_s_at" 16655 17841 17378 5086 6831 4487 15235 7131 14653 19201 18888 12183 8594 16111
"208960_s_at" 7330 10715 16802 21300 1785 8843 615 779 3316 21254 777 2045 3413 403
"208961_s_at" 10995 7623 17762 511 20845 2753 19789 18543 1017 2184 14237 12753 6444 6045
"208962_s_at" 899 20717 2321 3219 17534 6945 4038 9338 14166 16912 15494 16292 2545 6288
"208963_x_at" 1828 4477 1708 85 20387 2967 15712 6780 3278 8804 18909 16558 4999 19090
"208964_s_at" 14841 16770 2471 6681 7378 8761 17619 7800 5293 5233 15481 13032 3192 17870
"208965_s_at" 16268 20383 11883 10490 21425 17289 11001 19557 1436 13894 17286 20995 12501 7275
"208966_x_at" 16446 7668 6526 14318 17832 4522 11805 20233 17420 12229 187 16649 18468 13426
"208967_s_at" 14019 18923 14191 7324 2701 3828 18451 4230 17056 9473 4543 12390 6973 3997
"208968_s_at" 13922 4838 16031 4857 4623 4179 19481 6081 14517 19779 4224 16002 9087 19080
"208969_at" 15137 10666 15831 3335 5298 17913 17882 18340 15659 17965 18084 14005 9921 18018
"208970_s_at" 17364 6065 18823 8246 17533 18559 20964 7509 18358 2574 12306 10436 4801 17470
"208971_at" 16395 17412 1889 21235 2020 7179 21128 7885 17045 20372 3382 18054 9360 18243
"208972_s_at" 14516 3321 13613 5917 2841 7749 18354 3485 5175 3826 5030 13702 5247 2879
"208973_at" 19243 7387 19964 20445 18875 1954 18087 7098 4213 4191 19799 15400 805 16689
"208974_x_at" 17970 9868 16779 20888 8057 8584 17124 17037 5129 17468 5693 17161 6135 6370
"208975_s_at" 1972 8944 14626 7741 5059 5734 17157 10760 15059 6736 13686 19213 5122 5137
"208977_x_at" 13583 17232 12987 20560 4824 8096 17026 7833 14663 9424 12452 11265 8878 15813
"208978_at" 10624 18685 19613 4819 10406 18937 20646 12997 21272 7848 18753 4757 7310 20914
"208979_at" 18485 8166 20724 3576 7544 6678 17435 19522 15076 5231 3756 11457 8335 2193
"208980_s_at" 4072 10656 2300 8169 6891 5275 3991 7450 6431 6424 14743 12897 4979 16925
"208981_at" 18503 207 6334 16945 18522 21329 4829 5996 1102 16116 10190 13782 16754 10930
"208982_at" 5436 8682 4206 18620 7192 20671 10389 10118 737 16716 10015 10520 11599 9160
"208983_s_at" 478 12489 4909 19328 2156 20963 7311 6965 13819 10625 9294 11532 18671 6251
"208984_x_at" 266 20688 18968 2080 3830 6279 4222 18525 14081 6918 17756 21871 5660 20533
"208985_s_at" 17267 2560 15452 2147 6407 918 16676 6551 2515 8292 15432 15349 8849 17685
"208986_at" 13689 5620 22163 2348 3636 19484 1718 3706 19298 2703 17943 13388 5163 17432
"208987_s_at" 1376 8252 12617 1412 20646 4815 18386 20538 3865 19409 13958 11122 10942 3477
"208988_at" 18989 17878 15914 2605 19879 5194 15646 7291 5173 2175 20131 21206 19627 21519
