"inst_315" "inst_984" "inst_1042" "inst_1145" "inst_1204" "inst_1629" "inst_2664" "inst_4428" "inst_5201" "inst_5564" "inst_6164" "inst_6924" "inst_6964"
"204189_at" 11543 1908 19301 10802 120 21971 10150 2065 4484 13085 3339 2536 16538
"204190_at" 19199 18584 18114 17745 3066 19144 8866 19051 19145 16637 19393 15129 19218
"204191_at" 14113 19319 13107 16773 22085 18466 2080 19556 5932 1688 10973 10974 9097
"204192_at" 6506 7050 10937 1482 7651 8388 20280 9654 8958 8779 12743 12198 5922
"204193_at" 21439 17938 20111 20108 1580 1791 19141 20057 5828 22276 17881 14892 18688
"204194_at" 18901 17835 21677 1560 2035 4674 6947 14946 18046 9591 11724 20329 21915
"204195_s_at" 12142 22270 14579 5114 22097 20646 19567 21959 17548 18860 20988 670 20048
"204196_x_at" 1570 13827 5878 10813 5845 7269 415 1077 551 10827 21426 12472 2831
"204197_s_at" 5511 7372 12833 19271 14642 12825 18492 2124 1821 953 10153 5956 4645
"204198_s_at" 8480 7782 10877 4846 6071 8569 19375 20280 13596 6626 416 6819 4297
"204199_at" 7696 19496 10032 15089 1465 1512 12319 21274 750 11505 7195 13886 6345
"204200_s_at" 15506 23 12683 15199 10501 16154 9560 4601 20250 14789 8567 21963 443
"204201_s_at" 5847 14822 18045 13740 19753 21016 9531 4087 15739 14623 10685 21500 14502
"204202_at" 18448 1231 18939 20253 19824 17131 19454 20590 19067 12279 9282 21780 2711
"204203_at" 12192 1975 21035 2484 3610 19652 5411 18593 15464 16100 15999 18060 20716
"204204_at" 17809 14744 3145 2118 19744 952 15050 18888 866 19297 14534 14276 20856
"204205_at" 1486 5863 13876 15043 19991 6450 10893 18259 14082 2445 15358 8691 6048
"204206_at" 12585 4127 1354 3903 12974 17109 6227 5815 6618 14165 9874 18411 2853
"204207_s_at" 15384 15960 1063 4255 18119 3528 5969 20045 7155 16203 18132 20327 18876
"204208_at" 3243 19798 2685 20912 18598 4660 16415 20011 16604 14668 15881 3942 19069
"204209_at" 15675 2499 17471 16432 16840 14955 1271 5961 21187 11153 22222 22086 22158
"204210_s_at" 19386 8600 980 11526 18427 480 9181 4058 21609 16311 1104 18254 18717
"204211_x_at" 19512 4075 1707 17467 15074 18583 20306 16419 20924 854 17613 21809 21978
"204212_at" 4144 21067 18055 832 13992 15242 8169 16552 16704 20716 18672 16408 15116
"204213_at" 2508 7320 3268 8860 8363 13125 9911 11171 7030 1263 289 7040 12715
"204214_s_at" 21199 3832 17014 19590 20280 21113 16399 7152 19159 10771 13270 15638 13999
"204215_at" 13234 4182 1939 6048 13129 5641 18926 18735 3778 19290 19272 15172 18681
"204216_s_at" 11768 16012 2858 20397 19878 2453 4924 14754 15185 11684 18203 18698 18921
"204217_s_at" 3029 137 471 10960 21389 13490 20902 21749 21995 21654 9732 20881 6224
"204218_at" 11483 14078 20295 17428 13169 4804 8670 17605 19168 12374 9768 4282 20898
"204219_s_at" 10985 17478 15099 4607 3253 16635 15611 7004 3715 15896 17718 2986 2570
"204220_at" 9268 6409 7604 18054 7500 9056 7235 10390 10284 3801 12991 9166 8024
"204221_x_at" 19276 9670 10050 119 14167 10669 1553 3071 19835 1921 17332 2104 11779
"204222_s_at" 7051 9737 4948 20391 17097 11009 20468 19016 14865 2311 21249 13828 10668
"204223_at" 9391 6507 8615 12389 10801 11437 12318 10663 10932 4451 7736 1505 6760
"204224_s_at" 18162 15548 21273 20423 16085 2456 15192 15866 3526 15579 10165 14289 14616
"204225_at" 21859 14413 11406 16243 13755 18696 1085 5615 3673 10257 9699 453 19900
"204226_at" 650 18825 2395 16588 2658 17217 16223 8204 6056 13606 18545 2766 20503
"204227_s_at" 4145 546 13453 17148 12335 10862 3331 15731 2497 2549 18767 7322 4986
"204228_at" 10897 15808 15992 19775 13640 5579 15813 15545 18070 10482 12699 17288 16388
"204229_at" 15110 9220 10737 12254 9560 3030 13151 14254 674 1604 7938 7418 5460
"204230_s_at" 4765 12393 11000 1535 12304 9639 253 19495 18167 9464 1048 13481 10539
"204231_s_at" 861 780 13633 15077 4472 21593 16803 12520 21525 9733 13146 16397 18754
"204232_at" 16506 7428 13248 20170 130 12300 3735 21595 9662 850 12997 12063 3159
"204233_s_at" 11440 16124 20022 3972 20003 20964 16371 16966 5540 12724 14203 4100 19135
"204234_s_at" 16198 20199 15716 4950 19437 17138 2444 7876 19925 17185 16705 20197 21343
"204235_s_at" 13824 4098 1363 9175 18795 3201 11920 14964 7124 18747 514 18731 16360
"204236_at" 7167 7086 3760 18562 8273 6131 6388 21606 10834 3649 20004 6063 10796
"204237_at" 20830 20251 2512 9269 19481 18477 13502 4986 924 13221 2916 4623 3961
"204238_s_at" 3769 5225 20461 20712 3849 2448 15247 15958 4262 13383 17547 20689 20406
"204239_s_at" 635 13264 4899 3073 9991 10536 20939 2488 17278 930 33 7098 12021
"204240_s_at" 4728 15560 15380 3868 14023 18132 5540 16326 7460 15247 15770 5227 2608
"204241_at" 19557 3850 15573 3223 15227 5570 18221 7902 3573 20851 2131 15120 1900
"204242_s_at" 18612 21899 21883 2401 1063 19772 20275 22192 19902 22249 2641 19296 22258
"204243_at" 13110 18784 17688 18221 16801 19786 2882 8349 17290 15674 12868 16149 20216
"204244_s_at" 18943 21074 19071 3549 21433 3498 3014 6265 5111 16579 19495 19417 3691
"204245_s_at" 11814 2845 17588 1175 12692 15970 7841 16312 16019 14722 21001 15442 13064
"204246_s_at" 14306 19615 17981 6388 17969 1708 7660 5260 3668 13760 14541 14392 16548
"204247_s_at" 13100 18124 20681 4651 2240 18593 19417 3594 21755 10144 17654 18844 18957
"204248_at" 6130 20105 14395 13870 456 16490 337 17432 1161 15977 11442 732 17082
"204249_s_at" 18446 2272 4868 6667 10983 14 17333 312 17435 16885 11511 13875 1849
"204250_s_at" 4714 900 4595 15345 9623 1093 464 15786 14415 18265 9363 5779 11565
"204251_s_at" 19866 21939 11015 15470 2922 1539 8307 7107 163 18301 19837 11096 8896
"204252_at" 4799 17757 2605 17822 19897 15326 17978 6534 17432 12941 17928 4791 4009
"204253_s_at" 18610 21806 1418 339 2758 8511 3437 1114 17306 1301 20711 18963 17558
"204254_s_at" 2662 20889 16446 21266 2693 17835 17886 19845 6601 17031 2417 17227 17118
"204255_s_at" 19298 2716 1737 21451 19862 17226 1346 7684 928 9010 11052 21384 15426
"204256_at" 2230 2635 14881 1905 15861 16814 687 19530 1639 10698 14230 15053 14425
"204257_at" 20709 1208 258 14878 3967 3220 9250 7126 22247 469 12882 22163 21815
"204258_at" 17166 18540 17744 6287 20660 15796 6529 14922 7382 17586 15244 2623 14717
"204259_at" 11185 11278 6565 7531 10238 11232 11157 12697 12761 5370 5521 9458 10073
"204260_at" 336 13168 8408 14680 9383 11873 12978 8633 14571 4109 3597 11595 7086
"204261_s_at" 2134 163 2508 9368 18780 10808 22122 17035 20372 1913 2525 10000 20591
"204262_s_at" 15405 18210 16822 2004 17712 1786 10152 14849 1788 14217 13024 3846 19404
"204263_s_at" 523 20357 15594 19299 232 471 16317 8106 15561 1140 18600 16842 17723
"204264_at" 19692 19943 529 5840 14361 21166 18763 20803 5288 17778 19164 16485 13755
"204265_s_at" 1513 8259 12069 18989 1154 1024 18934 1119 20880 8960 1405 1341 10880
"204266_s_at" 1999 14586 18560 20418 21063 21725 16011 16161 1608 21229 18744 20537 21237
"204267_x_at" 16803 3313 2539 3677 3736 2118 19941 20754 20644 17909 1803 19193 15245
"204268_at" 13395 271 11648 12458 3123 12471 10941 7481 19175 77 2616 13278 9376
"204269_at" 20127 17 2222 20837 21925 14998 19958 21171 60 11253 2548 14816 17152
"204270_at" 15492 2831 3559 1996 426 12323 6216 4943 5018 676 16289 1344 9446
"204271_s_at" 3588 11246 4173 2965 11404 12362 544 20681 315 299 1239 13094 12846
"204272_at" 16651 6646 13854 14157 6880 7081 21805 14019 20551 19077 1103 3014 10211
"204273_at" 7401 10298 7644 10400 4162 9085 10675 12686 10178 4845 2736 8856 7730
"204274_at" 18792 19396 1740 1529 16839 3820 6336 14988 3542 16273 17394 3644 16117
"204275_at" 14030 923 364 21718 16273 16999 18271 6610 1576 21145 13812 18447 20627
"204276_at" 18146 1327 5006 3648 13840 19248 19922 1307 22032 13438 18306 15566 908
"204277_s_at" 7448 5662 12743 9614 5082 14073 21492 19605 7950 7375 11237 11939 43
"204278_s_at" 5701 18092 14500 19134 17495 19585 6925 18399 15957 18510 21771 19913 20304
"204279_at" 19679 7324 7520 17128 19334 12581 17784 18450 7828 5753 21027 12333 11742
"204280_at" 6422 13406 11820 16815 21 14436 22260 4953 15550 1652 14195 4845 12070
"204281_at" 15513 3730 19218 12231 411 15678 12310 4413 20824 9206 8236 17686 3536
"204282_s_at" 13081 14400 19622 18058 17460 5401 758 3178 18768 21359 10338 18310 614
"204283_at" 18788 16175 2588 1798 19827 1792 18949 6050 18770 16846 21492 16238 18813
"204284_at" 10733 21230 207 4579 3451 5518 21171 1318 3373 12076 10715 1334 22152
"204285_s_at" 1409 3680 306 1982 16514 4692 6820 3215 997 13651 19441 5257 19941
"204286_s_at" 17377 21599 9859 2071 19121 22132 4014 20093 21204 21475 20625 13044 20824
"204287_at" 4008 13515 14082 12737 1598 17832 16274 1222 21683 12531 13127 7147 18204
"204288_s_at" 8683 12125 12459 6569 9396 11124 13787 22091 14509 8028 8327 61 6622
"204289_at" 19974 12833 11833 8147 10303 12363 21510 3509 14789 5986 8213 952 3361
"204290_s_at" 12632 5312 19579 200 14982 3636 15937 6688 17716 14861 16792 18995 18140
"204291_at" 21120 2963 15959 5811 11744 5284 7642 1369 1416 21717 20345 2127 2701
"204292_x_at" 21009 1935 14121 12243 8886 19318 78 742 6225 2075 610 1969 9059
"204293_at" 12916 277 711 10523 2959 18539 11460 2769 17254 14530 5897 4103 19974
"204294_at" 19682 3667 6293 1266 999 20604 19594 7543 17267 14674 20241 6609 12868
"204295_at" 15698 15299 19882 17215 17241 3293 18218 8581 19224 11370 18710 15957 14847
"204296_at" 302 22042 5717 1834 14917 8173 21351 1145 921 1210 17075 32 413
"204297_at" 5814 19922 14849 16374 14846 4111 17507 5980 7359 19676 17688 18978 19121
"204298_s_at" 1639 12320 4126 145 12585 11218 20082 172 5922 13344 11071 1 10761
"204299_at" 14635 19351 16014 2759 21738 21401 4855 3024 2165 11394 20945 2572 19959
"204300_at" 12345 4840 20487 1675 13581 16509 16196 17693 19919 9167 13765 20539 13624
"204301_at" 10238 18586 6236 4029 3049 21289 6635 22002 62 494 12592 1861 8899
"204302_s_at" 3274 1433 9964 15376 2351 10387 22255 2058 12169 15989 9796 13607 5808
"204303_s_at" 22033 12405 13553 1326 5149 9702 7656 4845 12862 7705 10147 6300 11838
"204304_s_at" 17490 9222 11225 16007 10612 13963 619 13752 14718 7628 5326 11825 12484
"204305_at" 11866 16381 22270 2023 18568 16332 20113 14002 2406 17754 11659 19123 13607
"204306_s_at" 12169 1927 19154 2956 3655 19205 20612 19349 16732 13241 13484 16773 19784
"204307_at" 8862 21941 10062 14418 21807 14412 12552 14 9798 16611 6158 13131 10455
"204308_s_at" 4097 1153 17697 21858 1469 5613 21657 16216 6386 18348 17151 19645 16773
"204309_at" 14166 8591 8154 12035 9198 5808 13907 8999 8935 7682 3307 7791 8813
"204310_s_at" 10524 11988 12184 9976 6168 8629 12983 22171 9218 13783 6395 11276 6404
"204311_at" 2180 5568 12369 7395 11202 7091 20032 12639 9092 7673 6867 11081 11216
"204312_x_at" 14805 19270 18762 593 2704 1824 7284 2667 18693 11184 19531 16735 17131
"204313_s_at" 17455 14785 14869 3745 15048 1261 2566 4472 571 11151 19129 15859 2376
"204314_s_at" 18194 18842 21811 1992 18694 20759 4954 3718 5987 13638 20699 2219 3040
"204315_s_at" 11408 15979 18636 5320 13995 18768 15056 3220 15941 15417 16503 15541 18652
"204316_at" 11565 2614 16479 169 1417 22154 18719 223 22054 15956 14783 15 1859
"204317_at" 15439 1290 2074 2557 1825 4828 3189 18181 6249 21095 10865 21704 2765
"204318_s_at" 2097 14821 14357 5219 14136 19159 16119 15624 19447 17159 2395 18868 17219
"204319_s_at" 3536 16849 21322 20466 18190 4501 3282 15955 16946 16772 15339 20659 19601
"204320_at" 19162 8739 10463 9859 4310 14614 10122 1406 11304 1431 402 6097 8022
"204321_at" 18245 18174 2650 6954 7495 1321 9491 20309 4057 16724 3479 2545 294
"204322_at" 9654 8327 7074 8685 7825 9047 11346 9728 10606 3055 5977 8230 7116
"204323_x_at" 11255 539 11041 21979 765 15184 16776 279 21812 11290 21319 19400 9011
"204324_s_at" 5502 21301 21682 3956 11938 400 15598 5824 19708 2622 21591 16683 573
"204325_s_at" 3690 4868 19244 19732 8 922 7732 22157 22207 2334 912 14208 17798
"204326_x_at" 11741 19094 18332 431 12150 3424 4138 14512 7349 10653 16454 19781 17361
"204327_s_at" 14747 21683 21498 17670 19664 21453 6945 19211 16613 20701 14713 15552 22000
"204328_at" 5766 16380 21723 16705 16298 19477 17206 4710 21675 17464 13548 18016 13086
"204329_s_at" 21841 19603 6239 19947 14060 15025 17954 7277 21134 17468 9084 369 937
"204330_s_at" 5982 18975 17028 266 15312 16272 621 17171 20655 14221 22171 3619 1709
"204331_s_at" 3390 13981 16108 18364 2730 5637 16931 17444 18510 16420 15705 17491 20336
"204332_s_at" 1416 18493 21012 2716 13985 16757 6415 3618 2347 16871 20399 19697 17160
"204333_s_at" 18783 18190 15108 19484 21040 4799 2325 7478 1636 18817 20408 22167 15084
"204334_at" 2216 15501 10624 19015 22072 18018 6152 1391 22004 19072 19063 485 3222
"204335_at" 21899 17339 14678 17351 1142 21277 20170 19894 18640 15958 11076 14729 17772
"204336_s_at" 2980 3674 1343 2063 15164 17845 16450 20634 20153 14483 20526 3297 21488
"204337_at" 21390 12533 7747 15041 2796 12469 9963 2998 8455 7780 8330 13216 10618
"204338_s_at" 8207 8989 4585 7134 20747 12378 783 18160 14861 4971 6883 7526 12536
"204339_s_at" 2092 8669 7186 11961 296 9986 11672 10895 8488 5256 5753 8619 7502
"204340_at" 20315 4473 15265 1260 3868 17372 20946 20777 17297 10060 10987 19872 15706
"204341_at" 4155 19370 389 565 13975 22022 21138 15879 19601 17734 18174 19605 13762
"204342_at" 21721 13894 17338 17485 20651 5286 4613 14848 3785 14964 17940 17329 15243
"204343_at" 14637 15354 21989 12040 176 1429 11912 2811 3679 14057 4429 1871 14224
"204344_s_at" 15887 21300 2818 1109 14124 3987 4306 19779 17390 20189 19166 19738 1893
"204345_at" 1617 12979 3848 13982 9419 7859 9471 1212 10714 6487 6898 12086 4852
"204346_s_at" 2922 3282 2568 21086 879 117 15006 21458 19460 20946 16227 20448 15859
"204347_at" 20185 13948 2115 21223 13919 20868 7956 7605 1773 11264 12078 1316 21510
"204348_s_at" 5692 17292 17521 17539 18757 3503 6730 20490 19590 13143 20639 2171 3882
"204349_at" 21780 19693 19677 5238 21126 19054 16781 15482 16171 14988 19896 20630 17525
"204350_s_at" 11446 2404 564 4194 16688 19335 7208 14516 19586 13082 16264 20461 15305
"204351_at" 16665 3511 15609 17279 1972 3409 8393 6008 16003 12021 13768 3312 15769
"204352_at" 18627 1464 17351 12758 827 21760 551 21953 1548 17687 387 2762 3960
"204353_s_at" 12744 19828 15944 5011 16971 5138 1873 18839 7006 21912 21034 1108 3328
"204354_at" 16774 15722 21156 5836 18231 15112 6345 5778 2636 18864 17176 21511 3225
"204355_at" 1997 20556 15815 21896 3814 20937 18231 18103 19633 19281 17267 20857 20943
"204356_at" 15869 7177 8616 13442 6634 12894 14344 11618 8428 6549 5510 7961 6849
"204357_s_at" 21224 21998 3851 15554 13240 11848 3877 2052 1796 10136 205 536 10752
"204358_s_at" 394 9668 13923 21865 14538 1447 2472 17213 13185 457 21495 11940 14882
"204359_at" 20327 13580 5218 942 7931 8267 4607 1190 12997 8081 13156 13211 5082
"204360_s_at" 19779 21857 2920 21750 12039 2144 15875 17323 18979 14527 12723 21612 21747
"204361_s_at" 16125 22205 14315 1240 19767 17438 4468 6705 3432 15575 18757 21424 21820
"204362_at" 20806 19695 15661 18071 16878 17653 8575 16531 5797 15767 18742 15947 17877
"204363_at" 22053 1261 5148 19857 19255 4704 20838 21846 20881 10117 17521 3080 26
"204364_s_at" 20161 21971 2224 20713 8884 2882 21345 2059 15433 15315 16774 20588 16883
"204365_s_at" 4607 1887 11497 31 11414 1874 1570 19395 2068 2328 14965 14910 15546
"204366_s_at" 2928 2188 14679 6704 14336 3510 16318 7401 4839 13761 11793 14322 13059
"204367_at" 21593 21177 19415 21667 16620 2510 5087 5576 1348 15023 17238 3303 3471
"204368_at" 1643 9197 4303 9461 959 13447 21121 18957 14524 17268 13008 12629 12779
"204369_at" 13326 16599 17925 3765 15809 4113 3619 21101 17425 21428 19624 20781 21314
"204370_at" 17583 4701 17106 3390 13784 17260 15436 6794 6092 12562 14145 18887 17961
"204371_s_at" 13577 1098 46 17864 11943 10984 5316 6717 15389 15609 2270 10626 10897
"204372_s_at" 20937 19238 18427 2175 16579 15714 17041 6635 15078 15780 13414 1595 2890
"204373_s_at" 4658 2900 20745 4521 16533 3921 6741 7426 15557 16522 16902 16647 14058
"204374_s_at" 21816 2143 20794 20279 645 5206 21797 3349 21293 17274 19605 713 1782
"204375_at" 20997 13700 3815 15788 6373 10595 9791 20518 13917 12126 7019 9941 12554
"204376_at" 2583 7838 7874 15757 7714 12454 16475 26 11670 5222 5577 7527 7576
"204377_s_at" 17524 5948 4424 5909 22140 14833 20271 695 21542 736 15941 10086 12991
"204378_at" 14185 21691 10269 4043 77 20504 1880 18285 4231 11379 9548 1889 14600
"204379_s_at" 12040 2931 18032 7361 4540 3396 9688 1430 3656 21148 5451 2374 1154
"204380_s_at" 22147 7444 4670 14645 10772 13613 19899 11413 11957 6363 4804 11900 4823
"204381_at" 21928 20672 19048 6086 21048 21383 21134 20859 1165 16726 1311 3223 22035
"204382_at" 11067 18287 2892 5250 19235 5181 19559 4709 18913 17078 10439 21818 1912
"204383_at" 13535 380 22243 21635 1108 19258 17843 7864 21689 10893 19170 4025 21713
"204384_at" 13341 983 21345 2513 21541 21143 17521 16261 15846 10058 2493 21705 15138
"204385_at" 3542 14829 20640 17457 1953 17271 456 21565 16383 12543 19533 3260 14324
"204386_s_at" 16307 17973 16018 6016 15207 15113 15833 4293 6431 9753 14927 3082 3184
"204387_x_at" 823 14616 15610 20336 16592 21407 18693 1994 16672 22085 17432 3658 20719
"204388_s_at" 10203 703 5789 11882 20642 10470 19804 20006 19336 15266 12900 7482 6472
"204389_at" 7257 6570 5952 8070 20054 7833 17329 14309 13213 9552 232 12195 6150
"204390_at" 8741 7189 7799 12840 5242 11721 11585 8771 11729 1531 375 11208 11449
"204391_x_at" 3838 4753 20470 6107 14181 5204 7011 7251 19129 21416 20191 19958 18021
"204392_at" 5294 1062 12337 6730 17162 713 3891 17276 19529 51 16841 2877 13410
"204393_s_at" 2018 9270 3205 19241 8084 6289 21433 21129 14193 5452 22245 12080 7700
"204394_at" 18051 11412 10299 20901 15448 8488 6829 21212 8966 626 16415 6355 10243
"204395_s_at" 15742 12012 5388 12809 17337 5306 20666 30 7236 2537 127 10646 5012
"204396_s_at" 21667 13308 14067 10602 21594 11457 9320 4573 21871 1824 6941 1778 9017
"204397_at" 113 9946 12147 509 12497 14212 22032 179 14501 7494 1637 13028 12351
"204398_s_at" 13325 2593 2225 21374 21112 576 5392 4003 15601 9082 19238 1310 21511
"204399_s_at" 21952 6881 5162 7912 9176 10661 1378 1563 14726 6371 12552 13174 13038
"204400_at" 7730 6681 11618 7293 8082 13701 13400 10997 8631 6505 6456 10873 6221
"204401_at" 4729 16174 13958 17900 21756 22066 7668 17395 21046 19489 2250 19508 19362
"204402_at" 17389 13059 13870 7896 5147 17265 14956 4889 19935 12560 9602 1999 1733
"204403_x_at" 21049 21572 21412 20793 20674 18439 22116 1487 17307 11957 9875 2805 1376
"204404_at" 11429 16216 18803 6427 2488 15207 18857 14218 4783 15931 10135 4399 13542
"204405_x_at" 16849 3287 20599 5383 3795 1048 3897 6696 6506 11487 11395 2965 19407
"204406_at" 6664 7524 3461 12716 4326 12305 12089 13587 10476 6840 522 11420 5179
"204407_at" 20782 21824 1857 4864 20502 18481 17293 19939 7316 13412 19269 18774 17629
"204408_at" 5896 4786 15222 19458 12016 1836 18187 20899 4247 15854 10199 17908 15356
"204409_s_at" 7238 9832 8575 11036 9699 13414 13495 4967 8447 4442 8195 8095 10044
"204410_at" 4756 10976 5078 4238 7474 277 7984 15112 1329 440 20929 7432 4086
"204411_at" 8766 745 3875 21852 7984 5868 17408 17122 14152 3472 10078 13617 5804
"204412_s_at" 6862 5622 7686 20132 6519 9108 21645 11011 10323 5925 13293 9296 8133
"204413_at" 4565 601 9618 19249 11465 15590 21052 5269 22259 18333 14812 18342 21642
"204414_at" 7232 9264 5267 9408 8323 9391 14504 10682 10987 4465 5149 10442 7084
"204415_at" 1910 12830 10072 21998 21161 11287 9869 16393 8 4333 20900 10128 9063
"204416_x_at" 9706 270 11561 10918 7255 14708 14128 22012 9260 10764 6062 7630 227
"204417_at" 18175 18705 17792 4794 3750 15792 3269 12495 15693 11303 16473 1868 3032
"204418_x_at" 14124 16317 72 6171 21237 16155 6513 14284 7588 20848 11252 1324 21071
