"inst_490" "inst_494" "inst_1017" "inst_1075" "inst_1178" "inst_1237" "inst_1577" "inst_1662" "inst_2697" "inst_3194" "inst_4461" "inst_5234" "inst_5597" "inst_5880" "inst_6196" "inst_6954" "inst_6996" "inst_7234"
"205469_s_at" 6156 3703 21147 3180 5619 6806 18152 94 20811 1667 20584 11235 21407 20839 1834 21712 9374 3133
"205470_s_at" 12969 19970 11767 5588 13770 10534 15226 10094 1182 10141 1331 18029 10603 15349 12095 11667 18545 4360
"205471_s_at" 3745 12752 20651 16510 1133 8213 10455 3023 8302 3393 6626 21955 4644 10848 15152 19717 20911 1355
"205472_s_at" 13650 10734 22055 508 22097 12683 7077 13493 4903 2774 1378 9833 16080 4848 20705 3097 21042 5724
"205473_at" 7508 13744 7816 13635 12456 9653 14974 2228 14886 10088 141 1304 624 8416 8081 14723 16411 1146
"205474_at" 16122 14137 15934 15439 17762 5439 16186 13782 7599 7350 16106 3491 17107 4362 6570 15658 10158 3405
"205475_at" 13819 16148 7272 6240 14689 8473 3522 4589 13707 9876 10173 12117 10569 14235 20930 11213 17618 12089
"205476_at" 12197 12648 10422 9955 21229 45 13610 6937 3988 11187 7140 14851 8941 9963 21402 11176 15255 11944
"205477_s_at" 8786 9474 7690 6377 10637 8546 7634 5653 16754 12222 10361 18287 11123 9257 8088 9104 11977 12085
"205478_at" 10901 8297 13798 7564 15108 14216 8514 8916 21977 14261 4345 18779 9247 9081 9582 872 18799 1903
"205479_s_at" 1362 14977 1158 7943 3060 4718 2487 451 2947 20961 1791 174 642 4581 3582 11268 11295 1138
"205480_s_at" 14295 13865 16753 17085 17004 5445 2486 18407 9064 6528 13871 8012 14979 7223 5735 17948 8260 7864
"205481_at" 21572 5793 8397 7411 10163 14204 14433 9599 20492 17620 1367 21119 289 12241 11497 16023 19177 20364
"205482_x_at" 7174 1076 5284 373 1636 21765 22056 12983 7756 15605 15011 21966 1583 5373 4974 20671 3503 1706
"205483_s_at" 6021 13819 1159 21414 5541 2800 18671 14646 3265 2838 14828 273 17940 5215 19119 21135 986 2206
"205484_at" 8323 9743 13572 4628 16282 12913 13257 11930 14511 6230 6056 18772 12752 10445 85 12362 12132 9602
"205485_at" 7802 12708 5458 11782 15404 9008 9505 12056 17040 970 10377 1524 324 8343 1623 2763 1024 13934
"205486_at" 15017 17722 4014 19727 1883 3553 17581 2693 9769 8948 4837 2160 3455 17974 1182 1230 5105 8127
"205487_s_at" 9927 8903 9586 9239 11491 1758 14333 7174 13339 9851 10212 14773 9142 11994 11419 10868 17995 11695
"205488_at" 5208 2501 14002 11382 8690 9104 7214 4460 6951 11781 8138 12586 10306 12930 13421 11670 15890 14214
"205489_at" 1066 1680 14209 5941 13367 12162 1099 6615 11592 20061 6706 18289 10985 11311 10243 7704 4006 15390
"205490_x_at" 10445 22062 6515 4882 8499 999 13928 5538 11673 4849 2972 866 20992 1075 8724 1517 266 3040
"205491_s_at" 8681 5210 6766 11615 2574 15369 14869 8099 17369 14436 6820 13078 328 14264 12955 7505 12949 13343
"205492_s_at" 21981 11511 11131 7115 12746 3365 6269 7749 16266 12513 10976 12304 9779 10390 8764 2670 18065 11925
"205493_s_at" 7485 13487 2224 14482 13425 5095 6004 21765 13466 1142 17561 21389 22269 18137 1579 3753 8205 22269
"205494_at" 2895 20824 628 8517 5304 21061 6777 1544 4409 1947 22117 2036 6419 21789 17481 18913 13382 6981
"205495_s_at" 211 9603 12231 5508 9841 10901 14594 7421 16434 12847 7499 14474 9536 11421 9033 9872 13966 10982
"205496_at" 10648 11904 12582 4602 14693 12389 7926 9938 13178 10836 9530 16669 6988 8573 9142 7213 16414 10726
"205497_at" 12108 6183 5942 14110 19046 2823 21640 6407 2469 10330 5365 15547 11702 20537 20786 7572 12660 9655
"205498_at" 20302 17006 22026 22147 8471 19201 6929 18172 3173 5619 14748 18987 21550 17479 12347 22104 21513 21428
"205499_at" 8928 4944 13234 13935 16483 5912 12351 12106 21237 6063 4104 7402 11966 1488 10326 12387 18004 13551
"205500_at" 276 19777 21490 21029 15298 4685 13534 2848 5431 18603 16372 18951 19402 4069 2688 21885 22107 5078
"205501_at" 11312 11076 6416 11581 16136 12149 13661 11708 15981 2062 5486 15934 12724 10815 8226 13237 8176 14975
"205502_at" 142 578 911 7386 1293 21613 4265 9521 3471 1258 1036 3619 4578 1505 1102 17639 7693 21416
"205503_at" 4445 5641 804 8204 3517 1250 14501 14306 1377 19193 20348 2404 14372 1582 12397 14948 13100 3288
"205504_at" 12557 8553 11948 10705 4724 9338 4804 11365 9175 8776 7777 17644 7178 8128 19852 10647 18582 11557
"205505_at" 18118 14110 3485 5705 1716 3541 19274 686 3206 20187 14949 2132 21115 13429 19748 11758 1075 3526
"205506_at" 13706 13008 12853 4535 9254 12673 5115 3975 15439 14201 9536 17437 10812 10633 12610 11674 15670 12397
"205507_at" 17360 22056 13077 9735 15338 8967 15790 12606 15577 10861 11701 13497 8028 18648 10162 11790 16129 11252
"205508_at" 3391 3175 11107 11157 16140 6306 21053 1809 11446 21951 16535 22039 20466 22021 13288 512 21794 21082
"205509_at" 3845 17634 14663 11038 9854 14463 14381 5780 12491 11329 3807 3571 3208 545 21310 13873 15543 15727
"205510_s_at" 1860 5994 20243 1220 5993 20589 19795 22270 6843 18050 3896 3170 14917 21081 2247 6092 3532 5998
"205511_at" 4747 12515 2099 21683 20979 20933 7659 15945 8456 16703 15743 4821 4433 984 5969 3327 2939 16302
"205512_s_at" 1852 19038 17436 17156 6824 8107 17040 13316 19945 14902 20001 8589 5989 16766 15455 6147 4055 8094
"205513_at" 5933 6224 5607 5458 746 5374 11319 2672 21007 13167 15024 14205 166 7493 13720 7307 19217 9171
"205514_at" 10298 13189 10100 14067 16094 20463 6752 5158 323 18036 16687 15640 1046 21076 2655 8220 1159 12727
"205515_at" 422 4524 14801 6651 12061 8015 15236 7928 22175 11351 20532 7633 11943 10791 22166 13613 16759 14770
"205516_x_at" 16209 19657 17244 20850 1194 764 3404 13429 19572 19775 18146 2893 15975 20040 6388 5265 5247 19720
"205517_at" 12366 13325 19802 4266 932 9638 12873 19747 19313 1341 7014 1460 12970 18253 1403 3964 7316 17966
"205518_s_at" 21811 2330 12338 9674 444 13398 21193 6504 3023 9968 10125 12392 8118 9670 1267 9347 16792 13772
"205519_at" 6120 1765 20828 20008 17463 18585 3385 19096 2722 18081 13891 11445 18173 19539 4722 867 22031 16559
"205520_at" 5291 18987 18809 8215 20248 1105 10311 1326 2554 44 12737 2633 19703 19264 770 8951 20593 16234
"205521_at" 17475 7798 21013 16246 4608 21718 196 21429 3177 3100 13738 21993 15209 21901 14029 16293 22235 22267
"205522_at" 375 2953 7101 9698 12035 1162 10076 9687 13520 9568 21408 17325 8395 5348 10032 8379 11249 9480
"205523_at" 13264 9766 14899 13082 14249 18416 5334 5640 1441 6366 2468 17841 2280 3495 9911 13209 10643 163
"205524_s_at" 9397 12841 11976 11982 15452 759 12490 4927 11832 13342 1573 17344 7866 9328 9191 12001 15037 11774
"205525_at" 8392 5341 3678 9341 11411 13695 10678 4785 14414 8408 2625 16959 9837 14928 12626 9627 16122 10799
"205526_s_at" 17890 19012 5479 16382 7001 21158 17170 15598 5897 15629 11539 5897 15838 6223 5940 2947 6961 8205
"205527_s_at" 22008 17901 5023 19481 21025 19047 22017 3760 8460 17909 15307 19616 19508 17618 5060 19162 19683 19297
"205528_s_at" 7766 8257 14426 8358 9753 7794 9035 11943 10539 14554 1425 15536 4668 3005 14896 11897 18136 15114
"205529_s_at" 4335 4893 12286 10476 11481 13687 6173 11712 11997 14667 2716 4397 10874 11282 4878 7040 12699 11617
"205530_at" 15821 6133 21185 20582 20146 16367 20186 13101 17380 6536 21586 19107 6601 20783 6652 20262 20519 19947
"205531_s_at" 9908 8869 5323 457 7796 21591 13737 15630 14420 19706 16862 21507 6062 57 11257 4106 18489 6951
"205532_s_at" 12566 8417 7078 5403 9835 16010 9955 11875 21325 640 8076 15565 12215 8607 2702 3632 11407 9728
"205533_s_at" 8699 7728 7423 9772 11067 10878 9845 7707 12833 10961 8333 15923 8695 11950 9292 9857 13956 10973
"205534_at" 12543 20845 3282 13576 10217 19956 7162 17101 11534 20339 15367 1079 22175 10021 10603 11570 10665 15708
"205535_s_at" 13560 12424 14508 14367 11429 12918 5022 10062 13548 18854 9332 17964 9681 10012 11079 14368 17886 9766
"205536_at" 22105 13476 565 3644 14512 2914 9973 2178 6703 3168 19894 9739 20665 4749 14461 1866 21775 4874
"205537_s_at" 11436 10825 10076 11859 15686 8635 9392 9070 1282 14418 8768 17979 7857 13651 11454 13854 15506 15564
"205538_at" 4121 7467 21513 15486 1787 21656 17452 21276 19225 21376 1417 19106 21495 424 16262 21677 20465 21519
"205539_at" 21652 15001 8346 12079 10528 15202 7420 6041 13888 13613 10833 12913 11589 2332 15193 7653 13183 9806
"205540_s_at" 14592 13082 15860 15093 9499 389 7204 16046 2176 2558 14619 1316 20287 20506 19915 365 51 16195
"205541_s_at" 5329 19126 14485 12186 3177 7280 6385 4831 395 21784 15802 2306 15907 15174 6676 4316 12453 20884
"205542_at" 20363 4860 14667 5830 13227 7987 12477 6322 20743 1298 15764 591 15274 17790 21690 15240 9195 12276
"205543_at" 14937 3807 4693 18298 21333 21562 21117 18937 1218 7231 21730 1578 14798 4068 3086 1706 20728 5878
"205544_s_at" 9554 9978 6348 5101 7933 14457 10526 3653 16726 12403 1358 16323 11592 13482 8148 13543 18119 10514
"205545_x_at" 17314 20923 17676 20780 3942 15751 17204 17431 18517 4712 4907 10017 18403 19508 19580 4578 20507 19048
"205546_s_at" 16212 22259 4588 3767 2348 15703 3239 16005 17686 15759 17374 1506 13303 16029 7199 17539 2374 5567
"205547_s_at" 13863 13587 21219 18664 10885 4289 5222 880 3784 1457 21133 21948 2908 2074 18670 20636 7144 7404
"205548_s_at" 19196 17514 18104 16903 4726 16740 21768 21783 8116 18532 18178 4884 22123 5490 6322 20551 2407 19605
"205549_at" 680 7634 16912 18236 10277 15330 14565 19002 12537 16061 7151 4929 14001 13572 13390 4201 19969 6073
"205550_s_at" 6871 19406 18835 20040 1532 6568 917 21158 18957 4992 12160 3649 14392 21495 4765 19167 3832 16955
"205551_at" 8688 9557 14191 12174 13192 13111 6005 10039 21952 2199 15118 16576 400 13726 1169 9887 15840 10992
"205552_s_at" 3376 16616 12525 8560 8735 30 15344 7754 13519 14805 7203 16965 7239 11541 17583 14219 17564 11993
"205553_s_at" 10297 10698 6621 14304 10103 11807 8621 5797 21414 10901 1568 18049 10289 8847 8789 12539 10976 15538
"205554_s_at" 3312 3641 6642 7088 15709 13244 8195 6425 12432 21202 14741 18804 226 8483 5349 7428 19036 15457
"205555_s_at" 16801 11421 5113 21732 11357 13819 9331 14173 11879 7893 899 20345 13422 2794 9854 2324 4956 16471
"205556_at" 7503 13725 8523 6372 12911 8692 8004 10397 16874 520 10232 9861 17852 8754 8357 1622 12457 14958
"205557_at" 10999 11420 9588 10733 3664 12579 3233 7628 3767 11905 6628 15573 8647 9036 1506 12573 2238 10766
"205558_at" 21528 18929 21889 1107 1032 18711 100 21930 2927 21930 2833 19000 21863 19840 1511 21721 1062 19749
"205559_s_at" 9788 8465 14253 5353 11093 10683 5972 6932 13027 13971 9427 17443 11568 13541 12957 7932 14150 14509
"205560_at" 12527 8947 8285 9799 8346 10282 15045 7534 13355 10590 6009 14975 8690 10859 4092 9832 13932 10961
"205561_at" 13210 12009 1528 937 10568 12384 6714 6756 19190 16831 21719 4039 1969 10186 11267 11537 9312 1535
"205562_at" 3664 6036 5735 17011 2894 21443 2695 17836 2363 9350 15645 10505 16897 19980 14761 17582 20018 6848
"205563_at" 12265 9257 10198 9504 8317 1383 12172 9087 12652 11515 6935 14624 8580 12989 9528 13231 16369 9012
"205564_at" 12828 13071 12838 6521 13815 13899 10345 5922 4853 9921 6773 12673 3138 11118 10011 11160 12714 14928
"205565_s_at" 21642 20675 21400 18965 20700 5330 20258 19161 7284 17653 20200 4446 19084 20569 19589 16762 10297 7329
"205566_at" 1697 15604 1059 2244 784 814 21476 18871 12200 19795 21822 2582 2021 16812 553 3367 504 836
"205567_at" 4255 3800 14835 14332 9554 13157 15638 1635 15917 1114 15797 6302 16901 11780 1468 12999 16542 15890
"205568_at" 8594 9920 14600 5724 10838 13830 12695 8361 787 20122 10949 16355 8021 727 253 6983 17928 14683
"205569_at" 8858 7862 1562 6233 10739 19809 12239 604 3669 2152 4270 2475 22221 4062 13167 9241 12843 19662
"205570_at" 17048 3598 20527 1613 1628 399 319 21316 5118 18736 20951 19612 4497 20326 17605 21497 6996 5597
"205571_at" 20297 14948 15393 20493 4991 19326 1408 18501 3727 4126 13254 19532 14250 4013 15448 16421 2866 7715
"205572_at" 9138 8929 12019 7525 14593 8329 9462 9331 5888 1296 10703 13050 11596 9575 3327 13213 16467 12732
"205573_s_at" 15932 20059 19428 15514 12380 16088 14524 18070 15736 9063 16122 6317 13876 19417 12160 5460 9237 18318
"205574_x_at" 18442 1530 1856 16075 3445 19400 14140 19323 19558 20410 14189 2516 2356 2194 3765 2213 4402 7906
"205575_at" 19488 2613 6839 14329 8747 12408 14989 10850 13880 12485 19775 12372 3416 13682 9104 7833 18644 2571
"205576_at" 7730 20170 7503 10593 12893 5897 9723 6637 11465 11844 16989 15490 7440 17698 10331 10830 14901 11664
"205577_at" 21554 1654 6195 9139 11198 11137 7836 7203 12898 7330 8127 13405 10325 9882 10994 10324 14433 11320
"205578_at" 9839 12029 9522 14011 15353 12835 6701 11848 14080 12291 1108 17079 8400 8715 13059 9761 12115 10909
"205579_at" 574 1253 10587 13076 899 1856 3155 11890 2200 13698 12298 18123 12545 21303 22193 7368 16042 9742
"205580_s_at" 395 9503 6966 13381 6439 1424 7746 11822 18023 8782 14792 4505 18221 20441 15497 7069 17253 13018
"205581_s_at" 10230 7936 11321 12594 11222 11431 5307 4519 13014 10743 6904 16753 9875 9646 3446 6922 14891 13617
"205582_s_at" 10033 8733 6527 5327 10987 12606 9740 7336 13620 10242 9036 14546 8752 8505 10305 10092 14198 11145
"205583_s_at" 15684 18697 19507 21003 16665 18725 19558 20424 19370 16992 17635 5646 19988 5663 18349 19868 5595 6036
"205584_at" 12196 12314 15119 16361 19003 6041 20966 22083 2460 2957 20432 4462 3234 22133 16354 5852 19379 6226
"205585_at" 9879 14815 8076 14397 19070 323 19331 5366 20465 333 3282 4014 12775 11136 17187 8484 17830 110
"205586_x_at" 5176 17806 14646 12287 14946 379 16564 15 1794 22110 15974 752 751 19245 4863 1015 22088 8326
"205587_at" 12602 7552 6921 11401 8721 8848 11177 10894 16251 12143 8847 15807 9604 12467 21313 6930 14697 13557
"205588_s_at" 15738 17663 4237 20277 3864 15812 2003 18312 6384 2805 20449 4679 18552 6060 7446 4334 19824 19746
"205589_at" 257 9118 12562 12194 15555 13722 5062 10183 16829 12778 1940 17149 10687 14392 191 6931 13110 9917
"205590_at" 15622 19887 2180 21882 9485 10823 14233 12951 12574 3111 8906 2981 4543 12855 8677 20944 1750 5045
"205591_at" 21431 20224 16901 19267 7670 9268 9061 19612 12039 3773 6134 11267 5112 9979 11016 20499 7421 7508
"205592_at" 10221 8050 8526 5952 14518 12424 14861 8466 14368 10457 2712 18618 11794 1052 8179 6979 17112 1334
"205593_s_at" 9096 7682 1716 14886 13181 13478 9897 9394 15142 19351 3577 16668 10817 9254 8159 14062 11205 15459
"205594_at" 1079 2481 3629 18671 554 4869 1886 1171 4916 9492 2859 3357 4242 15576 1985 15416 2601 17340
"205595_at" 803 21435 8085 4512 15094 9434 7120 10312 12162 9978 10928 17391 10736 13621 11127 12241 12773 13749
"205596_s_at" 5445 6604 16967 17015 4926 16016 18130 12827 5520 15718 3624 6319 5623 17087 16766 3916 2921 6069
"205597_at" 12940 4366 6192 6000 8573 3325 11430 10206 15165 10915 10294 11952 10796 9941 12036 11332 15059 11792
"205598_at" 18015 20319 22035 11614 20357 15985 30 20625 1389 22123 22254 8450 6160 22224 800 19425 9570 8381
"205599_at" 909 21064 11370 9928 12362 14913 2654 5238 5242 9863 8097 12940 8211 11680 22109 10981 15064 11795
"205600_x_at" 1451 18409 11519 13898 1607 217 20112 10887 16432 10542 4886 17580 83 4709 11353 12078 3336 13527
"205601_s_at" 19078 1406 6085 9902 14837 22122 21804 9403 16510 13284 17315 15933 12525 22225 1167 10888 17299 11714
"205602_x_at" 12544 6058 13658 6963 7700 14325 13846 4979 12128 11214 7292 17459 13036 11959 15587 8872 18264 9416
"205603_s_at" 14595 6482 1353 20225 17478 5602 17710 22262 6343 4266 5828 8177 17319 4287 6279 1273 7159 21672
"205604_at" 14233 8728 14320 6283 15778 15320 16394 5342 19552 10372 3082 17002 12333 11837 6618 10340 12912 14772
"205605_at" 13083 8321 6138 5720 12768 13540 7110 11316 13188 13516 7946 12209 3510 11976 12422 3134 9859 12765
"205606_at" 20166 2590 4834 20809 692 2788 5038 364 2625 2092 2330 8719 2969 21802 20865 19100 1622 1267
"205607_s_at" 21904 138 2016 17541 2982 1439 16048 15814 10890 4419 17237 3313 3041 7657 6521 5108 5030 3995
"205608_s_at" 3012 19390 13948 13648 15258 12061 20302 8185 2477 635 2938 18685 2354 7454 4311 6459 8196 12864
"205609_at" 13343 655 12738 9402 9608 13384 7538 7634 11128 14411 9963 16926 8192 11270 13571 10818 14894 10359
"205610_at" 11729 13732 6155 6055 16425 15043 10935 10579 13405 14377 6520 7592 12263 7779 809 10239 14350 12241
"205611_at" 11155 11778 11250 13231 11545 13993 11674 5331 15222 14505 22216 17506 12142 6227 11708 12311 13960 13441
"205612_at" 12228 9039 7523 8195 12662 14993 7093 4515 15049 14743 18732 7794 10463 8704 11871 13560 11822 13798
"205613_at" 11572 18833 20428 256 13719 3389 13772 1644 13016 3309 1618 5812 2970 4112 11560 1244 20926 1241
"205614_x_at" 12236 539 11072 13664 3596 7820 14674 7898 2634 2791 1586 16634 11091 487 7219 1033 17461 15503
"205615_at" 11781 12382 8935 7333 7766 11485 11726 7528 16205 10894 10179 17820 9513 11482 10350 10942 15019 10108
"205616_at" 21541 12899 7801 15081 5594 1171 9788 4969 19274 18478 539 15679 655 2283 2815 7301 12516 9964
"205617_at" 18766 17923 5365 9023 14306 20224 11595 1383 17935 853 4110 6855 20880 21867 20475 4550 6806 3746
"205618_at" 4777 14322 5846 10966 3138 16383 21370 17526 4603 3214 15296 2494 15483 17735 20508 3983 21189 2117
"205619_s_at" 11044 9515 10171 5748 8756 9508 13392 12556 13943 10368 11315 12598 6347 13248 10671 11284 17271 13368
"205620_at" 1161 11465 6540 12279 12083 13251 14680 10608 7117 13606 9292 15467 10639 8585 9591 7709 16497 8809
"205621_at" 19761 19636 21623 20198 2090 16126 17728 19895 17639 2267 21169 8914 21536 20798 14342 20735 6989 1101
"205622_at" 22252 15244 21855 17929 2041 15105 1504 22172 22063 4223 760 780 12849 13154 2560 22071 19380 7466
"205623_at" 8664 10102 8603 5545 13488 21322 12269 9355 1945 434 4993 13440 9347 1753 6552 1140 18972 458
"205624_at" 20361 154 6310 11985 14777 15458 12726 12251 16188 14220 2659 17450 7253 9285 13130 9036 16222 8709
"205625_s_at" 7736 7840 280 5401 12999 2273 14380 12094 15625 3952 1142 13937 493 1110 18803 11346 19886 13033
"205626_s_at" 9811 11919 12990 10625 15074 4393 7196 11919 13512 12198 2229 13104 7605 4270 12093 8057 11567 12858
"205627_at" 8150 8227 14264 8693 473 3740 10389 5942 7150 14844 14787 12328 1976 5180 12714 2118 18386 4189
"205628_at" 2901 19260 4252 19719 16788 22068 3508 21154 2999 19414 19587 11735 13364 20744 19366 3516 2055 16254
"205629_s_at" 10828 10148 11286 6817 15056 8327 9328 4457 160 14513 6030 12958 8496 2571 12077 9737 12284 14531
"205630_at" 13304 19557 13284 14354 15985 8464 14369 10815 16732 13822 9290 18785 14146 8837 1467 12299 14613 2402
"205631_at" 18795 4004 3245 4480 20080 21290 19589 1689 6217 22087 14920 10706 1704 21361 6465 18121 6449 18493
"205632_s_at" 1180 19722 10655 10170 5442 11185 3819 10152 2916 11528 9782 15395 12376 2518 2427 7802 17966 9216
"205633_s_at" 21705 19828 4118 17515 1836 7104 4312 18854 2871 16972 14764 9076 20203 2387 13616 3816 2942 6626
"205634_x_at" 20063 19731 18425 16090 5025 1687 2047 15075 10136 15030 11979 8303 13159 2467 15634 20803 7831 3287
"205635_at" 13122 11404 7541 10841 15666 10477 12679 10885 15463 108 659 15358 10440 7289 18000 278 15821 14680
"205636_at" 20082 745 7450 11483 16189 10235 11046 4650 17755 13108 6849 13533 11809 3969 12617 8090 11381 9587
"205637_s_at" 14264 15250 13338 4680 12654 3653 11165 9476 14530 14586 4056 17959 2406 4349 9959 13074 17644 207
"205638_at" 7510 10128 14925 11451 8604 13219 10457 6299 16067 16983 14726 18387 9884 8601 10832 11558 11969 9680
"205639_at" 10016 12219 7550 14185 21498 12825 6124 5408 21462 12764 11093 16094 9419 11748 15560 4044 11208 13499
"205640_at" 294 13060 2536 15013 2683 21462 2337 14049 2567 5641 17847 6669 3849 21904 20902 66 128 2224
"205641_s_at" 22273 14887 4948 1194 3825 21823 880 13570 2544 2972 17879 8143 4991 14919 2736 20948 22115 3749
"205642_at" 17279 14401 1797 14951 17518 21828 3554 1163 19598 2381 20175 8536 21035 18796 7073 21734 261 636
"205643_s_at" 4805 14822 7315 14390 15911 14949 2964 4611 2465 12130 10502 18371 730 10313 8558 14164 3641 9377
"205644_s_at" 7121 16564 4724 17830 17382 16772 3613 14359 17826 15382 11577 10411 5625 15545 18534 17643 9273 18129
