"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"214535_s_at" 8660 6869 13641 6639 7063 15321 10358 10268 13265 4700 7490 4370
"214536_at" 9582 10909 13497 8069 12443 12330 11573 7412 15172 5473 7567 9728
"214537_at" 10517 15581 6463 21783 13589 21021 21756 2632 18767 12703 21874 21653
"214538_x_at" 8450 8242 13532 4897 11043 13620 4314 8294 13688 5485 13507 10427
"214539_at" 6706 5674 17335 5563 5654 5239 11423 11077 14038 15267 8115 7246
"214540_at" 13021 8458 1160 13635 1922 14934 21707 569 20860 9451 201 1322
"214541_s_at" 5102 6419 11268 4250 7508 14970 9835 12107 12267 8245 6435 6793
"214542_x_at" 9569 12413 15142 2186 15748 22239 21172 17806 22103 877 1136 18153
"214543_x_at" 1431 18680 21340 18490 1086 3181 2822 17769 599 12827 10993 14106
"214544_s_at" 142 1423 35 2440 51 78 870 554 75 168 1899 3617
"214545_s_at" 19452 21616 19564 20134 20833 8605 19011 22048 7769 18670 20425 21130
"214546_s_at" 5051 12783 8370 10252 9781 22115 4593 3720 15415 10282 11848 11168
"214547_at" 9926 6157 13308 7559 13065 11076 13318 11798 13563 2207 11406 7166
"214548_x_at" 14485 15417 5967 3738 14723 10134 16055 14984 8577 13019 3724 3966
"214549_x_at" 4488 9370 11631 12514 10110 20635 2985 20514 21600 11286 3577 5344
"214550_s_at" 4589 20250 4475 12863 17780 3933 2506 4456 4297 10957 18689 4029
"214551_s_at" 7431 9465 8248 7172 714 15424 11299 1096 10023 8376 10043 8147
"214552_s_at" 18003 17218 6588 13216 4713 20600 15981 18772 16317 19545 5009 15056
"214553_s_at" 2819 16649 1118 20479 1028 1641 1968 14669 3828 20324 4716 2953
"214554_at" 10289 5249 10382 7440 20046 21756 15868 14486 17754 13675 3351 2840
"214555_at" 9649 11860 15004 11091 3805 6022 12390 3470 1329 8039 13351 9608
"214556_at" 8223 3247 6015 7097 13763 7072 13860 11087 21639 16198 2931 11302
"214557_at" 6063 12791 16676 5731 10443 17372 10331 8892 11457 12752 11873 5681
"214558_at" 9818 3240 7919 9564 11824 14872 11964 12893 13133 7377 8326 6620
"214559_at" 6999 8287 13190 8178 11096 13535 12594 8251 9926 6517 8243 6552
"214560_at" 10803 7429 12843 8821 12976 12085 12491 12927 12521 4240 10159 9338
"214561_at" 5851 11436 13080 8812 7620 20867 12576 13723 14068 9157 10432 8478
"214562_at" 5641 6072 11225 8445 10529 13393 13433 9052 15207 7536 9765 7908
"214563_at" 6352 2932 15758 3946 6491 12099 154 14003 11072 5862 10714 2145
"214564_s_at" 9890 11124 3820 6751 9917 14105 10497 8211 19304 1697 10435 5118
"214565_s_at" 5640 9338 13341 7356 8604 11977 12122 9591 10796 2001 9787 7927
"214566_at" 12778 7726 17217 14968 11536 21332 4997 17144 4736 12140 19159 12827
"214567_s_at" 11558 8245 8860 8548 10242 1202 13376 11938 15559 5160 7932 5264
"214568_at" 8348 7071 14571 8144 10709 15853 11840 11094 10510 6621 11520 6052
"214569_at" 9785 5185 15895 7447 7447 11411 13058 7161 11999 7814 11413 4274
"214570_x_at" 11966 12844 8825 9895 13287 7174 13640 12186 10750 6477 12359 311
"214571_at" 5671 3460 7961 4214 8102 13244 13655 3875 10336 6912 7725 11676
"214572_s_at" 6451 9353 10505 5535 13788 10606 21633 9015 13791 3301 10594 4463
"214574_x_at" 7746 5669 17301 4332 8721 10042 11831 11015 12203 16254 10940 7693
"214575_s_at" 9349 5755 6823 6433 8579 17498 9976 8359 12944 12844 10249 5911
"214576_at" 10027 10365 11073 9148 8674 13057 11422 9362 10977 4804 9014 9424
"214577_at" 5605 8272 13649 3517 10322 12327 16286 12657 10542 3791 13765 4249
"214578_s_at" 13101 18890 17307 19096 14739 1699 7419 14427 4562 14445 4893 13802
"214579_at" 11430 4838 18013 18835 13500 19339 16892 21006 21973 1977 16659 12757
"214580_x_at" 7647 6976 11552 15268 5980 14832 12289 8299 13683 4294 9609 8794
"214581_x_at" 20074 16368 5695 20839 21781 21363 18247 21835 19874 21951 21905 18822
"214582_at" 3975 21151 3536 7539 18162 8516 3616 16753 8749 16124 17370 1829
"214583_at" 19158 15050 22019 20443 20510 22197 2756 17225 2771 22054 2908 14501
"214584_x_at" 5427 6724 14270 5136 10204 13443 13140 11383 13702 1506 10240 8316
"214585_s_at" 14422 18416 21264 13280 15630 6314 4380 15701 8703 13384 3999 14950
"214586_at" 9188 11091 9292 19336 7245 11552 7363 4206 6247 4927 14204 8433
"214587_at" 12855 13528 9993 1896 13745 16770 7453 20070 21731 2326 11052 3284
"214588_s_at" 2546 1184 4048 885 15979 20264 21538 1261 3306 2356 2471 2048
"214589_at" 8873 7172 14405 5951 7734 14452 11952 12050 10078 6901 9105 7332
"214590_s_at" 1255 15156 143 16266 14775 16361 4988 14355 17009 13826 15865 13644
"214591_at" 7483 10146 7927 3930 12306 14397 2925 9777 2108 7464 12950 7274
"214592_s_at" 21045 11933 13021 1070 1204 21716 21489 19223 8331 13112 14022 3802
"214593_at" 13871 4186 7877 8552 13337 12216 10292 11590 11212 4763 6358 10258
"214594_x_at" 18171 18916 20196 1803 16540 7285 6914 19591 16924 2842 1675 19488
"214595_at" 21660 16039 15068 3334 18729 21823 21532 20531 8276 8794 22260 19319
"214596_at" 7358 13497 16588 1131 276 2704 5225 60 323 8473 3157 11700
"214597_at" 5551 7414 8661 10683 9965 13093 513 7669 10198 7378 11697 5601
"214598_at" 7542 10094 14903 501 5709 14539 1373 13288 11962 991 4794 1447
"214599_at" 12201 8593 6455 3257 10460 3271 10226 1452 6945 9935 11468 11026
"214600_at" 622 15299 16217 13886 20631 13186 6219 3456 1629 9583 15977 15758
"214601_at" 8705 7235 16730 5275 8980 18555 12847 9440 13806 8819 12551 9113
"214602_at" 11227 5040 13779 8680 10762 10653 11352 12116 15445 4433 13933 9847
"214603_at" 3019 11013 9164 10534 13911 21894 4405 9966 12368 11101 12475 358
"214604_at" 12071 7941 14378 5974 9386 20276 18861 1509 22045 15187 14126 10029
"214605_x_at" 10451 8139 10834 17591 6866 7487 21766 6597 8725 14488 12579 368
"214606_at" 1382 13533 16945 13614 11017 158 8347 11326 2188 15274 1526 8555
"214607_at" 9109 6610 11444 2310 9098 11249 15999 10088 12300 7158 10797 7832
"214608_s_at" 12536 6736 8627 9602 10840 12282 9591 7282 13020 5301 8105 6795
"214609_at" 8762 8566 12262 4967 2258 20789 11287 11655 17908 16790 13469 10947
"214610_at" 2015 7889 15662 6619 7352 10427 11025 9053 13891 1209 7344 6578
"214611_at" 12348 8165 10797 10845 11859 3633 7157 11545 2041 3385 9187 8402
"214612_x_at" 7343 11553 8092 18092 1748 14455 1781 4056 10809 1308 8487 5199
"214613_at" 10213 9559 4021 12562 13566 22030 22241 2308 4245 11356 509 923
"214614_at" 17863 21587 1651 11836 21597 22068 20961 21917 21701 14917 22066 21323
"214615_at" 11942 7215 12919 6369 8908 12540 9493 9666 10025 4998 10035 4935
"214616_at" 6076 13303 16115 7595 9400 16133 3119 3395 601 4146 4439 11395
"214617_at" 1657 8372 4288 11660 9756 22193 170 6397 19978 10299 17295 237
"214618_at" 5594 6855 9551 5826 8120 11297 13175 7259 13968 4098 12497 949
"214619_at" 9547 2706 14916 4504 12631 12278 12899 11616 14024 8216 11686 5820
"214620_x_at" 4209 99 1558 19385 743 20044 1843 5993 3099 16937 1681 1421
"214621_at" 3858 3933 7948 3810 9064 13958 11473 9374 10066 4448 9045 5569
"214622_at" 10707 8550 12181 6344 9028 10822 13340 9318 10341 3717 8858 7103
"214623_at" 1882 7915 18560 9369 9743 9722 20348 669 20637 19366 10837 694
"214624_at" 5270 2719 15870 6091 6427 12648 11728 7733 15105 7450 11845 11544
"214625_s_at" 6519 4147 11371 6316 9348 13660 11519 8989 15446 1586 12817 8597
"214626_s_at" 13542 14252 4722 15699 15745 19166 3800 15573 17347 18911 19123 19109
"214627_at" 3678 13243 18874 6021 13750 21324 1370 906 13013 12836 13904 12136
"214628_at" 7169 8984 16061 10311 10937 11713 14236 11211 14431 8612 4079 5100
"214629_x_at" 18068 14312 2533 13875 3725 4732 5208 4576 5618 15487 4529 15345
"214630_at" 10140 11178 15365 5300 8337 14094 12413 11932 13094 3147 10522 11098
"214631_at" 3324 4384 3708 5461 7548 21688 21618 19532 3745 9328 3937 9125
"214632_at" 9912 3456 12939 2661 6525 13724 20150 13183 12666 5449 14021 1515
"214633_at" 2873 12166 10771 5436 19127 11096 14349 16716 18382 6527 21799 17400
"214634_at" 3632 13520 15098 9505 10388 22225 3903 15600 6570 17518 342 12638
"214635_at" 19273 21474 15550 7177 22056 18200 14018 19535 22033 2065 22262 19352
"214636_at" 4959 10193 14609 9184 13252 12472 13848 11737 7529 659 11727 10847
"214637_at" 6372 2578 7860 4515 5156 10717 1115 11778 14346 927 6016 5004
"214638_s_at" 19506 9897 17836 78 17725 4995 4947 17745 5124 15879 20668 15751
"214639_s_at" 6585 2815 902 2962 6008 509 7869 7149 6456 19384 9368 7583
"214640_at" 12288 12714 10526 8265 8304 12725 10730 8626 15190 8760 13224 11968
"214641_at" 4234 12998 16354 11128 7700 11476 3913 7288 15521 4831 10643 9520
"214642_x_at" 6354 9656 8940 2388 6159 13071 19514 10647 12545 8908 8278 4770
"214643_x_at" 7486 7338 15988 19114 6829 17032 19219 4146 2941 4232 5164 9825
"214644_at" 285 5166 12859 16729 7313 21425 21926 6179 2051 10225 2915 1355
"214645_at" 8663 4673 14441 3988 12257 12089 10190 12007 10080 849 13206 8426
"214646_at" 10179 3416 14325 3822 7095 14046 9848 11727 11132 2929 7440 4960
"214647_s_at" 13536 5088 9921 8350 16982 13033 14109 1971 1316 3672 3687 19724
"214648_at" 5799 11087 16060 4298 11777 15372 3379 12017 14933 6486 10954 6012
"214649_s_at" 13121 18777 6537 11476 1653 8210 7604 20440 1018 13119 3063 928
"214650_x_at" 8613 5709 9609 4436 6224 1629 13619 4232 15494 8651 1582 5780
"214651_s_at" 11081 8025 21291 20816 9824 5618 7172 9979 18127 1320 10750 11021
"214652_at" 9192 5526 10046 5223 13269 6355 2829 14891 2845 7288 19837 13672
"214655_at" 8271 4218 9027 9679 1173 1573 14298 13452 8432 2776 12064 12222
"214656_x_at" 2124 17721 21075 11867 21429 18172 19408 1499 4738 13751 17383 17611
"214657_s_at" 1224 1212 462 17273 173 106 264 214 3446 11970 6577 757
"214658_at" 4402 17415 1393 19196 455 2643 3441 2013 814 17565 672 1469
"214659_x_at" 20227 20312 20752 17254 21639 16583 18236 16786 9085 13449 17314 19442
"214660_at" 6016 2809 13025 6925 6590 10595 4463 8104 14236 9102 9183 9379
"214661_s_at" 16359 20798 20841 15700 20340 17925 18958 19751 17076 15746 19964 17698
"214662_at" 18730 20675 17405 21718 19665 17051 5969 15728 17169 22017 14999 20725
"214663_at" 3374 257 4379 13361 21193 7951 9189 6274 16929 11187 18518 20232
"214664_at" 20250 4689 1176 21184 16349 19584 20047 21685 20936 22162 7925 6083
"214665_s_at" 14445 13724 5360 3314 16063 7100 6160 3934 6038 12704 4906 16071
"214666_x_at" 14214 16764 3249 2715 19688 8183 1898 3304 1498 12817 2685 1662
"214667_s_at" 20153 13068 10221 7085 13304 14442 13699 148 22086 5722 17578 5664
"214668_at" 4260 519 5500 18914 930 17975 286 465 324 18160 2330 3507
"214669_x_at" 5490 6815 11895 9962 2938 12976 11199 11351 15145 7013 14019 7885
"214670_at" 17142 18762 5086 16240 20555 1359 5487 3684 5713 19320 14988 15244
"214671_s_at" 19830 20229 6079 21224 2951 21633 7046 21024 1217 19716 15426 18791
"214672_at" 18883 15799 19242 14528 20604 7928 19916 6068 21100 18811 21054 20200
"214673_s_at" 12441 3843 15820 8217 11130 18322 10718 8912 684 8773 12099 12208
"214674_at" 12773 4306 21419 71 2723 7726 8952 1820 5247 11875 2747 14353
"214675_at" 12814 11096 16283 8922 8416 2996 12616 13565 14041 7385 10551 2002
"214676_x_at" 396 8560 17897 275 18109 7068 19447 19765 1795 1333 14079 1449
"214677_x_at" 10422 10972 9738 5720 11851 2717 13645 7605 15303 21892 9400 10117
"214678_x_at" 3082 18252 1179 21154 14915 2407 17863 4368 1956 15372 20541 19338
"214679_x_at" 21666 20223 15947 18216 14176 20985 1392 14517 8633 12490 15936 19600
"214680_at" 7941 6280 11869 5614 11663 10543 9702 12707 10943 6888 8350 6644
"214681_at" 14479 9695 2312 13850 16737 2074 3288 6264 2600 15342 16933 3292
"214682_at" 19520 11325 1048 583 17037 21513 21986 21757 2709 14699 15946 12505
"214683_s_at" 2267 107 691 888 748 93 3657 1658 1151 9721 16996 2522
"214684_at" 3947 21767 1195 16539 1753 1664 18761 1869 3160 13053 19392 17569
"214685_at" 6843 11567 12955 9531 10526 20161 10612 8362 2834 9771 7210 10711
"214686_at" 1542 14929 7406 14793 1355 3489 6338 1407 4380 14840 1411 1040
"214687_x_at" 3814 1120 5504 11934 4615 8163 15235 3820 6595 9555 5823 13284
"214688_at" 689 10891 21081 1824 11197 22060 5175 6213 21418 10445 2543 16414
"214689_at" 6046 6116 13935 6239 11457 12009 11870 10956 13650 7708 10022 8131
"214690_at" 2079 18122 4795 17362 21959 4564 19977 17729 19519 18213 20377 21234
"214691_x_at" 552 12825 2418 5809 8208 1085 1632 14988 385 9842 10989 11180
"214692_s_at" 21205 2494 186 1853 1550 20983 8213 21781 17285 10359 2468 1470
"214693_x_at" 12941 19567 4314 12510 18091 2219 2108 16131 6700 16567 18506 19664
"214694_at" 1638 6463 15153 16921 6263 12080 8324 9853 10704 2632 6489 8608
"214695_at" 21041 19719 21554 19625 22113 16607 15775 22092 20535 21611 22234 22051
"214696_at" 1104 152 21767 15195 254 22024 7145 354 870 1871 336 1520
"214697_s_at" 13513 17358 2211 15876 1738 986 15519 14347 2748 15609 3450 12887
"214698_at" 13743 19037 1790 9140 1983 1923 20386 4848 7041 21783 2102 1280
"214699_x_at" 1112 10332 21135 14448 1944 248 16302 14021 3700 427 13297 11158
"214700_x_at" 3196 1057 2398 18773 1191 4499 2011 801 995 18368 2382 15107
"214701_s_at" 6881 3132 13913 1781 13907 1860 21322 9973 18253 20241 13479 5541
"214702_at" 11855 3604 8609 9451 6044 3396 15351 6192 7174 5608 10771 2425
"214703_s_at" 16513 21528 7126 1212 17079 8442 14532 16584 17920 11886 22073 4010
"214704_at" 6868 12054 15087 9738 12106 9756 9518 7562 14087 6604 6195 5858
"214705_at" 22013 9880 9130 16854 330 12916 5352 20699 5715 5387 21929 300
"214706_at" 18208 2287 3730 22065 18914 7486 20197 5695 6227 12517 3576 16941
"214707_x_at" 987 21573 19582 14497 22214 6815 22041 16366 21043 15348 4719 752
"214708_at" 3060 5417 21991 7682 10306 6603 17652 10591 13849 21624 9953 5639
"214709_s_at" 15240 22110 7441 13078 3662 2854 2807 6002 6095 12718 3963 18857
"214710_s_at" 4678 1643 5037 20228 2439 3102 4422 5240 3015 18204 3965 2726
"214711_at" 19943 16523 987 2269 20000 20008 19208 6036 17646 21982 19557 19990
"214712_at" 5612 7611 8722 4842 6458 9055 14464 13324 10829 10289 10078 9027
"214713_at" 1624 203 15245 2392 3894 21817 359 521 441 10776 212 305
"214714_at" 20721 15951 3859 13448 18276 6941 17911 2742 9302 17161 16800 15266
"214715_x_at" 20370 17310 18494 18137 20308 5024 17831 15302 15918 17356 18078 14879
"214716_at" 1848 5341 5663 14977 2524 21600 641 3900 21927 16154 8026 4098
"214717_at" 21734 15823 3740 17239 2981 22083 14747 21636 3383 480 14730 20233
"214718_at" 20814 20959 19620 20711 20394 4051 18140 19806 19502 15546 4900 20114
"214719_at" 1835 230 12078 2072 16686 15354 4644 4948 4928 7046 4892 19324
"214720_x_at" 18747 11499 6464 19733 19027 19683 16830 22044 21534 10306 660 13481
"214721_x_at" 21497 17817 18754 2206 18766 16752 19039 15755 2023 2851 15109 21450
"214722_at" 15227 19274 7351 1082 1694 2919 1915 4077 6537 9800 1900 2040
"214723_x_at" 21415 15099 21437 20028 4919 17959 16900 18897 6046 15346 638 21123
"214724_at" 20198 12032 18456 12544 19440 6069 19263 21141 19628 11119 4593 12240
"214725_at" 12017 6791 11652 9975 5516 13812 10559 11273 13663 3340 7412 5885
"214726_x_at" 3899 16564 3466 19536 2269 4672 5530 5218 8724 11350 16066 6827
"214727_at" 20013 16749 1028 3712 18820 2361 20558 17537 9550 14582 18137 12949
"214728_x_at" 17179 18374 20089 16290 20737 18529 19376 18649 18655 18063 19922 19849
"214729_at" 599 8046 17591 934 8020 6020 3729 3318 652 21887 10339 12309
"214730_s_at" 18654 19192 2861 3122 14407 5721 3886 3166 4003 14590 2803 17933
"214731_at" 21969 16952 16777 2757 18209 7845 7420 18120 16043 17834 19806 16164
"214732_at" 3452 18882 1158 11465 19868 19833 5424 17643 17675 367 11028 18610
"214733_s_at" 12988 2134 19736 3504 1948 3842 1386 523 3002 10082 3866 18137
"214734_at" 3090 2119 771 20926 273 17481 3857 16907 4551 477 2832 1526
"214735_at" 7308 11251 3725 10212 13658 7372 2112 10585 9349 17659 6206 4434
"214736_s_at" 15333 1533 19771 1939 16481 8263 5727 17192 9003 18094 16508 20821
"214737_x_at" 14151 18827 17021 17309 4798 8953 17834 15465 6499 13668 14647 4129
"214738_s_at" 5532 10156 4881 21736 9799 19663 15968 12065 12781 673 6077 4762
"214739_at" 14944 21277 6088 21838 14072 3737 8657 18005 16811 9625 17543 20259
"214740_at" 13844 16723 21817 3279 22258 16970 22227 2493 19489 1062 21001 755
"214741_at" 3234 397 2103 19085 17052 5979 4114 18068 5802 22036 18542 4238
"214742_at" 16182 14670 19404 16372 4470 21098 16155 17728 5117 14875 21606 21202
"214743_at" 15342 722 17936 13485 17888 5909 16412 3056 2085 13390 3287 2672
"214744_s_at" 22240 18839 21601 248 20559 16363 21195 18155 21895 18925 21434 3014
"214745_at" 19644 15981 8366 16143 15342 7663 3204 5425 2712 1014 21406 21171
"214746_s_at" 21730 20885 16899 911 19908 576 4714 16022 18908 14678 21420 20813
"214747_at" 12934 10712 10772 9823 13693 9806 18560 8862 14927 18297 13674 11813
"214748_at" 3341 9160 15524 16844 297 2058 16696 1104 54 9377 14471 196
"214749_s_at" 18177 14163 4915 12398 18167 4586 5586 20157 17855 11742 4927 16975
"214750_at" 3510 4040 15931 8487 6591 10500 9559 8744 14984 42 5784 5887
"214751_at" 18667 21487 20068 21842 1702 572 5648 3287 999 17958 1653 1840
"214752_x_at" 1796 18149 2578 3433 17251 16504 4853 2539 6566 19946 15948 16761
"214753_at" 19214 19693 2488 3339 4732 2967 8816 1374 4281 12887 397 1378
"214754_at" 18404 19917 7493 11319 19313 5490 20808 19002 5837 10580 1357 10142
"214755_at" 19945 20474 16320 9591 20755 910 20507 21161 21325 20571 15761 21881
"214756_x_at" 20830 21195 4086 13898 20090 20200 19847 14476 17339 19690 18819 18073
"214757_at" 630 17339 16436 21530 14660 18036 19038 1584 22273 21063 20780 17415
"214758_at" 12875 13315 10770 3453 1262 14820 20897 20913 21511 11690 14304 12585
"214759_at" 12644 9604 10139 11213 10849 1885 16779 7825 8286 2061 9233 4619
"214760_at" 3111 16086 1196 1113 3260 233 5116 1954 1158 2192 16537 19286
"214761_at" 2290 12780 16252 5059 7495 1771 7164 8651 18121 4879 2736 12681
"214762_at" 3355 3954 8653 2252 2034 407 1277 20425 2720 12722 10602 6521
"214763_at" 8678 3361 17550 21400 16780 5273 20358 334 5495 21533 6888 9170
"214764_at" 14595 19645 22200 22210 19220 20406 18431 17129 4521 22246 3191 18717
"214765_s_at" 20633 20912 20144 22074 20139 9336 19981 19670 21053 14965 18985 20385
"214766_s_at" 4498 16033 18228 2530 3576 20996 2255 5782 20628 17220 16140 3128
"214767_s_at" 10024 3120 11817 7568 5745 6682 13177 10564 8488 1370 3029 6341
"214768_x_at" 9274 10803 7729 9657 12259 15194 5317 13334 12878 609 8003 8924
"214769_at" 6318 5796 9109 3622 11740 9939 3437 586 16553 21633 8987 10551
"214770_at" 173 9958 11681 5225 7322 6674 19583 5750 5901 12114 13474 5926
"214771_x_at" 17144 17128 20908 16210 18640 20249 7677 16299 8359 14550 18667 18838
"214772_at" 5623 10211 10337 1353 12774 12115 21024 10561 13599 3510 13385 10140
"214773_x_at" 15237 19388 5960 17296 18644 8734 9114 14087 5019 18552 4907 14109
"214774_x_at" 8244 9288 13804 4305 5547 10371 9547 11807 11241 3096 8261 10581
"214775_at" 12746 9420 10198 8827 13946 12823 12702 21984 21301 7219 13899 12600
"214776_x_at" 11377 12694 11603 11398 9524 21807 4807 14543 21955 5576 10531 11899
"214777_at" 5645 6052 9023 10064 13328 12628 12661 12745 15134 7388 8755 6997
"214778_at" 11543 12415 12994 11234 1146 10155 331 8102 14020 10598 2621 2236
"214779_s_at" 19857 8820 1398 12947 2229 16468 17542 21877 3970 14830 796 19059
"214780_s_at" 2636 11203 22033 18438 14952 16393 21059 19208 18987 19307 2998 16634
"214781_at" 8090 7744 14849 4348 2120 174 262 13051 14601 10215 11285 2921
"214782_at" 2940 607 10024 20008 113 20931 1292 1760 1673 12213 658 3330
"214783_s_at" 17896 432 20026 12108 1198 2471 16502 19983 3031 15295 4520 16422
"214784_x_at" 19671 19003 17779 20855 17560 16798 19437 20196 19866 17112 16167 22278
"214785_at" 4497 16640 1231 14577 14544 18813 3578 4303 1981 21204 4468 2004
"214786_at" 21566 18150 17065 7481 12481 9251 16250 17360 6857 9384 17296 230
"214787_at" 21625 11769 1142 2366 18397 1708 3362 6162 4258 16976 4205 18490
"214788_x_at" 10675 12698 21565 9809 13222 22233 22175 10243 12553 22101 11328 4454
"214789_x_at" 15727 19090 4289 11486 1052 7617 20367 3869 9762 21664 16117 19479
"214790_at" 444 225 3503 187 275 4524 1563 46 3681 2047 1759 13408
"214791_at" 21938 21167 1985 2583 19763 2544 361 19907 5727 16419 15783 15255
"214792_x_at" 18078 7909 10629 17642 2895 20114 18263 17559 21644 13231 20382 14212
"214793_at" 11545 12255 11939 3242 13201 19176 22114 13385 15295 20546 6087 10961
"214794_at" 18327 14372 18127 13390 21470 16919 17673 20849 19692 20700 21695 21983
"214795_at" 13301 17195 17782 8406 14890 17241 6142 188 311 72 278 18919
"214796_at" 10097 8559 19166 19821 7908 21406 19943 18492 3839 6934 16657 8367
"214797_s_at" 2337 10604 10614 6844 10655 11771 3827 1417 6939 3129 7141 5946
"214798_at" 1761 16778 15656 20411 21538 14879 405 22010 19725 8043 19718 17228
"214799_at" 5912 5554 14332 5263 10813 14640 2729 7015 9215 1756 12394 4569
"214800_x_at" 18439 14864 4081 17603 2923 1912 16926 18920 9792 15301 5584 16052
"214801_at" 20391 15666 1030 16821 16675 5019 7185 2366 3934 21384 4328 17965
"214802_at" 18254 10716 422 363 2819 3661 2926 21056 2876 1976 21591 13371
"214803_at" 1365 5207 10399 222 9914 10665 14313 7543 15729 12372 14196 10598
"214804_at" 20880 21209 18002 19341 19023 17425 8134 17391 18807 16093 2777 19159
"214805_at" 21328 17234 19880 17838 20805 18670 4627 17373 9020 17127 22092 3256
"214806_at" 2828 16897 1536 1805 14098 9783 3015 2156 1343 18918 18194 1670
"214807_at" 22219 22105 2083 11593 4058 9080 3551 6169 8857 10968 19906 18043
"214808_at" 20243 931 19466 11662 21970 4959 21688 6461 8459 17191 3371 2094
"214809_at" 11325 10368 8792 11236 12589 1035 13118 10297 15541 1217 9199 7418
"214811_at" 6293 8565 14896 9852 7568 20246 14092 8765 12982 3227 16526 5741
"214812_s_at" 13648 14450 20281 16964 5258 8051 15806 5460 9357 14333 4193 17932
"214813_at" 14000 2017 17618 1715 4324 743 3176 3505 685 2382 17552 3690
"214814_at" 4708 3633 5984 14689 724 1244 7394 656 825 11325 18024 380
"214815_at" 21795 1908 1968 1537 19667 2489 4031 1007 2275 11716 1483 17711
"214816_x_at" 19979 16578 19937 17900 21952 19841 15426 21277 21056 9304 4659 3845
"214817_at" 12520 13037 9012 7394 13352 18168 19772 1553 12743 3598 7787 7420
"214818_at" 4489 5240 9116 5516 13720 15541 15099 10295 15819 7683 1641 9684
"214819_at" 7371 5152 84 173 2585 6522 3682 15266 2106 20641 13410 13393
"214820_at" 16292 19754 1229 13891 14848 711 3163 17498 8330 20565 20297 20331
"214821_at" 5045 6938 15629 8610 11320 13549 13686 12228 13676 2895 8605 9294
"214822_at" 10950 3393 10887 4677 5438 11578 20303 21793 21399 4777 9704 12084
"214823_at" 8154 13297 8074 11557 2287 10489 9110 20298 4921 12314 3401 11126
"214824_at" 7721 6236 11665 6236 8809 10519 9679 9620 11490 5814 9890 8020
"214825_at" 10390 5308 9736 1637 1994 1595 19382 5344 2387 14487 18206 97
"214826_at" 55 10788 439 6675 7676 2572 21697 660 807 21698 19966 685
"214827_at" 16397 14780 7898 9078 4946 14988 13147 6139 16829 6009 969 15130
"214828_s_at" 8081 7881 22017 15800 16250 21915 3960 848 2269 14662 13478 17948
"214829_at" 989 11858 12739 1358 9534 13840 21118 6188 11352 7636 2820 5394
"214830_at" 3873 13994 923 19791 18284 2232 4675 2789 767 13816 2795 3070
"214831_at" 3516 2460 13943 21358 327 6346 21259 4498 3872 21554 20654 20234
"214832_at" 7729 5643 11176 6273 8682 10818 11088 9500 11825 4747 9489 7691
"214833_at" 22018 8463 4380 17747 21330 1761 4858 14432 4555 2194 694 20378
"214834_at" 6679 12343 6651 15200 7557 16995 16646 17076 2836 11739 10990 6471
"214835_s_at" 15593 22260 7060 12168 3187 6869 4799 1199 588 20711 4016 17971
"214836_x_at" 8904 5457 263 11890 6610 16579 11054 818 13859 3916 12527 12455
"214837_at" 6662 4614 13125 10468 11692 14321 7155 12400 12444 5012 11266 6769
"214838_at" 2634 20431 17511 18442 17281 1345 7182 5315 19388 17800 21981 20478
"214839_at" 10637 9110 20860 5091 4810 21973 19354 18860 4294 18534 7147 3276
"214840_at" 9435 3139 11237 7535 10586 12718 12807 10684 11031 4722 10186 8273
"214841_at" 12092 5430 8784 16365 9841 11566 17966 10943 10614 5634 10697 5563
"214842_s_at" 6956 8391 12444 7900 8624 8796 12412 13496 14135 2379 7142 8292
"214843_s_at" 17592 16325 3951 15367 1991 2611 5730 5915 8628 14736 15054 3261
"214844_s_at" 8321 3581 13818 2819 11611 8732 21389 14514 21957 9930 7723 2509
"214845_s_at" 3211 16860 1202 11642 2594 9496 18012 15446 6444 19190 3256 14668
"214846_s_at" 7111 7210 10831 191 6267 12338 12003 10009 13435 4221 6780 7259
"214847_s_at" 6159 12865 21960 9788 13429 1593 9665 12868 15767 21202 1528 11259
"214848_at" 14610 21028 626 491 15394 2898 20777 15284 17232 12848 21466 3445
"214849_at" 719 123 166 14133 15038 748 2706 1560 8407 13701 842 713
"214850_at" 20936 18590 6808 12836 4936 18509 17231 2893 2811 9346 21364 4200
"214851_at" 5771 3785 8087 10525 7904 749 11231 7271 496 1396 12414 11977
"214852_x_at" 11167 13158 11003 10807 7146 19798 15532 10170 18383 8798 10635 2252
"214853_s_at" 2006 547 3281 3661 708 1859 2395 403 660 11841 781 1047
"214854_at" 5761 6564 11084 6163 10848 12804 13725 11097 14260 2984 10773 4338
"214855_s_at" 18832 16824 2450 3441 18204 1569 7691 5249 2917 11943 4388 19596
"214856_at" 9251 8090 15306 6885 9939 15664 12688 11558 12323 7054 8495 9955
"214857_at" 21796 17654 15170 12885 20434 21614 20962 18919 20454 22032 19474 21894
"214858_at" 3365 19432 13294 6941 4244 3939 14441 3832 18732 8173 21225 20486
"214859_at" 9855 9208 10796 6512 10278 14239 10480 8673 14760 7448 13002 4414
"214860_at" 9026 9207 10920 7264 7755 11685 21367 5889 2388 2932 10254 8331
