"inst_417" "inst_422" "inst_1010" "inst_1068" "inst_1171" "inst_1230" "inst_1486" "inst_1655" "inst_1905" "inst_1986" "inst_2690" "inst_4085" "inst_4164" "inst_4454" "inst_5227" "inst_5590" "inst_5916" "inst_5921" "inst_6189" "inst_6989"
"200673_at" 11676 7859 3515 4000 2958 13947 4634 3213 15594 4025 3330 10543 4774 8598 4277 5356 14747 4617 3411 3345
"200674_s_at" 2214 16904 8799 4267 6813 4591 20433 5083 15586 3763 12348 4285 9446 10288 6293 5581 11903 6477 10030 17347
"200675_at" 12689 6412 15516 17488 21641 20720 5889 19771 17098 20877 17942 15082 18669 16829 17916 17609 9144 5179 17753 18618
"200676_s_at" 20064 21013 21852 22071 20131 16824 20450 21587 5356 1274 18349 20358 17889 22091 22263 19066 6826 19134 20256 2688
"200677_at" 1532 18504 3615 2869 16498 4118 4221 3995 4688 2140 4699 11224 6318 6399 5659 4531 8760 4848 14181 4980
"200678_x_at" 1441 20031 1804 3779 16940 3774 8215 5258 3166 3111 17723 9694 3981 7134 3290 4219 8588 3931 5978 2229
"200679_x_at" 3535 969 17209 18643 19236 17242 18452 18992 16811 19331 19556 12695 15868 15521 14960 12061 7525 13180 18777 16948
"200680_x_at" 12083 19233 16297 5286 18461 17509 21289 4336 18259 19169 17286 6287 9506 15590 13762 7788 12033 13738 16527 17433
"200681_at" 12955 8115 16456 18908 17122 15070 10125 16112 15445 5191 16587 13227 17020 7226 16823 17753 8736 15895 15545 17826
"200682_s_at" 16015 3554 19526 20197 18717 16775 9296 17173 17087 19854 16321 15928 14370 15253 15331 13390 8930 18031 16356 16722
"200683_s_at" 16229 19425 20922 20621 18359 15693 20759 20996 19788 20441 18955 18726 13715 20284 20334 18828 7780 18998 17308 16385
"200684_s_at" 21008 176 20794 20567 21190 19966 21081 21003 19936 21498 20073 20366 18958 21876 21703 21456 18942 20515 20828 22001
"200685_at" 8747 11106 20370 3667 5107 15322 21097 20845 16165 17433 5835 20873 19319 16532 18232 19442 18220 13089 6029 21811
"200686_s_at" 12161 841 3739 3052 6544 15425 18253 17389 5467 4314 6535 14899 4602 17168 14663 18322 18645 2463 15183 2445
"200687_s_at" 17826 18906 16943 20190 20994 16777 5305 19474 21618 20070 19679 19780 14956 17764 19311 17978 14683 16515 18421 18370
"200688_at" 14456 17390 18950 19994 21079 2988 4188 2496 16786 20908 8168 14880 15799 18392 19326 17913 6451 17810 18013 21745
"200689_x_at" 4122 5406 15036 5677 6725 4824 18789 4679 5213 4260 12378 10424 13550 14838 14919 5466 14735 14924 10070 7166
"200690_at" 3948 1641 20079 21474 4584 15564 18960 18936 16512 2863 19771 19391 19336 15781 19655 14248 19144 3555 20315 7020
"200691_s_at" 13358 5989 15863 19338 18040 18262 18264 17202 4499 18763 18743 15485 18103 5547 16988 14232 18022 5570 19279 18801
"200692_s_at" 4431 6970 5777 18909 3404 1822 8323 17810 3502 20931 19076 13267 14278 6081 3430 12587 15030 15409 19390 6538
"200693_at" 13932 6663 18093 5526 17959 14492 6879 16163 19281 18822 16826 13008 13493 16641 6451 11642 17825 15098 16079 6791
"200694_s_at" 18571 4928 18298 18627 20821 19674 18491 18762 21638 20085 19484 19467 19489 18602 19377 18648 16269 15024 17051 5792
"200695_at" 13369 7338 3051 4265 19091 20440 20624 20520 2616 20038 20011 18296 15946 19375 14586 13110 6917 21288 19479 20764
"200696_s_at" 4582 8251 2506 4249 4594 5404 9466 3787 2856 1155 18094 14800 14682 7830 16778 20926 5321 17787 6480 2940
"200697_at" 14113 6941 5638 20108 3931 14951 19180 18568 4480 3221 5695 15580 20837 17180 21225 18288 7846 18778 14560 20251
"200698_at" 16207 20005 5533 16950 1855 4674 7799 3092 20716 264 1086 15567 13524 17211 4969 5320 6424 12804 2210 1785
"200699_at" 14923 16595 15867 19140 7173 14326 4440 5410 17411 4388 590 15389 12739 15489 16129 18645 17382 6276 950 1838
"200700_s_at" 4614 18161 15288 2019 4404 13952 2917 2374 5715 17403 2865 9917 7183 7170 4498 4045 15747 4071 4114 4342
"200701_at" 3256 2885 875 1508 3632 4261 3361 2220 2838 326 3765 4556 5924 6357 2806 2023 3112 2620 2031 1658
"200702_s_at" 11867 16586 15623 4285 21775 16369 21394 19563 16046 4390 18430 17354 19719 6272 18981 5671 6341 14809 20888 6342
"200703_at" 17005 17416 17661 19176 20900 18909 18846 17921 18959 17955 17389 12238 14075 14396 14913 15683 18920 13429 18019 6481
"200704_at" 12698 3017 1107 1030 4050 17868 2580 5201 16122 2922 6273 19174 2404 7026 2558 2711 5533 3646 15471 580
"200705_s_at" 13742 5433 4173 5420 6376 5334 18773 15232 1998 3784 12250 9947 6315 5649 5461 3039 5671 6718 9882 5560
"200706_s_at" 1037 20644 1491 815 3882 3016 2857 16521 3850 926 9264 22004 1085 14269 1443 1607 4452 14154 3171 933
"200707_at" 13422 7045 3203 1627 3451 2347 3634 5705 5591 20857 4347 9757 5714 5554 14751 13276 4349 15235 2554 5918
"200708_at" 3340 931 3409 4014 21496 17223 8380 15528 22195 4369 19678 15882 17205 16964 16126 16038 15928 17193 20625 18914
"200709_at" 1591 16277 15564 2637 20542 15894 8155 17169 16737 19007 8248 13417 14551 18343 19481 14118 17258 3215 19471 7286
"200710_at" 12350 19655 2183 951 17162 3852 1735 4511 15896 4609 15894 15902 2807 6926 4850 12355 2962 6091 18243 7363
"200711_s_at" 12415 6729 17969 21126 19916 20208 7548 17809 4889 20536 16550 17429 17012 18079 17037 19036 17497 12514 20461 16490
"200712_s_at" 19965 16925 20529 17590 2896 14506 9527 14666 18530 20277 18080 11381 7578 7661 3041 15301 6179 14879 17463 6557
"200713_s_at" 14198 6630 18193 18737 18515 17974 19810 18328 5268 4115 9734 10159 17705 15966 17737 18411 16676 13828 18510 18843
"200714_x_at" 12547 5414 3414 5425 17992 3150 4365 5626 2858 4566 8907 12511 13657 14027 15924 13491 14228 5551 15098 4214
"200715_x_at" 2760 18455 3627 4276 5446 4404 6218 3812 3712 3380 16297 3152 7308 6673 5830 2491 14825 3960 15523 4625
"200716_x_at" 1279 8148 14955 5287 5590 3021 21452 4440 1709 17514 12375 4659 9488 10320 4816 5564 12003 9999 10065 6868
"200717_x_at" 13267 7239 9351 5524 7146 4056 19490 4802 15843 4377 12303 6222 9357 10232 9400 7645 11733 9695 9961 7537
"200718_s_at" 12010 2543 5443 4833 18164 17412 9629 17112 2606 3206 15926 3739 9314 14515 13873 12511 15184 6073 16874 6738
"200719_at" 12516 432 17032 20738 17148 18696 7564 16375 17652 18973 6434 17951 14401 17880 19447 15654 6787 16355 19558 19219
"200720_s_at" 11699 17884 5804 3758 3093 15863 8300 3544 2283 21827 6681 16602 14134 6989 13901 13913 6282 13686 15254 5021
"200721_s_at" 16297 5357 15548 19049 4268 5429 3832 16936 3115 4259 3517 18207 18652 15658 16577 12503 4392 15765 2004 4992
"200722_s_at" 16343 6811 21492 21706 3853 16562 21799 18935 4054 2450 15881 21803 7001 20820 18502 18992 15422 22206 16785 20569
"200723_s_at" 17619 19519 19322 20739 6548 18604 20279 17722 17214 5665 18380 19626 15625 18922 16771 17189 15801 20758 14890 19731
"200724_at" 2173 21110 2389 13246 8875 2527 6405 13688 2036 9083 1268 21766 6358 7545 4846 21112 6487 12517 941 14169
"200725_x_at" 1960 18097 4061 4352 7306 4476 18249 4351 4731 3424 9236 2701 4968 7957 6059 3429 8884 6914 7822 7098
"200726_at" 4819 21873 18600 19660 17138 18609 4744 3399 22042 17891 9916 11094 15219 17406 13751 17675 15107 13817 7923 16907
"200727_s_at" 13139 3674 21468 17537 3699 17523 19347 4266 2353 2758 18529 18924 16759 1903 14623 17645 8957 21866 17093 6554
"200728_at" 16209 18595 4996 20620 5301 18361 4132 18399 4922 17352 17027 14375 4620 16645 14823 12436 14197 17588 17325 18986
"200729_s_at" 16232 19752 18295 18575 3962 17392 9721 16675 20142 4712 16127 14638 17048 14589 16213 15564 17167 14638 14589 6214
"200730_s_at" 18277 4808 14900 2463 3079 910 7372 4114 492 216 19174 3981 5063 1236 3801 3840 17121 4507 16749 3803
"200731_s_at" 15387 20103 16218 4987 2686 1290 5729 2773 1586 17086 7693 4872 14898 1784 3315 3673 3067 17416 16210 2988
"200732_s_at" 4315 6720 3266 4341 16875 3019 4562 16199 3347 3089 18191 10870 16629 4515 5616 5777 7857 13646 15836 5253
"200733_s_at" 22132 355 18696 1568 1130 4831 5371 2933 22210 4487 8779 4209 5597 1452 3684 3385 18024 1289 17560 1524
"200734_s_at" 12411 5713 4767 18455 6363 13695 18567 3580 3901 17234 8757 12030 12724 5984 5837 5062 3388 6170 18945 6431
"200735_x_at" 16807 16360 8837 4842 5778 14191 8410 4204 4309 4409 12343 4869 9431 10283 5231 7711 11880 13015 10019 7857
"200736_s_at" 11593 9346 8943 10251 4438 16732 10773 9867 18923 17345 5999 10218 11456 14054 12908 6228 10643 16324 7951 10380
"200737_at" 4578 4372 18888 20674 19511 17785 6805 19609 15606 4641 17147 4793 14634 16257 5275 13512 14554 12750 15406 4972
"200738_s_at" 3532 19026 5504 5410 19105 14071 5987 16210 16878 19897 15990 4268 7509 14517 14276 13337 14965 6001 16178 16462
"200739_s_at" 4665 776 20874 20604 3232 3589 7264 15039 5694 18004 16888 13405 19552 17528 18991 13202 16382 15417 5807 16790
"200740_s_at" 14691 4637 17143 18780 16726 16695 18738 18848 5025 4099 18067 12893 17855 17473 19231 14596 15831 15019 16460 20120
"200741_s_at" 12336 19244 9152 5293 17429 4825 18602 2954 3614 16715 12240 6171 9249 10147 9253 7528 11554 9487 9865 7525
"200742_s_at" 12369 8043 4100 2338 7317 13483 1969 2218 2494 3266 7554 11800 4077 4424 16019 2928 4892 13339 6374 2787
"200743_s_at" 12153 7298 2576 16530 7035 5720 936 2630 3391 1611 8621 11451 3683 5167 3004 3884 4003 5268 6575 17672
"200744_s_at" 4447 20000 4566 5722 16463 13904 7158 4110 16974 2439 8945 15701 3843 7194 5050 14490 6847 14747 7016 17877
"200745_s_at" 16879 20299 5469 18999 5296 5491 7946 14973 4855 16925 8321 12471 17427 4903 19461 20141 6755 19362 7201 17868
"200746_s_at" 16322 17885 16234 18674 18122 4822 2066 17883 17069 4663 15772 14237 15876 8572 5612 17613 16163 12730 15221 5761
"200747_s_at" 15928 3080 4957 16975 16775 1933 2049 17451 16096 21677 16092 13085 12701 16414 6671 15517 9049 13019 3855 3525
"200748_s_at" 11661 16523 4130 17034 184 3135 18828 2456 5291 584 82 3284 6391 10333 4319 4060 4252 10043 3069 16962
"200749_at" 20162 1458 21506 21999 20655 21383 21260 21805 21437 20199 21518 21282 20938 20299 20879 21074 19955 16714 21064 20036
"200750_s_at" 15136 18915 15890 18179 19512 13731 7399 15918 18330 20820 19062 12198 13676 14782 16212 15046 8849 14153 18346 18499
"200751_s_at" 20651 1495 20298 4225 7209 19339 8187 15149 19355 20117 19734 19620 17518 18845 5446 11635 7848 21513 14864 7678
"200752_s_at" 14358 6562 5607 19935 19087 4872 18883 16642 20708 16835 9781 14812 19358 6741 19644 21367 8494 19721 6896 21491
"200753_x_at" 18709 4662 19226 19792 20697 18626 19842 19493 5365 21210 20468 21142 15928 18507 18788 17339 9154 20131 19147 20078
"200754_x_at" 15236 6210 17506 20525 21409 19740 18539 19284 4178 21586 21121 18039 19375 17921 18957 17900 15829 16159 19700 21304
"200755_s_at" 16351 4022 2613 5487 1103 4821 1769 2457 4123 1113 2250 12423 6529 7375 2724 2260 14502 14563 1579 4327
"200756_x_at" 3315 17309 17499 390 1060 3298 6490 1667 2844 19101 2557 4154 3953 17771 584 1048 1852 21431 882 3654
"200757_s_at" 13657 17326 3206 3317 4437 3815 1713 3550 15693 1573 1752 12719 7461 5011 3051 2384 6070 13170 1325 1375
"200758_s_at" 12792 16913 712 1336 2690 2033 1906 3547 16587 2861 5547 10649 5026 8011 2447 3678 2357 5264 6718 3476
"200759_x_at" 1615 369 218 2218 714 1142 1403 4327 1748 1201 8953 11728 3694 3440 14004 2359 19583 1341 5868 1645
"200760_s_at" 13847 2813 21064 19791 2408 13635 19303 17304 4792 1276 16825 14447 14636 16000 15287 14024 7315 13723 3061 16435
"200761_s_at" 15263 983 18394 3830 1943 5778 7078 14787 16312 420 8883 12955 5630 18203 15544 16870 16654 5361 4184 7707
"200762_at" 12342 21511 2307 4417 3195 4110 3132 4226 21595 50 8456 11748 6697 7873 5925 13168 3122 2025 4381 5981
"200763_s_at" 3416 17810 8746 16647 6381 4625 7536 4335 16706 16775 12349 6259 9451 10290 4897 5655 11916 9903 10032 17377
"200764_s_at" 4594 8083 3463 17543 4812 6258 7196 17424 6016 8907 2414 5379 3071 730 6545 13265 4488 7282 4512 17779
"200765_x_at" 12146 2125 5022 17175 8841 10184 6215 17168 7053 7256 5978 6140 6633 13446 6109 12637 16667 7452 20732 16651
"200766_at" 13262 1771 3248 5299 1398 4408 3698 16194 3786 4282 7665 4482 5013 16770 17117 18743 5020 15879 7307 3740
"200767_s_at" 14605 4479 20444 17654 17380 15082 1015 14818 5123 18139 9738 15151 7222 15286 19385 18396 15460 17713 17681 7832
"200768_s_at" 21943 19295 21213 22197 21970 21711 21743 22022 21775 22090 20899 20770 19758 19384 21492 20822 18212 19523 20108 20068
"200769_s_at" 20245 4024 22072 22207 19499 22197 21928 21158 21731 20009 22144 21964 20753 21105 19939 18247 8793 22263 19701 22138
"200770_s_at" 2195 18051 1760 1955 16992 5123 6213 20508 2498 21923 15914 11781 13369 5294 1811 14139 8069 3002 6540 5041
"200771_at" 14620 5374 4225 2636 20813 14199 5498 4133 17273 17196 8383 16075 5595 7869 14079 14690 6695 14046 17159 17454
"200772_x_at" 14707 17314 15221 17445 18839 15046 9986 17106 4537 20775 16249 9661 13627 14233 6686 12747 11809 5848 9990 17233
"200773_x_at" 18677 5023 5258 17728 18519 15406 20713 16747 16254 17149 17760 10679 12840 14536 14980 12422 15282 12968 15027 16394
"200774_at" 19017 3852 16369 17545 17883 18210 4998 17267 4883 5152 17208 13486 13245 8347 15438 14538 7468 14369 17865 17403
"200775_s_at" 14206 6838 15850 18680 17028 14534 10520 17920 20013 5012 15871 13981 7031 19753 6428 5193 7412 14370 7921 17364
"200776_s_at" 21565 6192 16926 1941 4218 15265 8328 3699 2787 4741 5829 12241 5470 17450 2095 3335 8408 20387 15015 4338
"200777_s_at" 18726 16961 5305 4458 16714 15247 4019 5276 15575 20693 5977 13377 6693 16305 3477 4318 15628 15180 8190 3205
"200778_s_at" 14376 1600 17265 18105 5333 15394 9596 17616 4844 2880 9488 14796 14577 7829 3885 12799 7272 13809 7809 17349
"200779_at" 173 4930 484 474 3242 260 529 654 325 3731 7808 261 1286 188 569 1209 3161 343 15755 1004
"200780_x_at" 11927 6846 8826 5292 16530 5103 6612 16501 16045 4159 8172 4256 7138 6245 6658 3835 11869 6145 6670 7212
"200781_s_at" 4438 17769 8860 16432 6821 15165 7911 5275 3742 16838 12289 3492 9336 7054 3870 7625 11696 6731 9942 17128
"200782_at" 3717 3865 16269 4898 1854 15387 9355 3412 19388 2560 1204 4156 14364 6763 6220 3595 6030 13776 3330 3034
"200783_s_at" 15475 6699 20500 19617 19245 18629 6196 5614 19246 16593 21266 14661 16219 15250 14140 17640 17898 14066 19519 17267
"200784_s_at" 11001 10546 11383 13831 12347 556 15125 8767 7842 11637 4031 1789 8203 20522 10186 8052 12140 21888 9413 12247
"200785_s_at" 14086 9675 14234 9841 8514 6730 10915 10225 14705 15752 14592 14806 11434 7859 12247 10320 3565 3136 1786 14237
"200786_at" 12900 7187 16040 17707 17181 14308 9594 16386 3735 18413 16828 12799 16066 7430 14585 5419 9178 14077 16353 19161
"200787_s_at" 11678 6958 15812 18369 409 809 7370 18327 5128 2703 1909 14695 18263 7993 16092 14453 5633 5684 14837 4307
"200788_s_at" 13849 2299 5437 17955 2168 3085 3561 4413 17729 1501 1567 11405 13461 3232 17423 17361 9036 3245 2803 7155
"200789_at" 12046 5847 501 17048 18908 850 839 1556 19443 4156 15945 10890 4545 18366 2305 15980 5361 14424 4095 3071
"200790_at" 19329 17843 18821 21366 20740 2337 18018 21492 2345 21257 21270 4001 20707 3997 19636 19528 18112 3205 20881 20468
"200791_s_at" 14365 8078 3898 5618 3959 4020 4589 5710 4961 1263 7356 13618 6586 5902 14061 16801 5446 3478 4200 16634
"200792_at" 13259 7497 15468 18022 19370 15822 10442 17900 3489 20874 18405 14254 15187 14498 6331 13311 7221 15128 17479 7513
"200793_s_at" 615 18579 15478 2072 18506 15599 4493 21897 19315 21681 17757 17252 18417 14473 15427 17252 3129 4772 15700 17107
"200794_x_at" 16069 6684 18898 18443 17177 13879 8552 19103 569 20163 10164 13088 15207 4239 16093 15549 7434 13290 14697 16830
"200795_at" 16863 21673 10372 7880 8041 4882 2626 9026 12047 11400 3828 11131 12944 3746 12724 20028 2249 10292 11082 15571
"200796_s_at" 13282 20882 21501 1267 667 16778 8238 816 14418 12860 22125 3817 7428 962 1573 17674 47 10440 6601 21282
"200797_s_at" 15170 8142 2311 2762 5658 1491 938 3026 2198 18583 3105 3398 6140 1080 6597 3535 2902 6273 7342 4175
"200798_x_at" 20202 4314 15024 3004 2069 3378 5303 17467 3146 2316 2186 3595 12858 950 5684 13849 19163 4911 15086 3753
"200799_at" 3325 4267 899 1291 10970 5026 1002 1663 21578 14767 10505 3390 6042 1968 3816 2967 8015 16553 10776 1968
"200800_s_at" 18929 17277 1098 492 18542 2714 488 1098 19744 21884 1027 1971 1376 720 2493 3737 3105 20859 352 1903
"200801_x_at" 14171 7291 9262 17696 19806 14561 18405 18770 4524 19399 12217 6147 9208 10121 15886 7493 11501 9409 9838 19390
"200802_at" 1762 20230 1311 1546 1194 1860 2446 1314 1542 1452 9756 4588 3574 1704 3000 1752 8497 889 14764 1915
"200803_s_at" 3469 6567 16066 5479 5112 14390 7286 4699 16977 3586 19194 10402 12953 7690 4977 5045 8788 6815 15119 6288
"200804_at" 3775 4832 5419 5484 5541 5700 7070 5738 3696 1265 8610 12357 5674 14329 6608 5765 4901 14577 7811 6622
"200805_at" 19213 17140 3608 20025 18205 13897 8464 14943 3329 3657 20827 16041 7510 6103 6372 11729 5885 4252 15293 6204
"200806_s_at" 1675 5543 17302 5508 19632 16988 18185 5331 19951 17309 18728 10261 15861 16255 13782 12379 8311 20309 18145 17385
"200807_s_at" 3946 7959 15965 16722 19490 15527 21171 16313 18337 20155 17497 6156 9225 7791 14070 7508 11520 13687 16264 7681
"200808_s_at" 20712 17177 3684 1085 21433 2203 18109 18896 5587 17098 19804 11293 19054 19482 19337 21713 19551 19676 17470 5558
"200809_x_at" 3198 17804 8911 3959 7145 4354 19656 4521 4986 4701 12231 4897 9230 7610 5688 5721 11526 13174 9852 17905
"200810_s_at" 14732 8092 5569 16582 4564 17364 4485 18908 21409 4551 16155 17071 13598 16369 15182 12421 7816 13718 15668 5338
"200811_at" 20143 3481 15553 19552 5216 18897 9649 4014 21383 16966 8482 19534 5749 18608 6784 17569 15528 5823 6259 3248
"200812_at" 12817 20808 4615 16830 19688 14716 5801 16321 20171 19922 17007 17058 16119 15936 15721 15284 7215 12538 18856 16896
"200813_s_at" 20658 1760 22118 21645 17089 20184 20599 21896 20268 21717 18290 15888 21446 21398 18736 20878 17887 19670 2788 21754
"200814_at" 2316 19418 3337 3192 18500 14228 5033 3152 766 4038 15875 16671 5425 7411 3884 12017 5268 6611 16554 5472
"200815_s_at" 3730 3178 2979 3997 6073 2041 2727 5242 4920 1871 1330 10669 16062 2755 17134 14420 8860 1536 1545 5377
"200816_s_at" 21997 5120 19073 22232 19516 20105 21122 20174 21774 2783 8735 21919 21000 20417 21979 21321 20078 20027 6898 21813
"200817_x_at" 1598 2177 9174 16792 11230 5518 18784 5590 4927 17185 12229 6158 9227 10132 9219 7510 11523 9446 9850 7396
"200818_at" 18612 18118 20422 18953 17637 14895 18858 16491 18676 18522 15756 11709 16572 6964 14465 12508 5395 12477 16823 6077
"200819_s_at" 3310 18454 9163 16455 17458 14547 10492 15370 17990 17344 12310 11160 9365 14359 14143 11702 11744 12539 9969 17171
"200820_at" 3025 18505 15044 17631 16757 5037 6459 16502 2910 18063 8425 14039 17290 7288 15377 11948 8086 6491 17737 5537
"200821_at" 3145 20788 17433 4983 6386 20223 5447 5458 22219 4601 4535 16658 5015 18823 14821 18209 19361 5117 7330 18170
"200822_x_at" 2608 8288 4975 16396 18771 1932 8900 15720 18814 18679 8483 11794 16201 19643 19058 15356 7470 13408 20239 16463
"200823_x_at" 1033 16500 5576 18404 5652 5425 18220 1780 5714 5025 9919 4748 7029 4448 4948 5761 14490 16178 10061 5824
"200824_at" 12397 5861 6842 8523 17606 14258 3696 14554 15544 3343 15812 13109 16763 16434 2644 1413 1051 13623 18730 1622
"200825_s_at" 3479 6144 2208 4144 5951 121 3625 14924 79 16891 6596 1474 6688 701 6651 13437 5861 344 6928 5529
"200826_at" 2315 17353 4192 16405 17962 14812 9473 16881 19460 19233 16810 11632 15267 7515 6571 5277 8156 14890 15412 18023
"200827_at" 15687 21914 2972 21342 6479 2797 20800 4945 18155 22173 1967 13797 12816 14607 18681 12932 8756 6755 4662 18960
"200828_s_at" 11901 18625 15960 18028 5707 5011 19621 14848 16965 19231 18009 16050 15181 8008 15914 17214 8087 20646 16160 19849
"200829_x_at" 18007 7201 18021 17258 18428 14903 8916 16955 21553 18976 17772 15435 18690 15517 17513 20047 17736 15369 17960 20534
"200830_at" 2687 18704 16964 5118 19355 13542 4802 18165 19172 20042 8282 12064 15427 14007 14103 14650 6461 5352 19792 19995
"200831_s_at" 156 5742 735 795 4234 1131 2875 874 240 150 7981 14943 2557 2666 1937 1060 1461 1756 677 965
"200832_s_at" 501 17575 1084 658 2962 2771 816 1160 2872 1682 8093 16838 3613 3285 3221 1864 1784 1901 4484 609
"200833_s_at" 14298 18714 15186 4857 4689 3008 9634 3409 17952 18093 8934 12521 13952 5998 15234 17411 17516 2212 3825 6154
"200834_s_at" 12154 6034 9287 4519 16513 13981 19072 16114 15724 4962 12260 6190 9283 10175 6136 7572 11606 9558 9896 4379
